male_n,current_eighth_max,current_ninth_min,current_ninth_max,current_tenth_min,n_disagree_legacy_2010,percent_disagree_legacy_2010,n_within_0_25_mm,n_within_0_50_mm,posterior_error_available
195,18.497,18.516,24.147,24.154,10,5.128205128205128,16,31,FALSE
