row_id,ID,group,log_ear_linear,logP_c,relative_foretibia_size,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
98,JOZD,Eighth instar,0.5702768282281405,0.007747686790825936,-0.07132646603996359,0.48320319882487983,0.08707362940326069,0.1340029294917799,0.03645054492064228,0.08342087510164198,2.54348428560469,TRUE,TRUE,FALSE,TRUE
263,VHBT,Tenth instar,0.5955957349806014,0.11914013906619814,0.020163576774408144,0.6659668229247306,-0.07037108794412927,0.1346285621838848,0.03658894094143606,0.05482020113298652,-2.0563337805803346,TRUE,TRUE,FALSE,TRUE
246,TYRB,Eighth instar,0.5748111047879273,0.03922071315328135,-0.04950197843549661,0.514284039572559,0.060527065215368325,0.14369852024005955,0.03665466633263137,0.04420975829643858,1.7780210266854106,TRUE,TRUE,FALSE,TRUE
296,YNBA,Ninth instar,0.5917829972741367,0.0557762863020661,-0.07375099140499412,0.5334861160178472,0.05829688125628951,0.11993860515940619,0.03667360493491865,0.032407363201717686,1.6892326210121082,TRUE,TRUE,FALSE,TRUE
61,FYEF,Female,0.7300627546235458,0.12883287184296832,0.09420198944437609,0.6621690572767795,0.0678936973467662,0.08896092234206862,0.036619121383727644,0.03042315049506739,1.933577484530351,TRUE,TRUE,FALSE,TRUE
260,VFCQ,Eighth instar,0.49346778572174343,-0.23133674627968404,0.03407697037034419,0.4192558054337449,0.07421198028799852,0.06985132255046685,0.0365798976560818,0.027380282762142452,2.0916954766009606,TRUE,FALSE,FALSE,TRUE
67,GRRD,Female,0.5220780514360255,0.15913822133829725,0.032662056933143835,0.628346475275565,-0.1062684238395395,0.03629693086496826,0.03631479795687052,0.02717764983055562,-2.9426136234329596,TRUE,FALSE,FALSE,TRUE
88,ILNB,Tenth instar,0.7232829897307295,0.10360898261902007,0.03814171404802547,0.6782229154938999,0.04506007423682956,0.13455944566632994,0.036742417893510196,0.022461745941875184,1.3166607971441266,TRUE,TRUE,FALSE,TRUE
193,QDXY,Ninth instar,0.5288951470739273,0.0557762863020661,-0.0021116945278372547,0.5978111659658522,-0.06891601889192489,0.06608253697733793,0.03661794655726092,0.022157975517744292,-1.9385033523776634,TRUE,FALSE,FALSE,TRUE
309,ZIER,Tenth instar,0.5268074613686871,0.0786314559158019,-0.06118193356349668,0.5641630841311744,-0.037355622762487384,0.17100635081716248,0.0367724709078574,0.021381678480859104,-1.1152725224331157,TRUE,TRUE,FALSE,TRUE
31,DFME,Eighth instar,0.5205798569600122,-0.19473157687063614,0.06412129619019204,0.4583637394455207,0.062216117514491465,0.07452103979153003,0.03665902117855778,0.020738226750630254,1.7580056009267226,TRUE,FALSE,FALSE,TRUE
232,SNDZ,Ninth instar,0.6600772793076728,0.03922071315328135,-0.008558909246724478,0.5822079526682393,0.07786932663943347,0.049709374054269284,0.036558941610770716,0.02055314294352458,2.1713949314067915,TRUE,FALSE,FALSE,TRUE
