"fit","trait","group","observed_mean","replicated_mean_lower","replicated_mean_upper","observed_sd","replicated_sd_lower","replicated_sd_upper"
"instar_prior2","fore","female",0.00252398052436941,-0.00585453033084336,0.0114340313042246,0.0491088518769583,0.0433163535807244,0.0555062449099808
"instar_prior2","fore","eighth",-0.0892916172741325,-0.096086585413083,-0.0748951258701959,0.0570336387025075,0.0445398611075357,0.059376855745522
"instar_prior2","fore","ninth",0.0298561193714521,0.0123680828854209,0.0300087177281102,0.0455446133674905,0.039748294007274,0.0535256643688687
"instar_prior2","fore","tenth",0.116487707071613,0.110228147589166,0.137973396183269,0.0299500270022133,0.0349352026906407,0.0528379375935514
"instar_prior2","mid","female",-0.00759048703383411,-0.0168183275442565,0.00107824526489116,0.0490536443178977,0.0435212739782416,0.0558656290297599
"instar_prior2","mid","eighth",-0.130554936522382,-0.138133867738636,-0.116951307024261,0.0556654757117932,0.0448673625352865,0.060263320118135
"instar_prior2","mid","ninth",-0.0186051672503194,-0.0353279061285475,-0.018064341708029,0.0469181122516426,0.0392719527347741,0.0539753904649051
"instar_prior2","mid","tenth",0.063032220340955,0.0553489972552079,0.08169071136543,0.0297932570765253,0.0334769261206637,0.0538841852982944
"instar_prior2","hind","female",0.0530813316311323,0.0426719518147564,0.0625716914492878,0.057090246644809,0.0452239816418355,0.0594820384049524
"instar_prior2","hind","eighth",-0.15729295268366,-0.162957366100263,-0.141545441379152,0.0531631198131494,0.0465478146525575,0.061567057437222
"instar_prior2","hind","ninth",-0.0383491769777212,-0.0592437168748772,-0.0386926917949602,0.0435550559868974,0.0413336445940809,0.056894730459585
"instar_prior2","hind","tenth",0.0385740825259403,0.0365295582593995,0.0663601154197504,0.0328393885805859,0.0366326316028907,0.0584794743337054
"instar_prior2","earlin","female",0.00182714788278329,-0.00945866314744191,0.014348407582732,0.052984887772904,0.0465345746178889,0.0625197485758449
"instar_prior2","earlin","eighth",-0.103508086712686,-0.11630615504352,-0.0885493172350313,0.053498262945642,0.0451412598627055,0.0644236954967923
"instar_prior2","earlin","ninth",-0.015965855566762,-0.0324698443881014,-0.00930123146422338,0.0557243557378188,0.0433590083942475,0.0604744366875985
"instar_prior2","earlin","tenth",0.0535036281741475,0.0383322700758936,0.0817763319744465,0.0482234147661895,0.0388774482999808,0.0633727573985766
"instar_prior2","eye","female",-0.140053260438262,-0.154181401178636,-0.123421921043957,0.0623520908358125,0.0545802004038658,0.0772299471219526
"instar_prior2","eye","eighth",-0.183420622969945,-0.20172661078221,-0.167226020989336,0.0693383925870415,0.0557823689945974,0.0812880087435984
"instar_prior2","eye","ninth",-0.0672245394454498,-0.0757766014138624,-0.0494501164242376,0.0652427313706381,0.0512100022780339,0.0714783965107797
"instar_prior2","eye","tenth",0.0596014326862062,0.03415995737283,0.0767105462009543,0.0541868285585567,0.0494120346197084,0.0746947145578122
