"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_groupfemale",0.144099851640375,0.144146925,0.0327964147218246,0.033338937093,0.0899117342,0.1978441615,1.0001561294522,2565.04424091661,3972.71020172675
"b_fore_groupeighth",0.047230202143,0.047200347,0.00945665436412256,0.0094898379408,0.0315428775,0.06276749155,1.00004675996586,5625.59404204794,5771.14436938671
"b_fore_groupninth",0.042054166038625,0.042042153,0.00452051303194062,0.0044917205424,0.03462083685,0.04953947925,1.00070055835104,5163.57493790955,5897.48317620915
"b_fore_grouptenth",0.0634580593694938,0.0635671075,0.025072403853318,0.0250613344401,0.0222731993,0.104974696,1.00002491793386,3230.80838286149,5233.65996059323
"b_fore_groupfemale:logP",0.31644522104465,0.31653113,0.0806577135284161,0.082433249409,0.18515485,0.4492087555,1.00058302148617,2847.10605242908,4259.96736001543
"b_fore_groupeighth:logP",0.221837682668482,0.2216953,0.0867902203375928,0.087914058372,0.07914984695,0.364600679,1.0010987054246,4636.21465822106,5216.5418018653
"b_fore_groupninth:logP",0.3184678141715,0.31866895,0.0834048437963181,0.084675600366,0.1801092245,0.4555954735,1.00057174966335,4277.83497958,5217.77114826576
"b_fore_grouptenth:logP",0.233333274326783,0.23340717,0.127451237263787,0.128527654059,0.02266911335,0.4416505685,1.00065812969137,5420.89003630747,5878.85668441815
"b_fore_groupfemale:logH",0.41858681631125,0.418773645,0.0685659094083384,0.069378052023,0.3053213115,0.531876483,1.00010942791807,2687.14024231013,4500.96156094976
"b_fore_groupeighth:logH",0.45361732996625,0.454068575,0.0562098800551767,0.056480581038,0.361177932,0.545459373,1.00168378403678,4000.88128919703,5183.40170918432
"b_fore_groupninth:logH",0.32253503767875,0.322323275,0.0536924773169782,0.054576907812,0.235423983,0.410674845,1.0000126343034,5104.66714942292,5623.67883780082
"b_fore_grouptenth:logH",0.229124218385693,0.22808423,0.142973649413687,0.144047688771,-0.00625948032,0.4650754625,0.999962468561086,3009.58754100881,5006.36465930547
"b_mid_groupfemale",0.1338024877315,0.133870935,0.0320144351355844,0.032250323217,0.0809646379,0.1855151185,1.00048963958085,2664.58035979596,4563.81244185145
"b_mid_groupeighth",0.000947854608595325,0.00091960572,0.0091361910325243,0.00918549863427,-0.0140407294,0.01607765255,1.0002026262215,6027.2546801574,6170.52043045608
"b_mid_groupninth",-0.00572636161464015,-0.0057586009,0.00435326595966727,0.00436917483093,-0.0129420964,0.00140634142,1.00027911957509,5422.96472875453,6419.2049387911
"b_mid_grouptenth",-0.0126021254602497,-0.012366253,0.024320654866386,0.02480346752709,-0.05237932845,0.0271060068499999,0.999918341064093,3280.79706900439,5418.13900790723
"b_mid_groupfemale:logP",0.3304787054,0.331351005,0.078393068724846,0.079076309424,0.201398644,0.4590102965,1.00107619628373,3101.03228613441,5134.19356446779
"b_mid_groupeighth:logP",0.164631719699833,0.163771765,0.0831744066908753,0.084267900192,0.02857262145,0.3030905545,1.00057619141749,4982.45944623853,5833.57025759489
"b_mid_groupninth:logP",0.335838615067875,0.33507595,0.0800890494836827,0.080236028796,0.2044092205,0.4689355305,1.00030991099594,4565.80411659895,5816.75878248258
"b_mid_grouptenth:logP",0.174446243543032,0.17705025,0.122686818548292,0.122717463267,-0.03062111785,0.375819303,1.00042866796448,5902.44756791414,5857.32660038875
"b_mid_groupfemale:logH",0.42096736160375,0.420826445,0.0670510766733447,0.067698458961,0.309380464,0.530766269,1.00046304508251,2799.78453284895,4564.90357293498
"b_mid_groupeighth:logH",0.46232982916,0.463736365,0.0540581234117901,0.054442888185,0.3717663035,0.5510287505,1.00133789246754,4187.35782623097,5582.08699498082
"b_mid_groupninth:logH",0.36052023142875,0.360778885,0.0513610130460655,0.051159329487,0.2756155485,0.4467359205,1.00008663193643,5278.95945416475,5926.43029448394
"b_mid_grouptenth:logH",0.363205531320351,0.363597155,0.138447342122243,0.14083825266,0.136626916,0.5915949405,1.00012717494895,3138.11478506746,5283.41606710007
"b_hind_groupfemale",0.2879854676025,0.28803633,0.035166001725403,0.035128049817,0.229658875,0.345474376,1.00015626530925,3172.95268989562,5115.69937437153
"b_hind_groupeighth",-0.0430301840041,-0.043038248,0.00996785734414377,0.0097955715585,-0.05918225035,-0.02651401505,1.00036571349983,7500.73230062676,6295.77685461323
"b_hind_groupninth",-0.028904341936125,-0.0289343555,0.00475406731278599,0.0048294464442,-0.0366920101,-0.0211544644,1.00069176419153,6809.32225096089,6614.67074748808
