"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_groupfemale",0.00147025859768501,0.00999962105,0.998466805999222,1.00058280927927,-1.64964845,1.611268815,1.00388812618965,4948.22927516568,1030.56994422804
"b_fore_groupeighth",0.00491118037215,0.00492176645,1.0110820948615,0.99793131631977,-1.679672315,1.67275454,1.00113796052756,3864.19467385967,1295.51265935641
"b_fore_groupninth",0.0116943501648,0.029237084,1.01245179665936,1.0681399127826,-1.65344282,1.69230605,0.999002035268064,4928.79038461316,1452.10851696644
"b_fore_grouptenth",-0.000491206128799964,0.00563533315,0.997701423672457,0.98775005259819,-1.631646525,1.63283876,1.00585133536235,4845.8389156607,1355.51633031578
"b_fore_groupfemale:logP",-0.035936781006895,-0.0355231965,1.97513754301387,1.9022925495609,-3.225245575,3.27990132,0.999887682153245,4436.04706024683,1554.19432036772
"b_fore_groupeighth:logP",-0.0265338857416,-0.0305414815,1.90176846606991,1.85549799225,-3.159496,3.22295093,1.0005489051154,4851.66342179285,1663.0343022531
"b_fore_groupninth:logP",-0.01374762691996,-0.00705835545,1.9515657669867,1.9863467085,-3.17788674,3.054399705,1.0008748614085,3439.52865522957,1447.72105246785
"b_fore_grouptenth:logP",0.0269448082058,0.017116256,1.9318184107756,1.98944037579,-3.106231995,3.24747473,1.00327922252915,4565.60949514542,1567.0458872875
"b_mid_groupfemale",-0.00849829914727001,0.00522723215,1.01089199168964,1.043865034632,-1.685432025,1.646327205,1.00214976795771,5164.42120536376,1428.82753893368
"b_mid_groupeighth",-0.00147239848693003,0.013801551,1.02512642292168,1.0235932283724,-1.68643022,1.638694325,1.00189887235566,3572.03371853062,1463.24011740974
"b_mid_groupninth",-0.0072159861623,-0.008867904,1.01849409241661,0.9784707421524,-1.66730401,1.67623538,1.00146195554267,4574.09467778848,1437.85271653741
"b_mid_grouptenth",0.00883754733180002,0.013990387,1.01116622517511,1.0132769180268,-1.632916685,1.678710165,0.99975769437105,3850.13457684082,1568.59476809649
"b_mid_groupfemale:logP",0.05671187118535,0.089643782,2.03896524126718,1.9106281500432,-3.27343795,3.43350882,1.00340040480779,5028.25580626566,1335.8896464421
"b_mid_groupeighth:logP",-0.0295466920463549,0.00402494525,2.02476654251441,2.02167461316765,-3.343510555,3.278218735,1.00102324474773,5178.20039375393,1218.22338495796
"b_mid_groupninth:logP",0.0178628850196,0.0181194655,1.96646662440876,1.9276349560503,-3.052634225,3.30847638,1.00061086784038,4001.46785354654,1509.16988905874
"b_mid_grouptenth:logP",-0.0819716020834,-0.10314266,1.97859197049065,1.987364676486,-3.37932713,3.07502281,1.00019071051522,4255.28071449278,1563.07247131633
"b_hind_groupfemale",-0.00328227102340001,-0.020836207,0.957592287805916,0.943529138181,-1.60605894,1.583115225,0.999932281493876,4809.25283442185,1325.29971631377
"b_hind_groupeighth",0.03213807740129,0.04151918,1.04841485059127,1.016398935594,-1.704706475,1.75161121,1.00802363453018,4138.13091726645,1242.9697571105
"b_hind_groupninth",0.00326191963950449,-0.017240736,0.954060724986942,0.924524029779,-1.58317379,1.627217785,1.00298420759236,5201.6092880297,1324.17257603268
"b_hind_grouptenth",-0.00111888082346044,-0.016637177,1.00683512679796,1.027782434763,-1.656989435,1.66706955,1.00127858265463,5464.41199959605,1591.64150619669
"b_hind_groupfemale:logP",-0.01722063440625,-0.00931083315,2.04740926188516,2.03426856591,-3.515544915,3.43017056,1.00717328689958,4291.2586685922,1540.69859004424
"b_hind_groupeighth:logP",-0.0127976609800499,-0.0043115876,2.01332091326031,2.00560136457576,-3.26014767,3.3451314,0.999198622132288,4603.66120624555,1425.67460681927
"b_hind_groupninth:logP",0.000498785731899986,0.0211996995,1.98144819697599,1.95037253145,-3.294976335,3.14112159,1.00143492374266,3986.40226860107,1370.36957281777
"b_hind_grouptenth:logP",-0.00385545389435003,-0.008294457,1.91651486020234,1.95237633948,-3.199044985,3.147790005,1.00327111416614,4863.28285903403,1343.29938369628
"b_earlin_groupfemale",0.00379867735483,0.0136663,0.955222734567126,0.918411937149,-1.590187555,1.55026037,1.00356824926909,4300.81594054531,1697.02860429105
"b_earlin_groupeighth",-0.0253894701597,-0.026645657,0.995775328934292,0.982529613177,-1.732269965,1.59459222,1.00189701237633,4750.23556942213,1210.77463659512
"b_earlin_groupninth",-0.008658388528635,-0.0206466485,1.01556986777816,0.9924335272131,-1.662692445,1.666119745,1.00014017429417,4910.52921978434,1456.09707712414
"b_earlin_grouptenth",0.01957078244575,0.033533898,0.985602390848417,1.0077385530492,-1.64488921,1.61979732,1.00541018291335,3815.65945377625,1508.42686843352
"b_earlin_groupfemale:logP",-0.0201487944538051,-0.0453536805,1.96743927508827,1.9762735082307,-3.23945299,3.27307151,1.00050464575834,5041.00275355636,1463.80423249583
"b_earlin_groupeighth:logP",0.00637118578719501,0.00500436475,1.98843276288119,2.07976271808165,-3.137835275,3.27173655,1.00853889258487,4627.2326959618,1368.02814598431
"b_earlin_groupninth:logP",0.0143235250504851,0.0223037375,2.04385416957114,1.96571907231,-3.476769495,3.330566605,0.999219851967476,3386.81398744752,1187.16488012872
"b_earlin_grouptenth:logP",0.0491848456858251,0.073372031,1.99733588822428,1.94939831499,-3.279694505,3.21703969,1.00218986855483,3624.82225030053,1713.7358691905
"b_eye_groupfemale",-0.014159422819157,-0.023384432,1.00801851326031,1.013980866885,-1.681882855,1.63419583,1.01157582097907,5009.93044312158,1336.29210732038
"b_eye_groupeighth",0.00440240010486899,0.0067310534,0.990596232106125,0.981233761473,-1.607521235,1.59585638,1.00511731826602,3174.07778257603,1447.22262069121
"b_eye_groupninth",0.00322232169382996,-0.00635251,1.02414252580516,0.985356820182,-1.642871605,1.697871855,1.00429005080108,4246.4149399603,1532.50857494837
"b_eye_grouptenth",0.0271165784434595,0.030535527,1.02487741769751,1.039013374392,-1.70118546,1.754702145,1.0016519919291,4526.63807600844,1426.43491277171
"b_eye_groupfemale:logP",0.0625759406539,0.0581339195,2.01928520563937,1.9681767042,-3.293210185,3.353051885,1.0033862736105,3571.19130522579,1488.05003061921
"b_eye_groupeighth:logP",-0.022220124105,-0.049473928,2.05026205504324,2.05335422397,-3.378941345,3.43015987,1.00243107906194,3979.10118399123,1201.70506392655
"b_eye_groupninth:logP",0.052156994071935,0.0370391325,2.03759134654349,2.1616353701145,-3.324057925,3.27584377,0.999850704895426,4694.62218722811,1301.92915741006
"b_eye_grouptenth:logP",0.00996281993984997,-0.0743202355,2.04031529723716,2.03848293054,-3.324818905,3.41340109,1.00043869283843,4093.98381024725,1528.97732795444
"sigma_fore",0.32395317521185,0.22397001,0.346166067706331,0.2178227921373,0.0210994411,0.9123287175,1.00388749437245,2653.10606910083,970.319462723951
"sigma_mid",0.321701590425434,0.220298995,0.353825194320426,0.2099213213979,0.0205960409,0.960008911,1.00041085858384,2738.17022996087,887.210344165708
"sigma_hind",0.318515856630205,0.22650854,0.346738487956136,0.2098791088107,0.01769515735,0.923460974,1.00188570492213,1814.46230886859,702.675771211167
"sigma_earlin",0.337436956100255,0.231258035,0.400897922685218,0.221321512419,0.02029618475,0.9894111225,1.00260851587074,2571.05282183828,775.068107230505
"sigma_eye",0.33967328987509,0.2267653,0.415047786721785,0.2172368137611,0.0225052252,0.98168183,1.00076149409103,2839.03172397931,1019.50805673564
"rescor__fore__mid",-0.00754508315966501,-0.0103664002,0.355434491858111,0.39024503464548,-0.581310079,0.5802637865,1.00159540568758,3892.8297028856,1270.29686834527
"rescor__fore__hind",0.00228018201053651,-0.00588234605,0.360999702889342,0.40644417302727,-0.582756156,0.603375605,1.00550154522825,4089.6856559044,1105.20391051278
"rescor__mid__hind",0.00690070240279001,0.0078433761,0.362990068807337,0.400993225185,-0.568323718,0.59947425,1.00319773718544,3316.71398566028,1267.65290594695
"rescor__fore__earlin",0.00113468988619999,-0.0014728318,0.364262293828675,0.41447247849168,-0.578243572,0.5954038365,1.00863487141201,4797.03674566272,1403.00036180695
"rescor__mid__earlin",0.002985604374942,0.017422609,0.352485940726902,0.376766740581,-0.5765224625,0.580877465,1.00199269393509,2970.05104484474,1446.38750715763
"rescor__hind__earlin",0.00402368868500001,-0.0067619684,0.355855266357046,0.389581504725,-0.5718702375,0.599986442,1.00186651143179,1724.05375495478,1364.21111622078
"rescor__fore__eye",-0.002467893632975,0.0046653171,0.355771442559516,0.377831551314,-0.593758039,0.581819209,1.00555186407894,3445.75139050359,1125.43972424859
"rescor__mid__eye",-0.002626898378485,0.0048505189,0.361268436598214,0.392219472666,-0.594298431,0.6052643225,0.999435995165167,3816.76384384538,1597.43955422014
"rescor__hind__eye",1.17181163240111e-05,0.014741052,0.356815427052765,0.398170769913,-0.58781117,0.572862892,1.00714671684156,1528.78114135611,1583.36835895276
"rescor__earlin__eye",-0.00503968668963001,-0.00440081305,0.351644384048877,0.380553011874,-0.5942614635,0.5800065135,1.00089071767919,1558.71226134848,1740.40194028941
