"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_Intercept",-0.005265176555,0.0343948635,1.08340302954492,1.074175309032,-1.779100955,1.732026895,1.00475864198972,4051.24777309046,1714.8844250083
"b_mid_Intercept",0.025078024323195,0.0042951682,1.11707212378913,1.096199947311,-1.76394871,1.893686045,1.00161468771359,3903.59109237879,1538.21870531893
"b_hind_Intercept",-0.04449075190651,-0.028424299,1.13160716558145,1.1560331999286,-1.93054592,1.807356205,1.00345549928078,4866.30910282614,1477.22044863173
"b_earlin_Intercept",-0.016381396465336,-0.0129567595,1.13403450214659,1.1650911142353,-1.83453676,1.80899358,1.00138868415575,4299.52203628939,1212.936533239
"b_eye_Intercept",0.0121953332271899,0.0140976375,1.12756826689047,1.149897984669,-1.80592876,1.844285555,1.00040697402247,4228.02881189923,1590.68260769314
"b_fore_logP",0.02990350738211,-0.00032675339,1.98912922118519,2.00481063825,-3.24191558,3.31156823,1.0026187140133,3938.0859713861,1392.24590765836
"b_fore_instar",0.00353390704807001,0.0060972561,0.483423319220568,0.48642400105614,-0.7839629215,0.796514095,1.00055895260395,4093.47845594752,1400.04862403346
"b_fore_male",0.011163889376175,-0.0052288667,0.487384296780004,0.46632428581242,-0.779788173,0.8212209425,1.00431903346465,3776.14899563048,1295.8328526087
"b_mid_logP",0.00135146777044999,-0.0310671665,2.04391910796426,2.08959845661,-3.199150495,3.274327515,1.00163078081461,3378.21307169123,1321.76108809313
"b_mid_instar",0.010618723268165,0.0057452013,0.50251643817614,0.50160067272462,-0.7996841705,0.843345085,1.00186840441392,4421.48273235685,1431.36065659659
"b_mid_male",0.003296242027795,-0.00862704255,0.487059909284981,0.486094316925,-0.761905549,0.8007649775,0.999571843120959,6002.08431412028,1706.06505475879
"b_hind_logP",0.01086216310025,0.015037794,1.99725619451836,2.00912448534,-3.212880215,3.24440482,1.00544252527171,4593.72772893382,1383.33496147033
"b_hind_instar",-0.00970886975976998,-0.00467209845,0.494946530732676,0.49216071070803,-0.7942865585,0.7956871425,1.00823934434508,4572.71060154393,1243.0306547433
"b_hind_male",0.00824705431902998,-0.00040953265,0.501950838823232,0.49732478605089,-0.845338631,0.8681595045,1.00059074581464,4062.22814360303,1320.38298861267
"b_earlin_logP",-0.04249308414509,0.012832829,2.00683468130041,1.96348471998,-3.213733445,3.23419979,1.00255359114215,5420.43554044604,1410.43720730281
"b_earlin_instar",1.86982413695049e-05,-0.00823434625,0.520480927819187,0.526323340998,-0.8522039185,0.8589977995,1.00136988852202,5086.61887524394,1215.64195073384
"b_earlin_male",0.00198454115703999,-0.00011560789,0.494571712006326,0.502058031384714,-0.813107072,0.801184845,1.00381824782069,5228.55208133348,1484.36739213623
"b_eye_logP",-0.03741980654985,-0.0363157175,2.07657880431242,2.08330585743,-3.46195585,3.32002292,1.00386322513908,4647.78406610269,1541.55613823824
"b_eye_instar",-0.00997996055876501,-0.015398737,0.493549143894832,0.5071419840732,-0.816540948,0.7966654355,1.0062604143754,4583.90995024219,1498.5098566914
"b_eye_male",-0.00902875066161499,-0.0056399258,0.473101841792742,0.494177496603,-0.7718803375,0.767345386,1.00304264650265,4858.09728847514,1503.88485155221
"sigma_fore",0.323397681474935,0.233021115,0.352365933226583,0.2083482531459,0.02503273025,0.8756744745,1.00133906934807,2839.61573199827,980.679500419758
"sigma_mid",0.329272349008415,0.230730755,0.336409449996112,0.2211237914004,0.01923434235,0.994365304,1.00599385053272,2528.31568058401,882.90782218974
"sigma_hind",0.340981013430445,0.22462196,0.479448246782744,0.2218269411372,0.0172219014,1.004346335,1.0010152760473,2840.54630209668,783.811810623858
"sigma_earlin",0.336440497516963,0.22371025,0.45435609978292,0.2158991949912,0.0162495991,1.01388192,1.00432116413196,2060.89067188907,742.73348037827
"sigma_eye",0.325879897484995,0.22553543,0.356325923022145,0.2158393861659,0.0199030437,0.957079147,1.00186561747155,3084.41933545798,1100.61372398741
"Intercept_fore",-0.00109805834875999,0.027574525,0.99714110380923,0.959082316416,-1.681018845,1.608429765,1.0028711411368,4419.94124968051,1700.90162117321
"Intercept_mid",0.0192302324330185,-0.01869725,1.01636951242881,1.014591038328,-1.64756726,1.765473395,1.00197280372309,4077.71117127162,1205.3647785847
"Intercept_hind",-0.032210827736705,-0.0208709015,0.993303731151173,0.9859144208529,-1.664996925,1.61910455,1.00182881946843,4607.95356284631,1514.53627426756
"Intercept_earlin",-0.01497033372765,-0.0245013985,1.02125011208512,1.017450373275,-1.666891875,1.663569285,1.00099171149248,4579.18483713919,1340.97799955725
"Intercept_eye",0.01417534829217,0.011623216,1.00015414997792,0.9605228016804,-1.64917099,1.6601596,1.00497249508282,4611.01196373773,1280.41400099109
"rescor__fore__mid",0.00445613345679,0.00595535545,0.36313271459217,0.382921509852,-0.6025822695,0.602275223,0.998876655941886,4908.88062159302,1366.20255863989
"rescor__fore__hind",-0.00559265410186001,-0.010774589,0.363498556448528,0.3979197568374,-0.599237473,0.596182751,1.00302510162832,4947.0847298589,1136.4519645347
"rescor__mid__hind",0.000446957262599502,0.0107302175,0.347195701350317,0.3825599444835,-0.5799375565,0.5616865375,1.0024092913343,2846.56300497031,1526.25645767797
"rescor__fore__earlin",0.00915982735595001,0.0172974595,0.352440273052315,0.3934048921677,-0.574452336,0.586110581,1.00780291811987,3777.76827401233,1367.57333586431
"rescor__mid__earlin",0.00884378871147,0.00965803185,0.343789189533717,0.373693592475,-0.5554921475,0.5660722585,1.00057192636225,2660.10061356275,1374.93327573546
"rescor__hind__earlin",-0.015151122900823,-0.0220900255,0.349083786757616,0.3706287684267,-0.5866278045,0.5703912875,1.00159332330924,1988.31754223818,1231.09783853223
"rescor__fore__eye",0.00703528684542501,0.0047425904,0.360894020656491,0.40803072648996,-0.570977692,0.5828701785,1.00373330544939,3933.48875574218,1511.08377372981
"rescor__mid__eye",-0.00302765137874399,-0.0031916125,0.361469779958347,0.3974638106355,-0.5991999375,0.5921752295,1.00151595461817,2586.64218173298,1381.60400081218
"rescor__hind__eye",-0.012781333614025,-0.027955989,0.359757619824732,0.392666602587,-0.593805852,0.587358471,1.0033957954494,1922.29124378457,1172.61398837281
"rescor__earlin__eye",0.008598839364425,0.015032856,0.357055071010638,0.38981505129,-0.5766751125,0.596486837,1.0013264159938,1637.23598884305,1650.43888841178
