"fit","trait","group","observed_mean","replicated_mean_lower","replicated_mean_upper","observed_sd","replicated_sd_lower","replicated_sd_upper"
"integration_prior1_prior_only","fore","female",0.00252398052436941,-1.21382023511442,1.38607472782577,0.0491088518769583,0.0333564552594679,0.585929654024265
"integration_prior1_prior_only","fore","eighth",-0.0892916172741325,-1.08234242465205,1.20355158983139,0.0570336387025075,0.0392559289953504,0.55794543234228
"integration_prior1_prior_only","fore","ninth",0.0298561193714521,-0.925938182051231,0.984132083151059,0.0455446133674905,0.0362199983725831,0.505897818566223
"integration_prior1_prior_only","fore","tenth",0.116487707071613,-0.990350709973303,0.9584247257554,0.0299500270022133,0.020231056853299,0.524929168291782
"integration_prior1_prior_only","mid","female",-0.00759048703383411,-1.13371317753106,1.19368956550359,0.0490536443178977,0.0345026167733303,0.448490303302489
"integration_prior1_prior_only","mid","eighth",-0.130554936522382,-0.99185881055775,1.02319327254044,0.0556654757117932,0.0457080326360707,0.466407836559274
"integration_prior1_prior_only","mid","ninth",-0.0186051672503194,-1.02522074411841,0.887568678828031,0.0469181122516426,0.0378930404378531,0.47510294278124
"integration_prior1_prior_only","mid","tenth",0.063032220340955,-1.06870273536297,1.03958755420704,0.0297932570765253,0.023645952501869,0.465377228696787
"integration_prior1_prior_only","hind","female",0.0530813316311323,-1.41397711305369,1.23272255232289,0.057090246644809,0.0325145959421494,0.670445283094516
"integration_prior1_prior_only","hind","eighth",-0.15729295268366,-1.14189510976886,1.11802062563841,0.0531631198131494,0.0395191632350759,0.608638230161868
"integration_prior1_prior_only","hind","ninth",-0.0383491769777212,-0.950962573263605,0.959447112474826,0.0435550559868974,0.0364879648620858,0.632979166865675
"integration_prior1_prior_only","hind","tenth",0.0385740825259403,-0.974595140027799,0.842470802809033,0.0328393885805859,0.0309949605965835,0.562794982037444
"integration_prior1_prior_only","earlin","female",0.00182714788278329,-1.42454426009161,1.37494984082045,0.052984887772904,0.0293104546071541,0.535870625340083
"integration_prior1_prior_only","earlin","eighth",-0.103508086712686,-1.15024327828876,1.17393428553227,0.053498262945642,0.0375274086974596,0.506972627699142
"integration_prior1_prior_only","earlin","ninth",-0.015965855566762,-0.900377124259578,1.13014139838675,0.0557243557378188,0.0374951229898297,0.527032637125743
"integration_prior1_prior_only","earlin","tenth",0.0535036281741475,-0.962531218995547,1.10817120975077,0.0482234147661895,0.0263203602068611,0.540199486825237
"integration_prior1_prior_only","eye","female",-0.140053260438262,-1.37377875655357,1.33567988013713,0.0623520908358125,0.0296430959561218,0.589197321999512
"integration_prior1_prior_only","eye","eighth",-0.183420622969945,-0.951349374224178,0.888986141488689,0.0693383925870415,0.0322020730126059,0.65533350598535
"integration_prior1_prior_only","eye","ninth",-0.0672245394454498,-0.946299677467029,1.19730671680011,0.0652427313706381,0.0345580839247068,0.586225035453286
"integration_prior1_prior_only","eye","tenth",0.0596014326862062,-0.932521849293251,0.969221183336718,0.0541868285585567,0.0354853190167817,0.605151456534509
