"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_groupfemale",-0.05357990278075,-0.053562011,0.00562721958234772,0.0055671192633,-0.06291488805,-0.0445197732,1.00052172702754,2976.64327044584,4654.87546196777
"b_fore_groupeighth",0.00260122926295252,0.00249974395,0.00916984537624192,0.00924722201508,-0.01253175105,0.0174162153,1.00042932073092,2436.79892262272,4141.23152167311
"b_fore_groupninth",0.052656614155875,0.052568525,0.00497175252762607,0.00503520018960001,0.0445544519,0.0607834742,1.00123009572714,3786.37003196914,5666.79905699151
"b_fore_grouptenth",0.10307950383825,0.10307286,0.00792019914577049,0.007869700104,0.09004179505,0.116167307,1.00007130912437,3553.40954513469,4586.91319758613
"b_fore_groupfemale:logP",0.70090414775125,0.700618435,0.0583688883311777,0.058367523123,0.606631248,0.7982841555,1.00087833487162,2924.86268921159,4353.72398536355
"b_fore_groupeighth:logP",0.73993033681125,0.740168445,0.0663576880110665,0.065859849636,0.6307930335,0.8484275265,1.00076961350527,2447.42316878192,4219.94940481922
"b_fore_groupninth:logP",0.58924749343625,0.590307245,0.0817441655280648,0.081659139471,0.453879832,0.7224365435,1.00097803779374,3603.00372727024,4897.65615174048
"b_fore_grouptenth:logP",0.308927771799726,0.308055025,0.131922333900107,0.131529615126,0.0952634382,0.527447056,1.00018434960975,3488.71799931748,5314.48252280719
"b_mid_groupfemale",-0.065023682984875,-0.064979453,0.00553692259619003,0.00551977539749999,-0.07441049785,-0.05607673405,1.00032919998567,2908.23823940204,4526.05338676354
"b_mid_groupeighth",-0.0444822008345,-0.0445476935,0.00908811242384226,0.0092436188523,-0.05934168435,-0.0298353374,1.00070664183986,2437.24869399916,3858.83090598592
"b_mid_groupninth",0.00614032228893765,0.0061049995,0.00491856209866946,0.00500572276575,-0.00190306488,0.01418692805,1.00099402373995,3970.58640078788,5407.62512775919
"b_mid_grouptenth",0.04971808400025,0.049767566,0.00783517630506873,0.0078515338062,0.03673240805,0.06240646635,1.00049785367315,3661.53361779723,4800.80466493364
"b_mid_groupfemale:logP",0.717737822315,0.71680813,0.0576120855280901,0.056900898138,0.6248267665,0.814839385,1.00057238204532,2830.45275925417,4611.06006079492
"b_mid_groupeighth:logP",0.6931342313925,0.69337369,0.0660773514307273,0.066641431878,0.5848869815,0.801414652,1.00101656311722,2450.4896569567,4152.95058629853
"b_mid_groupninth:logP",0.63882560219125,0.63899963,0.0806233280262376,0.081854738889,0.503554166,0.768750182,1.00052735926925,3608.97282521149,5384.84001572644
