"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_Intercept",-0.051265622456,-0.051340608,0.00442357399067637,0.0044605696338,-0.0584409083,-0.04389690825,1.00078722222741,3492.43874068346,4518.81823310978
"b_mid_Intercept",-0.061567524012125,-0.061629836,0.00432448815624442,0.0042996719514,-0.0685694635,-0.05428977155,1.0010346577529,3569.73903321504,4105.35034840046
"b_hind_Intercept",-0.000707873862733353,-0.00074461031,0.00482867905585635,0.004830329199066,-0.008584143715,0.007234466835,1.0002937913988,4244.05343704621,5840.20483471215
"b_earlin_Intercept",-0.0409402108275,-0.04093883,0.0059709666381899,0.00592038800219999,-0.05065438625,-0.0311548031,1.00028623289083,5945.76932314015,5662.55446684551
"b_eye_Intercept",-0.19255712342625,-0.19254664,0.00704223881556986,0.00693462428399998,-0.2043423715,-0.18080761,1.00011899977922,6657.80719516628,6130.27395427981
"b_fore_logP",0.67309262388,0.67346166,0.0381558968209773,0.038620484616,0.6115134685,0.7345819455,1.00079824083017,2773.02070704044,4351.47948535787
"b_fore_instar",0.048613051936,0.048647195,0.00456970659456628,0.0045671063046,0.04106875195,0.05615123295,1.0012290061072,2668.36925414034,4374.82241719866
"b_fore_male",0.14732001115625,0.14731333,0.00579865197664054,0.00588872411400001,0.1377558295,0.156737422,1.00053946998144,3499.49271582791,4997.74789496713
"b_mid_logP",0.6754445242875,0.67604404,0.0376008397896105,0.037231229112,0.6140721875,0.736160691,1.00109510735991,2822.13125612644,4256.54284713932
"b_mid_instar",0.042149873675125,0.042190692,0.00453133023202085,0.0045624027561,0.0346567502,0.0494792227,1.00162484308406,2659.21729899021,4966.36593899582
"b_mid_male",0.1034017070305,0.10339381,0.00571966269241613,0.0057988867083,0.0942303946,0.1125902615,1.00097395074521,3587.34204625093,5218.51925546887
"b_hind_logP",0.67279017897625,0.672647285,0.0414210834863347,0.041105804061,0.6052201455,0.7405298745,1.00060210797057,3342.61479076736,5160.55575768533
"b_hind_instar",0.044368351020375,0.0443744495,0.005007687414049,0.0049813491924,0.0362064055,0.05273355935,1.00066268424634,3201.64287222984,4967.88186307008
"b_hind_male",0.0215837358109975,0.021514892,0.00636500296646474,0.0064545205977,0.0112095043,0.03205544245,1.00029189949947,4322.28859509702,5308.17396753784
"b_earlin_logP",0.5351929875875,0.53603582,0.0509908514171332,0.051054405885,0.4525846165,0.6185617845,0.99994167397158,4492.14111955856,5292.40282278122
"b_earlin_instar",0.034694293712125,0.034678875,0.00620352449376634,0.0061943902734,0.02447983915,0.04496057575,1.00033170269857,4637.18262359262,6127.00050857128
"b_earlin_male",0.075824854798875,0.0758174385,0.00784932189852506,0.00785331515009999,0.0629070391,0.08869911845,1.00082166754264,5975.66957093823,6082.85366018639
"b_eye_logP",0.6571158202425,0.65674623,0.061248244415962,0.060927098589,0.556651075,0.757020801,1.00068468800142,5141.89188498941,5640.62821474606
"b_eye_instar",0.065320275407,0.06541652,0.00729189216572781,0.007424816322,0.0533436074,0.07713455975,1.00058412572258,5253.81395967619,5875.64991505673
"b_eye_male",0.2196815073775,0.21958671,0.00917549477274859,0.00921225370800001,0.2047052425,0.234771896,1.00047228466689,6680.286221867,5800.75440462808
"sigma_fore",0.0342272988065,0.0341727815,0.00138937829880352,0.0013550630415,0.0320395466,0.0365702611,1.00159108005072,3488.4860556921,4583.07645771823
"sigma_mid",0.033911131706,0.0338791185,0.00137276172317093,0.0013732182198,0.03175204895,0.0362063544,1.00151728211196,3537.44437188168,4759.62551757195
"sigma_hind",0.0374300230935,0.037378116,0.001497997845995,0.001500324483,0.03504948505,0.03999378525,1.00125839481172,4973.11251554572,5918.17088552974
"sigma_earlin",0.04590252854175,0.045839483,0.00184757399952351,0.0018179722743,0.0429520583,0.0490618316,1.00055684386936,7413.2977456204,6274.27406538515
"sigma_eye",0.05469843874,0.0546435415,0.00219108596936506,0.0022176078456,0.0512627896,0.05837371245,1.00030265420038,7787.61944707922,5748.44765098715
