"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"Intercept_fore",0.000986692788269645,0.000946607475,0.00191370776510278,0.001914602085879,-0.00214879974,0.00414316775,1.00071511374707,7295.0942602019,6224.71203736228
"Intercept_mid",-0.03178005545625,-0.031794401,0.00188895751470841,0.0019038022122,-0.0348636236,-0.0286933247,1.00022296990715,7398.34235866281,6222.85429945349
"Intercept_hind",-0.0233306298175,-0.0233112525,0.00208031587546113,0.0020978901195,-0.0267469292,-0.0199628446,1.00049401086548,7963.81941150095,6820.68770654882
"Intercept_earlin",-0.022090315507875,-0.0221060545,0.00260852878152493,0.0026064093174,-0.0264243439,-0.0177912301,1.00062588219824,11172.695531134,6771.13495419829
"Intercept_eye",-0.107735633673625,-0.107724705,0.00309771660203601,0.00312605468699999,-0.1128156765,-0.1026346505,1.00008643071274,11563.5157274339,5996.11853754495
"rescor__fore__mid",0.8680403258075,0.868716005,0.0142415937295371,0.014022764385,0.8429555305,0.889768288,1.00092549044723,4635.12574400926,5224.12217450354
"rescor__fore__hind",0.68740980695125,0.688808075,0.0304250216351914,0.0302834467530001,0.634568371,0.7348682505,1.00067984434422,4748.68068094538,5437.12798936947
"rescor__mid__hind",0.7227504955325,0.72392626,0.0273597982032768,0.027456743832,0.675914607,0.7653443285,1.00041222054348,5539.70298970248,5122.75373559486
"rescor__fore__earlin",0.52384775117875,0.525879385,0.0416633180464667,0.042307540317,0.4536900345,0.5894808525,1.00015172249877,7559.6187856164,6149.02807361671
"rescor__mid__earlin",0.45170681333375,0.45346889,0.0449226204767566,0.045160544562,0.3757300335,0.5223199845,1.00042964931359,7073.27698128845,6138.02498404533
"rescor__hind__earlin",0.33807006143,0.338781625,0.0490763826425969,0.048713098791,0.2555567805,0.4160858895,1.00032013704645,7060.00248992933,6108.94047157719
"rescor__fore__eye",0.333973146375,0.334864145,0.0517748292494281,0.050891260581,0.248078628,0.418356025,1.0005177246744,8222.32455293837,5661.72757672498
"rescor__mid__eye",0.32378154873625,0.32448355,0.0514253232905249,0.051205416108,0.237124559,0.407157186,1.00074123996651,8289.6991600449,6001.70963364174
"rescor__hind__eye",0.33262776426,0.33369229,0.050327904785108,0.050683600212,0.2485047095,0.41428638,1.00110092405083,8540.86893510187,6107.0303543524
"rescor__earlin__eye",0.116544781526104,0.116906945,0.0561559437546342,0.056109234216,0.0237073519,0.2087372525,1.00041252954133,9008.97389167521,5732.88373293473
