"fit","trait","group","observed_mean","replicated_mean_lower","replicated_mean_upper","observed_sd","replicated_sd_lower","replicated_sd_upper"
"instar_prior2_prior_only","fore","female",0.00252398052436941,-1.95268479811874,1.89776277557209,0.0491088518769583,0.0625448372072256,1.02899050039727
"instar_prior2_prior_only","fore","eighth",-0.0892916172741325,-2.35019444915402,2.31315384760068,0.0570336387025075,0.0607415724992944,1.20118962706339
"instar_prior2_prior_only","fore","ninth",0.0298561193714521,-2.14420142254032,1.92787911745436,0.0455446133674905,0.0593005771166642,1.09295371990116
"instar_prior2_prior_only","fore","tenth",0.116487707071613,-2.05011410862238,2.07972959742483,0.0299500270022133,0.052189459299905,1.0942191279286
"instar_prior2_prior_only","mid","female",-0.00759048703383411,-2.05730948802311,2.02861693214716,0.0490536443178977,0.0459234861952736,1.12468834218806
"instar_prior2_prior_only","mid","eighth",-0.130554936522382,-2.43696297789653,2.39319203140077,0.0556654757117932,0.0421430900839005,1.13479443697144
"instar_prior2_prior_only","mid","ninth",-0.0186051672503194,-1.93978887954703,2.01685463395879,0.0469181122516426,0.0431163676442403,1.13252325899777
"instar_prior2_prior_only","mid","tenth",0.063032220340955,-1.7828010431581,2.10841499882062,0.0297932570765253,0.0349133345597587,1.13651729346762
"instar_prior2_prior_only","hind","female",0.0530813316311323,-2.51168568050772,1.77816772128238,0.057090246644809,0.0402481496361805,0.946957308614477
"instar_prior2_prior_only","hind","eighth",-0.15729295268366,-2.17394283521918,2.4232308160783,0.0531631198131494,0.0419333288558476,0.951270873101306
"instar_prior2_prior_only","hind","ninth",-0.0383491769777212,-2.04292863916116,1.89699953844455,0.0435550559868974,0.0397137600187825,1.07644248080785
"instar_prior2_prior_only","hind","tenth",0.0385740825259403,-2.61685460217842,1.72175788340147,0.0328393885805859,0.0401162022256952,0.992992761216599
"instar_prior2_prior_only","earlin","female",0.00182714788278329,-2.14789623819403,2.25035991319061,0.052984887772904,0.0602411881022656,1.61256340775305
"instar_prior2_prior_only","earlin","eighth",-0.103508086712686,-2.42395276251823,2.30276078996747,0.053498262945642,0.053608582143069,1.56098460125381
"instar_prior2_prior_only","earlin","ninth",-0.015965855566762,-1.82375029157232,2.1767421256474,0.0557243557378188,0.0538670209845539,1.47934129743459
"instar_prior2_prior_only","earlin","tenth",0.0535036281741475,-1.99475375067245,2.15277398879982,0.0482234147661895,0.044337603339008,1.64417336133648
"instar_prior2_prior_only","eye","female",-0.140053260438262,-2.24933011808061,1.95744680617619,0.0623520908358125,0.0467293348866068,1.05282968522324
"instar_prior2_prior_only","eye","eighth",-0.183420622969945,-2.5331794519638,2.34966797224526,0.0693383925870415,0.0491450084258331,1.10392838476393
"instar_prior2_prior_only","eye","ninth",-0.0672245394454498,-2.31075679185129,1.78026611171534,0.0652427313706381,0.0468821526482701,1.06810613955974
"instar_prior2_prior_only","eye","tenth",0.0596014326862062,-2.15613976897522,1.8405203315081,0.0541868285585567,0.0452750853768535,1.07222508538303
