"fit","trait","group","observed_mean","replicated_mean_lower","replicated_mean_upper","observed_sd","replicated_sd_lower","replicated_sd_upper"
"morphology_prior2","fore","female",0.00252398052436941,-0.00436369711293188,0.0116450907196332,0.0491088518769583,0.0432045914203472,0.0579895012483577
"morphology_prior2","fore","eighth",-0.0892916172741325,-0.101254699632573,-0.0772587473703157,0.0570336387025075,0.0474673878223589,0.0655075893675073
"morphology_prior2","fore","ninth",0.0298561193714521,0.0190771998209343,0.0417222020193973,0.0455446133674905,0.036078750319019,0.0525035416638768
"morphology_prior2","fore","tenth",0.116487707071613,0.103762174753288,0.131732075231263,0.0299500270022133,0.027067138174053,0.0469998762740201
"morphology_prior2","mid","female",-0.00759048703383411,-0.0171290911810064,-0.000501835109812938,0.0490536443178977,0.0445880109095664,0.0580112839569474
"morphology_prior2","mid","eighth",-0.130554936522382,-0.140753959068216,-0.121200374528468,0.0556654757117932,0.0446007857726213,0.0600067137301475
"morphology_prior2","mid","ninth",-0.0186051672503194,-0.029610100449297,-0.00869141628646431,0.0469181122516426,0.0377825102636927,0.0535130970351608
"morphology_prior2","mid","tenth",0.063032220340955,0.0488666093211635,0.0771654552055177,0.0297932570765253,0.0277305001211445,0.044278593326591
"morphology_prior2","hind","female",0.0530813316311323,0.0429375055374306,0.0624075568911743,0.057090246644809,0.0487901463571415,0.0639943468846974
"morphology_prior2","hind","eighth",-0.15729295268366,-0.167211026106935,-0.146312065287329,0.0531631198131494,0.0424209489475793,0.062896757504829
"morphology_prior2","hind","ninth",-0.0383491769777212,-0.0498003830095286,-0.0248898660448613,0.0435550559868974,0.0369290968949566,0.0523490008924016
"morphology_prior2","hind","tenth",0.0385740825259403,0.023775319223064,0.0543995292513064,0.0328393885805859,0.0296366910477297,0.0507511186731347
"morphology_prior2","earlin","female",0.00182714788278329,-0.00867558008823999,0.0127884746015699,0.052984887772904,0.0440976062913313,0.0636969617127322
"morphology_prior2","earlin","eighth",-0.103508086712686,-0.118135312637328,-0.0874585054773301,0.053498262945642,0.0465701392288936,0.0658756416006428
"morphology_prior2","earlin","ninth",-0.015965855566762,-0.0319033777544355,-0.00157763987113537,0.0557243557378188,0.0435824131727651,0.0624358549664142
"morphology_prior2","earlin","tenth",0.0535036281741475,0.0357172877536081,0.0707378757499664,0.0482234147661895,0.0366806086408318,0.0618931736811146
"morphology_prior2","eye","female",-0.140053260438262,-0.153161749028224,-0.124775051879657,0.0623520908358125,0.0574062516023361,0.0769324489135208
"morphology_prior2","eye","eighth",-0.183420622969945,-0.200688641164907,-0.165064168761025,0.0693383925870415,0.0564268430565052,0.0767998339060506
"morphology_prior2","eye","ninth",-0.0672245394454498,-0.0843873174843086,-0.0517847545223343,0.0652427313706381,0.0516510368299959,0.0725003447321292
"morphology_prior2","eye","tenth",0.0596014326862062,0.03460605756573,0.0836921384651562,0.0541868285585567,0.0427494365702163,0.0723188495212669
