"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_groupfemale",-0.00268551648186499,-0.00192634605,0.513641736729277,0.51080971697427,-0.8631973125,0.8403675085,1.00597899381287,4781.30399985792,1339.87154256871
"b_fore_groupeighth",-0.00354298508495002,-0.00328577925,0.510834606743858,0.51527120923005,-0.835590238,0.863154787,0.999373905802617,4033.41097471766,1341.28830721307
"b_fore_groupninth",2.86539972335075e-05,0.0024708637,0.500860609323316,0.51369028623738,-0.8258681745,0.808996184,1.00084401392722,3708.13525777877,1015.41693697702
"b_fore_grouptenth",0.010676179318555,0.0158022095,0.488943154200683,0.5068126222593,-0.780950364,0.8034746975,1.00030756771444,4402.3619227047,1482.38460533927
"b_fore_groupfemale:logP",-0.023816731811825,-0.0065288563,1.03768628691741,1.030348615212,-1.693368845,1.744258975,1.00144822240038,3804.84203727732,1418.70441206869
"b_fore_groupeighth:logP",0.02590760753281,0.031134656,0.996519484522541,1.0148430936714,-1.6202849,1.69597015,1.00624981839345,3145.14634952659,1599.4278123103
"b_fore_groupninth:logP",-0.0128647193697306,-0.0048734519,0.969101888709769,0.957724099143,-1.6376913,1.53615819,1.00103177829832,4377.89578468605,1545.77050910122
"b_fore_grouptenth:logP",-0.025301561397485,-0.031634458,0.998774718700224,1.0227931492128,-1.656963115,1.625470415,1.00291545431139,4876.63845784065,1486.34979170645
"b_fore_groupfemale:logH",-0.00663855832609499,-0.000874084645,1.00413768604433,1.00015217536632,-1.65833838,1.64157107,1.00592277470394,3298.1686090435,1640.58576133456
"b_fore_groupeighth:logH",0.013886790112011,0.0253790085,1.02463435695942,1.0347182621769,-1.65994643,1.664252955,1.00307747741977,3935.9026455624,1197.7396251314
"b_fore_groupninth:logH",0.011160191213705,0.0232341215,0.986366347017358,0.955443170934,-1.59091299,1.68765193,1.00225097591659,3486.2184585826,1364.22347556328
"b_fore_grouptenth:logH",0.01506355141808,0.0296791585,0.995547429183179,1.01306784474,-1.660956595,1.65767232,1.00535739261411,3904.1649001806,1529.89729705553
"b_mid_groupfemale",-0.000288652258310001,0.0019385215,0.486944657582567,0.5096534810451,-0.813530599,0.7941911015,1.00416492844469,4406.91600795467,1430.1117178333
"b_mid_groupeighth",0.00510570114727,0.013859781,0.498904763096276,0.527641950612,-0.7923291525,0.8053387175,1.00173471923756,4389.255808718,1501.2446025238
"b_mid_groupninth",0.00753804917579999,-0.00016440342,0.4947728238313,0.487883362932,-0.7845791565,0.839565848,0.999010200421332,4506.85833393199,1809.53110162169
