"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"b_fore_groupfemale",-0.01976907481476,0.001804252325,0.983634971095653,0.965760891714045,-1.610079195,1.60647021,1.00054470748499,3708.97410881809,1491.65661160561
"b_fore_groupeighth",-0.0393224070822,-0.0561876225,0.992828644975523,0.9881970258825,-1.660180825,1.65465496,1.00349643687063,2869.69519440991,1270.01367177647
"b_fore_groupninth",-0.00742449737808002,-0.028804042,1.01803165410265,1.056954984162,-1.701863645,1.695541765,0.99895547523454,4365.21972065886,1551.25255837619
"b_fore_grouptenth",0.013244769987245,0.028795719,0.995805938918533,0.9685526848536,-1.661943655,1.65735088,1.00021081308202,3203.50994613186,1400.37937571585
"b_fore_groupfemale:logP",0.035700284457615,0.0077584359,2.01647040611569,2.03551318770534,-3.31081728,3.392495825,1.00344538739589,3825.40460741706,1419.14825664479
"b_fore_groupeighth:logP",0.02597832121539,0.029229954,2.00289563130812,1.9335398382804,-3.25113831,3.25264854,1.00300539936488,3552.76023397856,1201.33706115559
"b_fore_groupninth:logP",0.00436852450897998,0.00668865505,1.95219246088787,1.89168581196,-3.202622215,3.23246792,1.00012703875626,3630.55920662018,1364.79245566574
"b_fore_grouptenth:logP",-0.0546320764821,-0.055388817,1.96067032787679,1.96590817794,-3.36232098,3.167836705,1.00245129983983,3169.49621327607,1483.91514958757
"b_fore_groupfemale:logH",-0.03773316745885,-0.026441236,1.88706885292957,1.8745991227236,-3.134258805,3.10746061,1.00162490564671,3762.62096783984,1730.60612520954
"b_fore_groupeighth:logH",0.013008047869495,-0.018263274,2.02497058060655,2.10275712465,-3.253761035,3.355289545,1.00160408345615,3022.28144351051,1444.9312473364
"b_fore_groupninth:logH",0.07561261033218,0.019269652,2.00494966331608,1.96929747567,-3.185227705,3.35919816,1.00377309054262,3093.83569497085,1448.07353514563
"b_fore_grouptenth:logH",-0.0164786386201501,-0.0460682405,1.91485136403741,1.9197137118747,-3.31282655,3.114126045,1.00168575865423,4020.31318480544,1332.22038607488
"b_mid_groupfemale",0.034296955055825,0.040059889,0.99025617997915,0.98952119154,-1.6196405,1.62678579,1.00109821709168,3003.6587437772,1466.56881389289
"b_mid_groupeighth",-0.00219018197843,0.00878245845,1.03453359364045,1.058409629739,-1.705401515,1.69225225,1.00759227780459,4066.76449182885,1251.75713739771
"b_mid_groupninth",-0.01169812010152,-0.013832023,1.00577638227594,1.008927750957,-1.69774429,1.60715147,1.00728729149174,2768.48263413946,1260.45353868401
"b_mid_grouptenth",-0.0136100377652092,-0.0387439715,1.00858185607546,1.006355780955,-1.62251735,1.61826922,1.00265285418699,3203.2529762074,1399.88593215712
"b_mid_groupfemale:logP",0.01996412818144,-0.00103450531,1.99042214225296,1.95412114516261,-3.33837355,3.21151886,1.00158301406912,3952.84955465954,1680.51301035539
"b_mid_groupeighth:logP",-0.00220464296223298,-0.0206959145,2.02873212004267,2.0971814581977,-3.28570151,3.40225594,1.0007974350993,3841.96522745733,1563.03101406494
"b_mid_groupninth:logP",0.00569050181235494,0.011143845,2.01709630287515,1.984438075977,-3.35203555,3.403223095,1.00175006277558,4005.92526002829,1323.8482184201
"b_mid_grouptenth:logP",-0.00599868425528005,0.052726129,2.01646800163835,1.9596007097646,-3.444909905,3.30258314,0.9992037385264,4019.58499505552,1418.51023979586
"b_mid_groupfemale:logH",-0.00470750284452509,-0.0435834535,2.0307012836685,2.10870961539,-3.34132748,3.396768855,1.00359684904162,3584.73908443367,1469.84751037193
"b_mid_groupeighth:logH",-0.011209129779965,-0.038727293,1.97607383575999,2.00917659873,-3.214418375,3.1576718,1.00362878592322,3565.3009241472,1465.69627520057
"b_mid_groupninth:logH",0.000774455756500033,0.0396288755,1.96342128748639,1.94601101877,-3.22130716,3.118454155,1.00164254140705,3932.78688471381,1488.30145669515
"b_mid_grouptenth:logH",0.01382583776245,-0.051898311,1.97325323246275,2.00229866907,-3.2577673,3.21128827,0.999376142855252,2314.65024168471,1543.75520233305
"b_hind_groupfemale",0.02337759810066,-0.00599742945,1.01082604159657,1.000430199405,-1.61625306,1.7141666,1.00178518840654,2874.0033928986,1512.00353654452
"b_hind_groupeighth",0.00469396215194,-0.021342315,0.959517287543012,0.976458054831,-1.578583645,1.63784403,0.999955483894048,3401.57284196632,1542.806365375
"b_hind_groupninth",-0.00555845919061001,-0.0095883576,0.972056869171424,1.015275925398,-1.574565675,1.601289245,1.00302013546982,2997.11132529566,1385.23029396219
"b_hind_grouptenth",0.00791011754984998,0.0165642975,0.977406783950436,0.988599258969,-1.57900971,1.609667205,1.00363760099558,4102.67488471508,1447.30426297275
"b_hind_groupfemale:logP",0.01670971906475,0.025103954,2.04859102962275,2.0641758014304,-3.353859235,3.504805645,0.999781571056889,3294.07343883888,1257.34482510001
"b_hind_groupeighth:logP",-0.00419044820235002,-0.0079272142,1.95983562235287,1.9552365714,-3.341949115,3.16640084,1.0052702680503,3670.59537247035,1648.12091860624
"b_hind_groupninth:logP",0.053010176659,0.078060409,1.97316066000101,1.9534632943266,-3.210019075,3.298673625,1.00196552783923,3610.61257073981,1324.03395112795
"b_hind_grouptenth:logP",0.05588182079225,0.108467045,1.99140560332693,2.01649448994,-3.246257855,3.26742333,1.00247676313711,3889.34579379842,1424.68153311479
"b_hind_groupfemale:logH",-0.02178680830865,0.0162309885,2.06622745740429,1.9902002253399,-3.480402065,3.315266115,1.00293221537331,3627.82680294398,1354.2791693761
"b_hind_groupeighth:logH",-0.00269337301525004,0.034027381,2.01368339879405,1.94792171952,-3.412981535,3.415014155,1.00144479226426,3541.65098180361,1408.70411442243
"b_hind_groupninth:logH",-0.048218546381705,-0.095117699,2.00331335570231,2.0428021876374,-3.36204159,3.335731405,1.00026370202019,3341.12899487417,1433.02778572119
"b_hind_grouptenth:logH",0.013091702861905,-0.0074337741,2.00260241586776,1.95192599973,-3.305607415,3.305692445,1.00924342770628,3794.66555692699,1398.99883546053
"b_earlin_groupfemale",0.00163726332457999,0.015099295,0.988633121489031,0.986967754038,-1.6639339,1.62429942,1.00713478585046,3618.20023250436,1201.71915432949
"b_earlin_groupeighth",-0.00452517036064999,0.0089559812,1.04502750819311,1.02334633425612,-1.750563165,1.72167369,1.00292138886102,3583.58905755922,1290.71905775559
"b_earlin_groupninth",-0.009689172076975,-0.00708057585,0.988855205642367,0.97885008041079,-1.60000454,1.632646735,1.00354614642508,3863.52422154806,1529.49442683383
"b_earlin_grouptenth",-0.04951442610765,-0.0550459035,0.982831542444193,0.9677348686089,-1.65464692,1.603301335,1.00244116305515,3354.75446899876,1269.66348654762
"b_earlin_groupfemale:logP",0.0313088443294,0.0662771645,2.00905711569896,2.13451085841,-3.17328143,3.288722975,0.999989070643174,4298.49896894182,1303.10400258486
"b_earlin_groupeighth:logP",0.00104478348600003,-0.025167047,2.00504844147432,1.97564693256,-3.29943754,3.35713782,1.00178555430726,3338.36945550272,1337.70340370173
"b_earlin_groupninth:logP",0.00246558193329999,0.050616469,2.07409519992927,2.1185970288294,-3.360005895,3.333176625,1.00042397908788,2982.92035309372,1434.24271963963
"b_earlin_grouptenth:logP",0.04539818158745,0.068845301,1.98841736352137,1.9179346534026,-3.32370968,3.24415083,1.00045544858812,3658.92113616547,1393.23216119546
"b_earlin_groupfemale:logH",0.03594809350665,0.0558008125,1.99744029134895,2.05156287252,-3.233389475,3.197602795,0.999634953525148,3533.44793440186,1472.38391046237
"b_earlin_groupeighth:logH",-0.00030577381455003,-0.010881354,1.95296276216101,1.9395843866196,-3.37089442,3.23291384,1.00246031432379,3816.27057811887,1361.60202063887
"b_earlin_groupninth:logH",-0.061496477787375,-0.0728705825,1.92843950164949,2.0266981397355,-3.203633275,3.05801386,0.998936905787089,3469.85131718397,1401.97682481878
"b_earlin_grouptenth:logH",-0.022671193807485,-0.0563536805,1.93062975267279,1.92363584196,-3.224851255,3.140891565,1.00482861317688,3271.0682309619,1289.19231498808
"b_eye_groupfemale",-0.00105460120535001,0.0071326151,0.958186513037588,0.97555168229526,-1.56125369,1.563713445,0.999630248260426,3397.27331265862,1623.94679956848
"b_eye_groupeighth",0.00510879346718299,-0.015912966,1.00371015787595,0.980089246164,-1.67270726,1.65497708,1.00088975997784,3272.09260822276,1317.86410176343
"b_eye_groupninth",-0.00794623714450997,-0.0046897674,0.947401819763472,0.91834481599224,-1.602211285,1.51615398,1.0036503732522,4649.38927768001,1672.14354589165
"b_eye_grouptenth",-0.00864735143372607,-0.0100741752,0.991555914268882,1.01386816734252,-1.651088435,1.57653978,0.999163737133654,3814.86318659125,1397.85983580476
"b_eye_groupfemale:logP",0.07098232969105,0.0101946499,1.95860478129894,1.93436460258174,-3.084856945,3.338203785,1.00547391328829,2806.34389157549,1307.47652316043
"b_eye_groupeighth:logP",0.0562106763124654,0.10998958,1.97108528048383,2.003938469148,-3.26027548,3.29122534,1.00192933226456,3127.43520958137,1537.33458390034
"b_eye_groupninth:logP",-0.0520166536963,-0.0112711696,2.03912980729855,2.03622122424,-3.36661524,3.20805221,0.99959349830808,4275.57656787671,1364.51866543058
"b_eye_grouptenth:logP",-0.0222452312536,-0.046545592,2.04155250497188,2.05077420345,-3.254096965,3.287096615,1.00143996250182,3376.93823703718,1464.07754967511
"b_eye_groupfemale:logH",-0.0279847837568001,0.0129943435,1.99641482246262,2.0415275141331,-3.28057771,3.167143115,1.00049592769327,3055.34426007125,1199.71326825092
"b_eye_groupeighth:logH",-0.022980001834425,-0.0392584585,1.98313484859448,1.9095159176079,-3.31507788,3.335075085,1.00148656210783,3218.26096171689,1441.75293112014
"b_eye_groupninth:logH",0.0334378021893,0.0427986105,2.00132183138309,2.0733812744673,-3.29026669,3.294078595,1.00161799415955,3861.86008685037,1540.80634686671
"b_eye_grouptenth:logH",-0.09518051794825,-0.12452882,2.10848540696623,2.21759138874,-3.50628425,3.33873042,1.00169077734512,3214.94547069413,1603.41922236886
"sigma_fore",0.322181083567465,0.233447315,0.341049585995829,0.2135484963675,0.02320679655,0.938568649,1.00153792260762,2087.28315490958,823.880589737307
"sigma_mid",0.339835031243675,0.2353317,0.413486725442938,0.2271292213386,0.02123271395,0.955840269,1.00008941030684,2778.76018287507,1084.42303158018
"sigma_hind",0.339898646409505,0.22875904,0.404013560904247,0.2204087074749,0.0238408795,0.9451750465,1.00120437805502,2860.34310689621,1214.63938032428
"sigma_earlin",0.329789558952895,0.22597786,0.360429299159579,0.2223123569793,0.0207610857,0.979632734,1.00125219727991,2398.72485327496,950.813070015398
"sigma_eye",0.328809423191995,0.229821405,0.351349910853106,0.2142814315383,0.02153609435,0.9634310365,1.00285535841715,2479.30227951692,1068.21925714713
"rescor__fore__mid",0.00191533087948,-0.00263084195,0.353448384488921,0.38383179949107,-0.5721421205,0.595175672,1.00151797923506,3509.11994554797,1524.14425322182
"rescor__fore__hind",0.00646985156725001,0.00620775705,0.354386456334434,0.37688041589667,-0.5671067315,0.593517294,1.00219086015899,2922.37445620709,1328.32587750523
"rescor__mid__hind",-0.005262836815085,0.0025877249,0.344376104724941,0.38203532261874,-0.567842519,0.552926173,1.0001683730279,1949.95700515567,1512.75749003821
"rescor__fore__earlin",0.0109291798595795,0.0162169595,0.347919946528367,0.38090744223,-0.562259012,0.5722915485,1.00575171125541,3254.55901172457,1351.92749619035
"rescor__mid__earlin",0.000850955220370003,0.0041754386,0.357034963725958,0.39089388949464,-0.594297859,0.589402345,1.00394486028448,2836.19130359258,1354.76438884176
"rescor__hind__earlin",-0.010493821956271,-0.011792573,0.34543369553032,0.371089450053,-0.5649827735,0.5668233065,1.00253850951177,2090.19713712161,1445.08004010881
"rescor__fore__eye",0.004973062221395,0.00627757895,0.355954977335978,0.38041136582673,-0.5615908085,0.5681278775,0.998677792066642,3626.77035593191,1519.29697671514
"rescor__mid__eye",-0.00152163253418,0.0094786543,0.34653802222898,0.368922259503,-0.5882148265,0.571013204,1.00082201633188,2142.42669230733,1542.35593174529
"rescor__hind__eye",-0.000911320935460012,0.00353133585,0.348687356044845,0.381316165398,-0.56510781,0.5702576335,1.00073769728995,2110.26855296335,1277.99826033742
"rescor__earlin__eye",-0.022486759285305,-0.026902591,0.352370026442993,0.368965492119,-0.587674976,0.5753366785,1.00198546939478,1731.84746766822,1682.4939607429
