1,log_foretibia_c.trend,SE,df,lower.CL,upper.CL,t.ratio,p.value
overall,0.7951263179762864,0.061827090099248125,307,0.67346783660328835,0.9167847993492845,12.860484242423627,1.4244066809184632e-30
