contrast,leg,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
eighth - tenth,Foreleg,0.2243067439935844,0.1557664222859251,527.4732955254095,-0.1497882066522509,0.5984016946394197,1.440019875283818,0.45136503709941844
"ninth - midpoint(eighth,tenth)",Foreleg,-0.0235341062007888,0.09514816065684932,527.4732782339786,-0.2520457837904695,0.2049775713888919,-0.24734168310057267,0.8047400460090759
tenth - female,Foreleg,-0.18513151807966732,0.1611474552173555,527.4732431242174,-0.5721497755494429,0.20188673939010826,-1.14883302271179,0.5022910499359056
eighth - tenth,Midleg,0.10459257263189115,0.1557857285973036,527.6401777834728,-0.2695483662265228,0.4787335114903051,0.6713873830012788,1
"ninth - midpoint(eighth,tenth)",Midleg,-0.05876716428598644,0.09515606237697376,527.5850962831071,-0.287297663997907,0.16976333542593416,-0.6175871806587822,1
tenth - female,Midleg,-0.05455630998939898,0.1611474552173555,527.4732431242174,-0.44157456745917456,0.3324619474803766,-0.3385490010736657,1
eighth - tenth,Hindleg,-0.18536239205901478,0.15585848157393398,528.3651440613302,-0.5596764145183211,0.18895163040029145,-1.189299357899141,0.7045682156201295
"ninth - midpoint(eighth,tenth)",Hindleg,-0.0756628491771772,0.09518584174169714,528.070914888763,-0.30426419542589445,0.15293849707154003,-0.794896045385627,0.8540621698194786
tenth - female,Hindleg,-0.09936491699492594,0.16114745521735546,527.4732431242174,-0.4863831744647014,0.28765334047484953,-0.616608663542981,0.8540621698194786
