contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference
eighth - female,0.0955972116102463,0.017405970733805922,305,0.05369655173188269,0.13749787148860992,5.492207994155542,8.37405607824888e-8,Eye length at common body size,1.100315780303841,1.055164365770577,1.1473992637170711,10.031578030384104
ninth - female,0.1539688398676228,0.012142647681659928,305,0.12473835578184472,0.18319932395340088,12.680005539498195,1.4014558670055448e-29,Eye length at common body size,1.166454539334289,1.132852010108754,1.2010537830117365,16.64545393342891
tenth - female,0.23912958739888043,0.015872723267508763,305,0.20091984953671355,0.2773393252610473,15.065441724696056,3.005237148587386e-38,Eye length at common body size,1.2701431204627944,1.222526781808465,1.3196140734622508,27.014312046279443
