leg,equivalence_margin_percent,estimate_ratio,lower_90_ratio,upper_90_ratio,TOST_p,equivalent,estimate,SE,df,lower_bound,upper_bound,lower_90,upper_90,p_lower,p_upper
Foreleg,2.5,1.0010079051594545,0.9880709747181997,1.0141142203650877,0.0014368234545509056,TRUE,0.00100739756409266,0.00788625471784999,330.9739350190952,-0.025317807984289897,0.024692612590371414,-0.012000747055094171,0.014015542183279491,4.6978290020138817e-4,0.0014368234545509056
Midleg,2.5,1.0047883821945947,0.991839673956092,1.017906138969316,0.005897172444128134,TRUE,0.00477695435861824,0.00786243645103586,314.5497597759925,-0.025317807984289897,0.024692612590371414,-0.008193803754896586,0.017747712472133068,7.804082746610194e-5,0.005897172444128134
Hindleg,2.5,1.0089164828147184,0.9949018190611489,1.0231285638373715,0.03153994834446835,TRUE,0.00887696571049618,0.00847906564580762,313.2772864331955,-0.025317807984289897,0.024692612590371414,-0.005111221002577366,0.022865152423569728,3.463711336996577e-5,0.03153994834446835
Foreleg,5,1.0010079051594545,0.9880709747181997,1.0141142203650877,1.8625352845591775e-9,TRUE,0.00100739756409266,0.00788625471784999,330.9739350190952,-0.05129329438755058,0.04879016416943205,-0.012000747055094171,0.014015542183279491,6.754684945162085e-11,1.8625352845591775e-9
Midleg,5,1.0047883821945947,0.991839673956092,1.017906138969316,2.3641714233440476e-8,TRUE,0.00477695435861824,0.00786243645103586,314.5497597759925,-0.05129329438755058,0.04879016416943205,-0.008193803754896586,0.017747712472133068,3.4295831293074847e-12,2.3641714233440476e-8
Hindleg,5,1.0089164828147184,0.9949018190611489,1.0231285638373715,1.8874897449974275e-6,TRUE,0.00887696571049618,0.00847906564580762,313.2772864331955,-0.05129329438755058,0.04879016416943205,-0.005111221002577366,0.022865152423569728,4.299266665686625e-12,1.8874897449974275e-6
