term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
logP_c,0.05483958613537245,0.05483958613537245,1,312.2557928573946,193.71755854161734,1.3599825681798787e-34
group,0.04645556463338796,0.01548518821112932,3,312.4440881233412,54.70050132056915,1.9096525915929193e-28
leg,11.69400440506526,5.84700220253263,2,622.961835523826,20654.185621789202,0
logP_c:group,0.003077683047723488,0.0010258943492411625,3,312.3102179119919,3.623910438821724,0.013440119832919251
logP_c:leg,2.124062718176503e-4,1.0620313590882515e-4,2,622.6695010498607,0.37515622650643937,0.6873371311949245
group:leg,0.17044430911935485,0.028407384853225807,6,622.8556386187747,100.34738819389979,3.989634617691463e-88
logP_c:group:leg,0.0036954811586669962,6.159135264444994e-4,6,622.7231396992283,2.175677699701443,0.04366751957718237
