contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference,area_ratio,area_percent_difference
female - eighth,-0.0039685526476873284,0.014610276753727424,305,-0.04276727534027091,0.034830170044896254,-0.271627479381926,0.7860922317056527,Linearized ear size at common body size,0.9960393116506379,0.958134345611955,1.0354438444849103,-0.39606883493621403,0.9920943103534765,-0.7905689646523495
female - ninth,-0.046369417298173586,0.010192332611906389,305,-0.0734359467873596,-0.019302887808987583,-4.549441140098408,3.8867920101925435e-5,Linearized ear size at common body size,0.9546892183282536,0.9291956618527147,0.9808822199782089,-4.53107816717464,0.9114315035922118,-8.856849640778819
female - tenth,-0.07481439813291117,0.013323294823380662,305,-0.11019544052637578,-0.039433355739446556,-5.615307559029735,2.6499833225807145e-7,Linearized ear size at common body size,0.9279156932322621,0.8956590701095539,0.9613340192506414,-7.208430676773792,0.8610275337467095,-13.897246625329052
eighth - ninth,-0.04240086465048626,0.014150454583100158,305,-0.07997849391775072,-0.00482323538322179,-2.996431273743352,0.008867549890821846,Linearized ear size at common body size,0.9584854806043159,0.9231361992161844,0.9951883777381179,-4.151451939568407,0.9186944165292865,-8.130558347071348
eighth - tenth,-0.07084584548522384,0.01654877354329835,305,-0.11479239669925126,-0.026899294271196424,-4.281032990140458,9.978104350926303e-5,Linearized ear size at common body size,0.9316054922516249,0.8915512136703643,0.9734592695134608,-6.839450774837507,0.8678887931933924,-13.211120680660759
ninth - tenth,-0.028444980834737586,0.01281738518726007,305,-0.06248254096498354,0.005592579295508368,-2.219249903093392,0.05441054438690904,Linearized ear size at common body size,0.9719557688701309,0.9394294642022102,1.0056082469610335,-2.804423112986909,0.9446980166399274,-5.530198336007263
