group,emmean,SE,df,lower.CL,upper.CL,t.ratio,p.value,predicted_eye_length,eye_lower,eye_upper
female,0.899912249213697,0.009116307264432903,305,0.8819734318031008,0.917851066624293,98.71455876928229,1.5644293631350214e-233,2.4593872885193937,2.4156621502053715,2.503903881764487
eighth,0.9955094608239432,0.014827702419679071,305,0.9663319179209042,1.0246870037269822,67.13848394358928,9.261829125980501e-185,2.7061026434365645,2.6282859874204707,2.7862232465811325
ninth,1.0538810890813197,0.008021024534395169,305,1.0380975387473153,1.0696646394153242,131.3898348723588,1.5765037901217744e-270,2.868763466674496,2.8238396553367853,2.914401960526595
tenth,1.1390418366125774,0.01299370177383496,305,1.1134731894786698,1.164610483746485,87.66107275959133,2.452547921630013e-218,3.123773845066554,3.0449156190938584,3.204674367306694
