contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
eighth - tenth,-0.4083368053036385,0.24230425662997257,301,-0.991668615386803,0.174995004779526,-1.6852234087130271,0.27894562365456166
"ninth - midpoint(eighth,tenth)",0.05891648630696654,0.16759657798046287,301,-0.34456142430351655,0.46239439691744966,0.3515375255086328,0.7254310795177404
tenth - female,0.2402687822519788,0.23663187298753766,301,-0.3294071314649871,0.8099446959689447,1.0153694817968697,0.6214903956306495
