contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference,area_ratio,area_percent_difference
eighth - female,-0.025603869720182006,0.010199384426731104,307,-0.05015553117306362,-0.001052208267300389,-2.5103348054102153,0.012575702973553324,Linearized ear size,0.9747211296964684,0.9510814901769664,0.9989483451097122,-2.5278870303531598,0.9500812806767596,-4.9918719323240435
ninth - female,-0.029487050812677017,0.00929383275060251,307,-0.05185889461674742,-0.007115207008606617,-3.172754621688818,0.00498868116973663,Linearized ear size,0.9709434504884105,0.9494628317078377,0.9929100461474738,-2.9056549511589536,0.9427311840463404,-5.726881595365962
tenth - female,-0.029189762958191586,0.010517680063614365,307,-0.05450761640773978,-0.0038719095086433876,-2.7753043239233715,0.011706567465963193,Linearized ear size,0.9712321430939093,0.9469512964631752,0.9961355766679287,-2.876785690609074,0.9432918757787878,-5.670812422121219
