ID,sex,morph,pronotum,head_length,head_width,forefemur,foretibia,midfemur,midtibia,hindfemur,hindtibia,ear,eye,group,foreleg,midleg,hindleg,head_size,ear_linear,logP_c,log_head_size,log_foreleg,log_midleg,log_hindleg,log_foretibia,log_ear_linear,log_eye,current_label,legacy_2010_label,differs_from_2010,distance_to_inferred_cutpoint,within_0_25_mm,within_0_50_mm
JRYP,m,eighth,6.363,16.788,8.989,11.1125,11.924499999999998,10.4475,11.5195,16.532,17.594,2.634,2.576,Eighth instar,23.037,21.967,34.126000000000005,12.284434541320982,1.622960258293468,-0.12358106177135442,2.5083329765313036,3.137101619016516,3.0895413272320487,3.5300595571050732,2.4785951071741974,0.48425180166054466,0.9462378082421072,Eighth instar,Eighth instar,FALSE,1.7119999999999997,FALSE,FALSE
JUCL,m,ninth,6.851,19.717,10.705,12.4775,12.639500000000002,11.792000000000002,12.4715,18.661,19.8905,3.168,2.744,Ninth instar,25.117,24.2635,38.551500000000004,14.528265037505339,1.7798876369029593,-0.049686399001247716,2.676096064912888,3.2235449077164633,3.188973163513887,3.6519950097581813,2.536826830974289,0.5765502369760898,1.0094167098636389,Ninth instar,Ninth instar,FALSE,1.2169999999999987,FALSE,FALSE
JUJH,m,ninth,6.96,22.524,11.538,12.855,13.918,11.905,13.329,18.9465,20.903,3.578,2.946,Ninth instar,26.773,25.234,39.8495,16.120853327290092,1.8915602025840996,-0.03390155167568132,2.780113671613535,3.2873939169986017,3.2281922915055494,3.6851098581060664,2.6331829664226585,0.6374019925432637,1.0804483180404385,Ninth instar,Ninth instar,FALSE,1.6259999999999977,FALSE,FALSE
JXVQ,m,tenth,7.569,24.528,11.963,13.0375,14.0435,12.0875,13.6655,18.5095,20.92,3.125,2.8555,Tenth instar,27.081,25.753,39.429500000000004,17.12975376355422,1.7677669529663689,0.04997993230502096,2.840816937659113,3.2988323749841277,3.2485511251779506,3.6745142671091604,2.642159655279925,0.5697171415941824,1.0492469591227807,Tenth instar,Tenth instar,FALSE,0.3780000000000001,FALSE,TRUE
JZEI,m,ninth,6.3,19.836,10.188,11.535,12.032,10.6675,11.831,17.2205,18.424,2.469,2.6265,Ninth instar,23.567,22.4985,35.6445,14.215806976742474,1.5713051899615174,-0.13353139262452274,2.654354512872049,3.1598474284059583,3.1134486403213866,3.5735948572584166,2.487569767207484,0.45190660518152126,0.9656521614118792,Ninth instar,Ninth instar,FALSE,1.3359999999999985,FALSE,FALSE
KAIL,m,ninth,6.203,20.802,10.235,11.9675,12.533,11.3315,11.9735,17.9195,18.843,2.4604999999999997,2.7845,Ninth instar,24.5005,23.305,36.7625,14.591383416249467,1.5685981002156033,-0.14904798003102915,2.680431177522097,3.198693525505703,3.1486679298247044,3.6044783038801134,2.5283651656293853,0.4501822906619479,1.0240683240475863,Ninth instar,Ninth instar,FALSE,2.3019999999999996,FALSE,FALSE
KEMO,m,tenth,6.988,24.995,12.657,13.3995,13.4625,12.033,13.303999999999998,19.667,21.167,2.866,2.9855,Tenth instar,26.862000000000002,25.336999999999996,40.834,17.786559954077685,1.692926460304759,-0.02988663375019951,2.8784431133379225,3.2907126484868834,3.23226577798696,3.709515067714008,2.599908042482507,0.5264586647029901,1.09376723700491,Tenth instar,Tenth instar,FALSE,0.8450000000000024,FALSE,FALSE
KIIU,m,tenth,7.58,25.714,12.751,13.7775,14.068,12.627,13.87,19.7915,21.3825,3.3605,2.9025,Tenth instar,27.8455,26.497,41.174,18.107435323645365,1.8331666590902203,0.051432173632270706,2.896322645281731,3.326671373425576,3.277031519036549,3.7178069891871166,2.643902714611736,0.6060448862139417,1.0655724345899094,Tenth instar,Tenth instar,FALSE,1.564,FALSE,FALSE
KORY,m,eighth,5.808,13.152,7.449,9.427,10.875,9.096,10.1915,14.8015,16.798000000000002,2.3735,2.2115,Eighth instar,20.302,19.2875,31.599500000000003,9.897941604192257,1.5406167596128506,-0.21484474849951463,2.2923268167539814,3.0107194033622395,2.9594572176892795,3.453141297682875,2.386466576974748,0.43218282950461784,0.7936710183262444,Eighth instar,Eighth instar,FALSE,5.348000000000001,FALSE,FALSE
KTFS,m,ninth,6.697,19.238,10.176,12.694,13.2935,11.4395,12.689,17.930500000000002,20.328000000000003,3.0685,2.572,Ninth instar,25.9875,24.128500000000003,38.258500000000005,13.99163635891099,1.7517134468856486,-0.07242136109409647,2.6384597481640952,3.257615653184131,3.183393714422502,3.6443657578070665,2.5872751939597713,0.5605944214235073,0.944683806375373,Ninth instar,Ninth instar,FALSE,0.7379999999999995,FALSE,FALSE
KYRB,m,ninth,6.86,20.106,10.316,12.75,13.0545,11.557,13.2275,18.8615,20.1225,2.7305,2.6575,Ninth instar,25.8045,24.7845,38.983999999999995,14.401857380213151,1.6524224641416614,-0.048373584284215676,2.6673571830011635,3.2505488953230666,3.2102184577770183,3.663151305541205,2.569132901915541,0.5022423713050357,0.977385831233966,Ninth instar,Ninth instar,FALSE,1.6060000000000016,FALSE,FALSE
LAZJ,m,ninth,6.897,23.07,11.614,12.329,12.5445,11.236,12.1275,18.7345,20.194,2.6815,3.0010000000000003,Ninth instar,24.8735,23.363500000000002,38.9285,16.368719558963676,1.6375286257039907,-0.04299449157285551,2.7953721695677602,3.21380297971891,3.151174975503941,3.661726630183917,2.529282322507553,0.4931881697204215,1.0989455664582302,Ninth instar,Ninth instar,FALSE,1.0799999999999983,FALSE,FALSE
LEZS,m,eighth,6.478,17.353,9.359,12.491,12.8715,11.3505,12.361,17.8905,19.2015,2.566,2.3685,Eighth instar,25.362499999999997,23.7115,37.092,12.743889790797786,1.6018739026527649,-0.10566920527287205,2.545051924641743,3.233271705151933,3.165960162521585,3.6134013129379796,2.5550155649331483,0.47117413309672224,0.8622568433816694,Eighth instar,Eighth instar,FALSE,1.1469999999999985,FALSE,FALSE
LHWT,m,tenth,7.689,26.757,12.899,14.4475,14.914,13.104,14.0835,20.8675,22.2285,3.749,3.0835,Tenth instar,29.3615,27.1875,43.096000000000004,18.57790469886203,1.9362334569984065,0.06570971002803394,2.9219729551675893,3.3796842923595256,3.302757308848903,3.763430185378233,2.702300369121603,0.6607445688768875,1.1260653154494105,Tenth instar,Tenth instar,FALSE,2.607000000000003,FALSE,FALSE
LJJN,m,tenth,7.873,27.681,13.043,13.927499999999998,14.5155,12.719,14.3845,19.988,22.312,3.542,3.5460000000000003,Tenth instar,28.442999999999998,27.103499999999997,42.3,19.00113899217623,1.8820201911775547,0.08935815818032045,2.944498924326337,3.347902084603932,3.299662870837858,3.744787086052232,2.67521704400697,0.6323457696803209,1.2658202076520162,Tenth instar,Tenth instar,FALSE,3.5310000000000024,FALSE,FALSE
LKHO,m,eighth,6.561,17.2,9.208,11.6565,12.6955,10.8,12.0175,17.203,19.0755,2.6285,2.5665,Eighth instar,24.351999999999997,22.817500000000003,36.2785,12.584816248161909,1.6212649382503774,-0.09293799565926908,2.5324910276194945,3.1926139816792753,3.1275277854088954,3.5912252792984884,2.5412475999659256,0.4832066706386829,0.9425431030182209,Eighth instar,Eighth instar,FALSE,1.3000000000000007,FALSE,FALSE
LLJC,m,tenth,7.639,27.183,13.245,13.469,14.7275,12.9305,13.8935,19.615,21.677,3.9895,3.287,Tenth instar,28.1965,26.823999999999998,41.292,18.97468932551993,1.9973732750790474,0.05918567853721313,2.943105950316033,3.3391978567661758,3.2892970091639273,3.7206687766033437,2.6897164944137053,0.6918329548830993,1.1899752946820823,Tenth instar,Tenth instar,FALSE,3.0330000000000013,FALSE,FALSE
LRRL,m,tenth,7.505,25.553,12.528,13.9385,14.567,12.885,13.945,19.5425,20.4675,3.1710000000000003,3.193,Tenth instar,28.505499999999998,26.83,40.010000000000005,17.892120723938792,1.7807301873108121,0.041488439063415816,2.884360432917545,3.3500970511120265,3.2895206644375325,3.6891294228691436,2.6787586964668106,0.5770234977781051,1.160960913732645,Tenth instar,Tenth instar,FALSE,1.4030000000000022,FALSE,FALSE
LRSS,m,ninth,7.33,21.951,11.401,13.2435,13.6845,12.229,13.325,20.1825,21.399500000000003,3.3115,2.639,Ninth instar,26.927999999999997,25.554,41.58200000000001,15.81971399867899,1.819752730455432,0.017894489876550512,2.7612568837107925,3.2931666374484503,3.2407938601691315,3.7276673813211967,2.6162638054715015,0.5987006294714485,0.970400057521187,Ninth instar,Ninth instar,FALSE,2.198999999999998,FALSE,FALSE
MAKB,m,tenth,7.277,24.642,12.115,13.383,13.9925,12.006,13.2345,19.493,21.207500000000003,3.4375,3.034,Tenth instar,27.3755,25.2405,40.700500000000005,17.278247306946383,1.8540496217739157,0.010637663342939696,2.8494483292354826,3.3096484528100474,3.228449847302474,3.7062403773853743,2.6385214717833776,0.6173722314963448,1.1098818809263404,Tenth instar,Tenth instar,FALSE,0.4920000000000009,FALSE,TRUE
MEMQ,m,eighth,6.196,15.978,8.865,10.5075,11.342,10.0605,11.2525,16.558999999999997,17.62,2.2525,2.4735,Eighth instar,21.8495,21.313,34.179,11.901469237031199,1.5008331019803633,-0.15017710346738755,2.476661857793011,3.084178037984578,3.0593172151791017,3.5316114203840883,2.4285126495918363,0.4060203552501779,0.9056341516856262,Eighth instar,Eighth instar,FALSE,2.5220000000000002,FALSE,FALSE
MJSX,m,eighth,6.586,13.104,8.215,10.418,11.3995,10.01,11.041,16.310499999999998,17.945,2.69,2.176,Eighth instar,21.8175,21.051000000000002,34.2555,10.3754209553155,1.6401219466856725,-0.08913484206783706,2.3394396392999726,3.082712400055329,3.0469480649382614,3.533847135757619,2.4335694947894644,0.49477059680687385,0.7774883289936962,Eighth instar,Eighth instar,FALSE,5.396000000000001,FALSE,FALSE
MKMF,m,ninth,6.892,21.856,10.745,12.788,13.597,11.707999999999998,13.797,19.055,21.194000000000003,2.771,2.6065,Ninth instar,26.384999999999998,25.505,40.249,15.324578950170213,1.6646320914844817,-0.043719707356326465,2.7294580067414267,3.2727956668576312,3.23887451137489,3.6950851588354405,2.609849180173549,0.5096041329404206,0.9580083252260235,Ninth instar,Ninth instar,FALSE,2.293999999999997,FALSE,FALSE
MONY,m,eighth,6.874,18.497,9.554,12.4495,12.941,12.1035,12.8155,18.463,19.6055,2.8345,2.606,Eighth instar,25.390500000000003,24.919,38.0685,13.293620199178251,1.6835973390332974,-0.046334847594367456,2.587284235870091,3.2343750883151245,3.2156305647031713,3.639387168514931,2.560400565839533,0.5209327773911107,0.9578164787026533,Eighth instar,Eighth instar,FALSE,0.0030000000000001137,TRUE,TRUE
MUVY,m,tenth,7.374,25.853,12.644,13.5175,14.065,12.5225,13.963,19.707500000000003,22.128500000000003,3.1265,3.0345,Tenth instar,27.5825,26.485500000000002,41.836000000000006,18.079970464577645,1.7681911661356076,0.023879273789943145,2.894804721366327,3.317181513652324,3.2765974134288256,3.733757212892022,2.64368944194182,0.5699570840126077,1.1100466662937727,Tenth instar,Tenth instar,FALSE,1.703000000000003,FALSE,FALSE
MVOV,m,eighth,6.187,13.219,8.007,9.8585,10.659,9.4995,10.754,15.1625,16.192500000000003,2.101,2.2735000000000003,Eighth instar,20.5175,20.2535,31.355000000000004,10.288077225604402,1.449482666333061,-0.15163070947315793,2.3309856738438794,3.0212781805217297,3.0083276181236944,3.4453737439949843,2.366404605707,0.3712067109314317,0.8213204942829283,Eighth instar,Eighth instar,FALSE,5.281000000000001,FALSE,FALSE
NACP,m,ninth,6.378,19.432,9.991,12.2,12.6295,11.0445,12.3085,18.1735,19.4185,2.735,2.5835,Ninth instar,24.8295,23.353,37.592,13.933596520640318,1.6537835408541228,-0.12122645743414373,2.6343029397253765,3.2120324623861927,3.1507254555194897,3.6267912618005145,2.5360353472968944,0.5030657179369723,0.9491450687451022,Ninth instar,Ninth instar,FALSE,0.9319999999999986,FALSE,FALSE
NAPZ,m,ninth,6.444,19.13,9.955,11.615,12.6695,11.086,12.2975,17.508499999999998,19.121,2.734,2.6845,Ninth instar,24.2845,23.383499999999998,36.62949999999999,13.799969202864185,1.6534811761855652,-0.1109315607072816,2.6246663604841607,3.189838286744907,3.152030645438708,3.6008539266839104,2.5391975302552194,0.502882869150879,0.9874944908804871,Ninth instar,Ninth instar,FALSE,0.629999999999999,FALSE,FALSE
NBFT,m,ninth,7.232,22.166,11.334,13.4985,14.178999999999998,11.973,13.397,18.3905,20.2765,3.123,2.7615,Ninth instar,27.6775,25.37,38.667,15.850219052114074,1.767201177002777,0.004434597067865864,2.763183320550444,3.3206198087514847,3.2335673736111907,3.654986523090752,2.651761996755421,0.5693970391504708,1.015774010359105,Ninth instar,Ninth instar,FALSE,1.9839999999999982,FALSE,FALSE
NDWV,m,ninth,6.768,22.145,11.591,12.6065,13.026,11.8615,12.957,18.1355,20.5755,2.7825,2.7735000000000003,Ninth instar,25.6325,24.8185,38.711,16.02132001428097,1.6680827317612277,-0.06187540371808753,2.773920336140885,3.243861077562109,3.2115893428172275,3.6561237973739447,2.56694736012421,0.5116749020837814,1.0201100605131523,Ninth instar,Ninth instar,FALSE,2.004999999999999,FALSE,FALSE
NMCP,m,ninth,7.237,22.578,11.322,13.261500000000002,13.841,11.9435,13.151,19.005,20.4285,3.093,3.0164999999999997,Ninth instar,27.1025,25.0945,39.433499999999995,15.988374401420552,1.7586926962946086,0.005125729861981121,2.7718618582269117,3.29962597455331,3.222648698620699,3.6746157088499873,2.627635201914565,0.5645707468514664,1.1040972188986793,Ninth instar,Ninth instar,FALSE,1.5719999999999992,FALSE,FALSE
NRDG,m,eighth,6.364,15.594,8.86,11.647,12.1895,10.872,12.0505,16.368000000000002,18.118,2.638,2.5439999999999996,Eighth instar,23.8365,22.9225,34.486000000000004,11.754269011725059,1.6241921068642096,-0.12342391554646914,2.4642164947521987,3.1712180193386637,3.1321189609419187,3.54055344457794,2.5005749254247154,0.48501052714756143,0.9337376454778755,Eighth instar,Eighth instar,FALSE,2.9060000000000006,FALSE,FALSE
NRVV,m,eighth,6.223,16.524,8.97,11.1995,11.82,10.6235,11.4625,16.8245,18.4855,2.4755,2.5890000000000004,Eighth instar,23.0195,22.086,35.31,12.17457514659136,1.5733721746617995,-0.1458289204349288,2.4993497728026117,3.136341682814582,3.094943923624939,3.564166209940295,2.469793011977952,0.45322119790967036,0.9512717007694007,Eighth instar,Eighth instar,FALSE,1.975999999999999,FALSE,FALSE
NSFR,m,ninth,6.882,21.072,10.902,12.32,12.8895,11.5455,12.838,18.278,19.6755,2.6950000000000003,2.8095,Ninth instar,25.2095,24.383499999999998,37.9535,15.156745824879428,1.6416455159382004,-0.04517171864672109,2.718445701821507,3.2272209076036993,3.1939066740446562,3.636361726202992,2.5564130264392504,0.4956991021804803,1.0330065315701158,Ninth instar,Ninth instar,FALSE,2.571999999999999,FALSE,FALSE
NVHP,m,eighth,6.63,17.934,9.571,12.0635,12.484,11.049,12.146999999999998,16.759999999999998,18.7815,2.499,2.7234999999999996,Eighth instar,24.5475,23.195999999999998,35.5415,13.10138595721842,1.5808225706890702,-0.08247622182423853,2.5727180228718125,3.200610016061308,3.143979850014194,3.5707010278009683,2.524447824408533,0.45794532592640774,1.001917817841592,Eighth instar,Eighth instar,FALSE,0.565999999999999,FALSE,FALSE
ODLJ,m,eighth,6.399,16.864,9.409,11.519,12.47,11.074,12.4145,17.421,18.859,2.9355,2.4000000000000004,Eighth instar,23.989,23.488500000000002,36.28,12.596562070660392,1.713330090788112,-0.11793929786468649,2.5334239251917903,3.177595391947785,3.1565109396714703,3.591266625246936,2.523325759691945,0.5384388982610517,0.8754687373539001,Eighth instar,Eighth instar,FALSE,1.6359999999999992,FALSE,FALSE
OHZZ,m,eighth,6.78,17.619,9.462,11.9265,12.5325,11.4925,12.427,17.46,18.2325,2.8585000000000003,2.4595,Eighth instar,24.459000000000003,23.9195,35.6925,12.91166054386499,1.690709910067366,-0.06010392406970544,2.558130821208724,3.1969982463488837,3.1746940258539267,3.574940582681238,2.5283252701555217,0.5251485058609445,0.8999580772532574,Eighth instar,Eighth instar,FALSE,0.8810000000000002,FALSE,FALSE
OQDA,m,ninth,7.01,19.668,10.283,12.0715,12.4785,11.3475,12.024,18.287,19.242,2.672,2.7005,Ninth instar,24.55,23.371499999999997,37.528999999999996,14.22132356709459,1.634625339336204,-0.026743324975510907,2.6547424978983734,3.2007118542405295,3.1515173313433817,3.6251139674415493,2.524007163409915,0.49141362783719966,0.9934369410508087,Ninth instar,Ninth instar,FALSE,1.1679999999999993,FALSE,FALSE
OWAU,m,ninth,6.859,22.281,11.248,12.7205,12.8775,11.888,12.5835,19.094,20.687,2.6094999999999997,2.9835000000000003,Ninth instar,25.598,24.4715,39.781000000000006,15.830877676237662,1.6153946886132813,-0.04851936750482522,2.7619623162117892,3.2425142234336,3.1975091751263096,3.683389411370298,2.5554816024576033,0.47957931605066545,1.0930971079799996,Ninth instar,Ninth instar,FALSE,1.8689999999999998,FALSE,FALSE
PAQJ,m,ninth,6.322,18.731,9.473,10.928,11.72,10.1825,11.395,16.6485,18.3905,2.2365,2.611,Ninth instar,22.648000000000003,21.5775,35.039,13.320614212565426,1.4954932296737422,-0.13004541222858368,2.5893127761035766,3.120071547809599,3.0716511051116755,3.5564617268481657,2.4612967841488667,0.4024560719453829,0.9597332897169919,Ninth instar,Eighth instar,TRUE,0.23100000000000165,TRUE,TRUE
PBXK,m,eighth,6.786,16.509,9.14,11.009,11.935,10.6075,11.9755,16.556,17.7575,2.4745,2.527,Eighth instar,22.944000000000003,22.583,34.313500000000005,12.283821066752806,1.5730543537970962,-0.05921935965997127,2.508283036105895,3.13305646441721,3.1171974108351668,3.5355388627430706,2.4794752597907936,0.45301917770490185,0.9270328284060573,Eighth instar,Eighth instar,FALSE,1.9909999999999997,FALSE,FALSE
PFPR,m,eighth,6.048,15.255,8.383,10.5875,11.213,9.8065,11.0225,15.8185,16.868000000000002,2.3585000000000003,2.487,Eighth instar,21.8005,20.829,32.6865,11.308521786688125,1.5357408635573908,-0.17435338714477777,2.4255565819121765,3.081932905311839,3.036346246439246,3.4869621486229487,2.417073819478744,0.42901291187108975,0.9110771648212677,Eighth instar,Eighth instar,FALSE,3.244999999999999,FALSE,FALSE
PIKP,m,tenth,7.657,25.808,12.814,13.437,14.281,12.408,14.087,19.162,21.762500000000003,2.8994999999999997,3.0425,Tenth instar,27.718,26.494999999999997,40.9245,18.185260844981027,1.7027918252094116,0.061539236108976825,2.9006114222998414,3.3220820216466107,3.276956035944725,3.711728905711581,2.658929982470796,0.532269154167179,1.112679545879545,Tenth instar,Tenth instar,FALSE,1.6580000000000013,FALSE,FALSE
PMTK,m,eighth,6.097,14.922,8.338,10.3385,11.157,9.5595,10.839,15.248,17.235500000000002,2.4059999999999997,2.3975,Eighth instar,21.4955,20.3985,32.4835,11.154355023935718,1.551128621359299,-0.16628417909633053,2.4118300067539638,3.0678436109012472,3.0154613687349863,3.480732268108624,2.412067103611043,0.43898280877624346,0.8744265277754563,Eighth instar,Eighth instar,FALSE,3.5779999999999994,FALSE,FALSE
PVUO,m,ninth,6.915,20.205,10.555,12.5585,13.378,12.0305,12.972,18.906,20.0565,3.0715,2.919,Ninth instar,25.936500000000002,25.002499999999998,38.9625,14.603553505910812,1.7525695421294984,-0.040388060905288015,2.68126488991536,3.2556512430308167,3.218975819868534,3.6625996450934553,2.5936115666962163,0.5610830208109225,1.0712410918719777,Ninth instar,Ninth instar,FALSE,1.7049999999999983,FALSE,FALSE
PWML,m,eighth,5.861,14.381,7.991,10.073,11.0125,9.572,11.062,14.8295,16.5455,2.002,2.3535,Eighth instar,21.0855,20.634,31.375,10.720007975743302,1.4149204924659193,-0.2057607885277175,2.372111899648284,3.0485856004577934,3.026940200678184,3.446011397451948,2.399030991262298,0.34707334044651433,0.8559035818590599,Eighth instar,Eighth instar,FALSE,4.119,FALSE,FALSE
PXBQ,m,eighth,6.598,18.131,9.48,11.676,12.3135,10.7415,11.93,16.7535,19.075,2.5345,2.7985,Eighth instar,23.9895,22.6715,35.8285,13.11037299240567,1.5920113064925137,-0.08731445321562004,2.573403748355301,3.177616234616898,3.121108629070701,3.5787436660810505,2.5106962214742934,0.46499818946513355,1.0290835593492773,Eighth instar,Eighth instar,FALSE,0.3689999999999998,FALSE,TRUE
PXBW,m,eighth,6.693,16.881,9.384,11.3895,11.822,11.017499999999998,12.069,17.364,17.8555,2.5380000000000003,2.7195,Eighth instar,23.2115,23.0865,35.2195,12.586155250909629,1.5931101656822104,-0.07301882190350462,2.532597420235213,3.144647845513903,3.1392480311059816,3.561599906488016,2.469962202402178,0.46568818464609796,1.0004480398808784,Eighth instar,Eighth instar,FALSE,1.6189999999999998,FALSE,FALSE
PZFT,m,ninth,6.962,23.843,11.726,13.2975,13.7725,12.202,13.464,19.563,20.985,3.5585,3.1055,Ninth instar,27.07,25.666,40.548,16.720736168004088,1.88639868532609,-0.03361423663276253,2.8166496358741466,3.29842610362621,3.2451671588222695,3.7024864575201533,2.6226738503647344,0.6346695538785945,1.1331747330172206,Ninth instar,Ninth instar,FALSE,0.3069999999999986,FALSE,TRUE
PZMO,m,eighth,5.991,14.349,8.032,10.2865,11.0925,9.7945,10.7765,15.5825,16.672,2.193,2.3565,Eighth instar,21.378999999999998,20.570999999999998,32.2545,10.735509675837474,1.4808781178746615,-0.18382268292022186,2.3735569081578216,3.0624091318182707,3.023882316970337,3.473657568391416,2.4062692042709273,0.39263523471787554,0.8571774673816485,Eighth instar,Eighth instar,FALSE,4.151,FALSE,FALSE
PZWX,m,eighth,6.873,17.052,9.27,12.1225,12.5915,11.1825,12.2615,17.976,18.634,2.834,2.5774999999999997,Eighth instar,24.714,23.444,36.61,12.572670360746757,1.6834488409215174,-0.04648033388254147,2.531525439240364,3.2073698846819987,3.1546145986141827,3.600321427132145,2.533021983135721,0.5208445706342444,0.9468199369089778,Eighth instar,Eighth instar,FALSE,1.4480000000000004,FALSE,FALSE
QDXY,m,ninth,7.613,23.862,11.444,13.6055,13.8645,12.709,13.9065,19.709,21.222,2.88,3.093,Ninth instar,27.47,26.615499999999997,40.931,16.525033373642547,1.697056274847714,0.0557762863020661,2.8048764053207362,3.3130945001071823,3.281493752846906,3.711887722162856,2.6293316163908047,0.5288951470739273,1.1291414937029325,Ninth instar,Ninth instar,FALSE,0.28800000000000026,FALSE,TRUE
QIIV,m,eighth,5.947,14.201,8.016,10.574,11.3355,9.9945,11.139,15.5355,17.0225,2.072,2.234,Eighth instar,21.9095,21.133499999999998,32.558,10.669358743617163,1.4394443372357266,-0.19119413529755303,2.3673759645026924,3.0869203327171313,3.050859459179304,3.483023114186318,2.427939394146747,0.36425716219861837,0.803793700647009,Eighth instar,Eighth instar,FALSE,4.2989999999999995,FALSE,FALSE
QQJU,m,ninth,7.124,20.466,10.728,11.057,12.921,11.08,12.364,17.488999999999997,19.42,3.1135,2.6665,Ninth instar,23.978,23.444000000000003,36.909,14.817531778268606,1.7645112637781601,-0.010611660594594508,2.6958110593219704,3.177136743285462,3.1546145986141827,3.6084554237461415,2.558853894740083,0.5678737476651847,0.9807667510585198,Ninth instar,Ninth instar,FALSE,1.966000000000001,FALSE,FALSE
QSRM,m,ninth,7.046,22.9,11.347,12.9225,13.1505,11.9865,12.9435,17.7925,20.333,3.1015,2.7865,Ninth instar,26.073,24.93,38.1255,16.119748757347306,1.7611076060252537,-0.021620946102963723,2.780045151184523,3.260900296123433,3.2160718975354663,3.6408833495956765,2.576459780714613,0.5659429327155177,1.024786328027454,Ninth instar,Ninth instar,FALSE,1.25,FALSE,FALSE
QUAR,m,eighth,6.544,15.959,8.818,10.925,11.222,NA,NA,NA,NA,2.495,2.3505000000000003,Eighth instar,22.147,NA,NA,11.862818467800981,1.5795568998931315,-0.09553242672156381,2.4734090101763977,3.0977020471377084,NA,NA,2.41787613732878,0.45714436460174107,0.8546280714820482,Eighth instar,Eighth instar,FALSE,2.5410000000000004,FALSE,FALSE
QZHA,m,eighth,6.662,16.89,9.094,11.2155,12.271,10.666,11.611,16.811500000000002,17.676499999999997,2.7569999999999997,2.4495,Eighth instar,23.4865,22.277,34.488,12.39345230353512,1.660421633200435,-0.07766128625052171,2.5171682931112636,3.156425787994995,3.103554756082737,3.5406114374448334,2.5072387549944106,0.5070715660208298,0.8958839220964925,Eighth instar,Eighth instar,FALSE,1.6099999999999994,FALSE,FALSE
RBAX,m,ninth,6.677,19.692,10.349,12.4515,13.035,11.5015,12.846,17.5285,20.968,2.823,2.606,Ninth instar,25.4865,24.3475,38.4965,14.275591336263448,1.6801785619391767,-0.07541224114627787,2.658551179290995,3.238148900211786,3.1924291748532174,3.6505673280703475,2.567638047385465,0.5189000746356761,0.9578164787026533,Ninth instar,Ninth instar,FALSE,1.1920000000000002,FALSE,FALSE
RCMK,m,eighth,6.334,15.19,8.629,11.132,11.599,10.478000000000002,11.5155,16.726,17.575,2.194,2.457,Eighth instar,22.731,21.9935,34.301,11.44877766401287,1.481215716902842,-0.12814907790556163,2.437882970066926,3.123729631617346,3.0907469551575684,3.53517450826586,2.450918887499739,0.39286318092651923,0.8989410935390421,Eighth instar,Eighth instar,FALSE,3.3100000000000005,FALSE,FALSE
RDRL,m,eighth,6.74,17.552,9.405,11.849,12.2265,11.0745,12.0285,17.424500000000002,17.4235,2.474,2.7655000000000003,Eighth instar,24.075499999999998,23.103,34.848,12.848212327012655,1.5728954192825408,-0.06602110109779402,2.553204683142934,3.1811947259005118,3.1399624792252228,3.5509957467505497,2.5036057272204846,0.45291813698514805,1.0172214504525958,Eighth instar,Eighth instar,FALSE,0.9480000000000004,FALSE,FALSE
RIWP,m,ninth,6.941,19.517,10.604,12.234,13.359,12.087,13.2275,18.5745,20.4995,3.629,2.6784999999999997,Ninth instar,25.593,25.3145,39.074,14.386044209580339,1.9049934383089093,-0.03663516966456304,2.666258584537922,3.2423188765946676,3.231377354091126,3.6654572841694435,2.592190315007675,0.6444785641154667,0.9852569363388779,Ninth instar,Ninth instar,FALSE,1.0169999999999995,FALSE,FALSE
RPNA,m,eighth,6.39,17.927,9.447,11.2865,11.7235,10.761500000000002,11.494,16.695999999999998,18.175,2.1159999999999997,2.7075,Eighth instar,23.009999999999998,22.2555,34.870999999999995,13.013699281910581,1.4546477236774544,-0.11934675763256619,2.5660025935298494,3.135928904047274,3.102589169076821,3.5516555382230144,2.4615953743786534,0.37476375699802644,0.9960256998930086,Eighth instar,Eighth instar,FALSE,0.5730000000000004,FALSE,FALSE
RQME,m,ninth,6.735,19.876,10.146,12.18,13.1515,11.5335,12.941,17.9205,19.6035,3.108,2.694,Ninth instar,25.3315,24.4745,37.524,14.200770964986374,1.7629520696831211,-0.06676321615968228,2.653296256442286,3.232048680578448,3.197631759198706,3.6249807282637048,2.576535820559528,0.5669897162527006,0.9910270779881722,Ninth instar,Ninth instar,FALSE,1.3760000000000012,FALSE,FALSE
RSFE,m,tenth,7.484,26.64,13.488,13.657,14.0355,12.5595,13.937,20.9995,22.174,3.566,3.3785,Tenth instar,27.692500000000003,26.496499999999997,43.173500000000004,18.955746358294626,1.8883855538528143,0.038686382389833573,2.942107123465844,3.3211616184089507,3.2770126487977453,3.7652268811014777,2.64158983440194,0.6357222597204744,1.217431824010092,Tenth instar,Tenth instar,FALSE,2.490000000000002,FALSE,FALSE
RTXD,m,eighth,6.976,18.452,10.528,12.3445,13.1965,11.8115,13.3035,18.585,20.295499999999997,3.035,2.628,Eighth instar,25.541,25.115000000000002,38.8805,13.93781388884211,1.7421251390184347,-0.03160533941533106,2.634605570139268,3.2402850041057003,3.223465277202008,3.6604928395918526,2.579951642918296,0.5551057122557309,0.9662231006223642,Eighth instar,Eighth instar,FALSE,0.047999999999998266,TRUE,TRUE
