contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference,area_ratio,area_percent_difference
eighth - female,0.0039685526476873284,0.014610276753727424,305,-0.03120215092000954,0.039139256215384194,0.271627479381926,0.7860922317056527,Linearized ear size at common body size,1.0039764377801499,0.9692796125044741,1.0399152882348144,0.39764377801498885,1.0079686876177192,0.7968687617719183
ninth - female,0.046369417298173586,0.010192332611906389,305,0.021833844495606745,0.07090499010074043,4.549441140098408,1.5547168040770174e-5,Linearized ear size at common body size,1.0474612898122906,1.0220739471489104,1.073479229869632,4.746128981229059,1.0971751536552274,9.717515365522743
tenth - female,0.07481439813291117,0.013323294823380662,305,0.042741791934085865,0.10688700433173648,5.615307559029735,1.3249916612903572e-7,Linearized ear size at common body size,1.0776841121380785,1.0436683764632568,1.1128085048342238,7.7684112138078465,1.1614030455548385,16.14030455548385
