1,log_foretibia_c.trend,SE,df,lower.CL,upper.CL,t.ratio,p.value
overall,0.7951263179762863,0.06182709009924813,307,0.6734678366032882,0.9167847993492844,12.860484242423626,1.4244066809184835e-30
