n_male_morphs,mean_min_detectable_slope,median_min_detectable_slope,max_min_detectable_slope,min_observed_male_slope,max_observed_male_slope
3,0.3790678368197594,0.25293567350617613,0.6421080415842804,0.1303415477155036,0.29061469527347594
