contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference,area_ratio,area_percent_difference
female - eighth,0.025603869720182006,0.010199384426731104,307,-0.001480228537161274,0.052687967977525285,2.5103348054102153,0.050302811894213297,Linearized ear size,1.0259344642620023,0.9985208664607508,1.0541006806310285,2.59344642620023,1.0525415249605616,5.254152496056164
female - ninth,0.029487050812677017,0.00929383275060251,307,0.004807612439423358,0.05416648918593067,3.172754621688818,0.00997736233947326,Linearized ear size,1.0299260986795609,1.0048191875502221,1.0556603435563707,2.9926098679560864,1.0607477687413005,6.07477687413005
female - tenth,0.029189762958191586,0.010517680063614365,307,0.0012604420929391291,0.05711908382344404,2.7753043239233715,0.029266418664907982,Linearized ear size,1.0296199596673656,1.0012612367839262,1.0587818866837875,2.9619959667365636,1.0601172613454277,6.011726134542772
eighth - ninth,0.003883181092495011,0.007709514081001402,307,-0.016589156075125164,0.024355518260115186,0.5036868798338867,1,Linearized ear size,1.003890730408818,0.9835476862301388,1.024654536541645,0.3890730408818044,1.0077965986007502,0.7796598600750215
eighth - tenth,0.0035858932380095805,0.011429102790343723,307,-0.02676367787489681,0.033935464350915975,0.3137510707349004,1,Linearized ear size,1.003592330245007,0.9735912955037789,1.0345178412933889,0.3592330245006936,1.007197565326603,0.7197565326602984
ninth - tenth,-2.972878544854306e-4,0.008244987861339903,307,-0.02219155637346336,0.021596980664492497,-0.03605679710935535,1,Linearized ear size,0.99970275633117,0.9780528648459591,1.021831883467304,-0.029724366882999398,0.9994056010161386,-0.059439898386137724
