group,relative_head_size.trend,SE,df,lower.CL,upper.CL,t.ratio,p.value
female,0.4023751586465145,0.1154852181947937,301,0.1751145080505723,0.6296358092424568,3.4842135204508313,5.66900360952485e-4
eighth,0.6821819282649821,0.09357121742487508,301,0.49804532549073943,0.8663185310392248,7.290510341095874,2.7393931760319606e-12
ninth,0.5626519477501836,0.0895847807860363,301,0.3863601600809691,0.7389437354193981,6.280664447837605,1.1771847796421617e-9
tenth,0.9441198081548284,0.23754194233055137,301,0.47666659464651645,1.4115730216631404,3.9745393966722684,8.833605049381292e-5
