group,emmean,SE,df,lower.CL,upper.CL,t.ratio,p.value,predicted_eye_length,eye_lower,eye_upper
female,1.0716801997573027,0.01667610418871588,307,1.0388662745416675,1.1044941249729379,64.26442217136483,4.190432469842264e-180,2.9202820373730236,2.8260112765518897,3.0176975048057457
eighth,0.957732915522083,0.00905956678745415,307,0.939906213092943,0.9755596179512229,105.71508969373332,1.6709447106237428e-243,2.605782243449775,2.5597413368483486,2.652651266959018
ninth,0.927548557986967,0.01339221925508331,307,0.9011964030630937,0.9539007129108403,69.26025778997723,1.918974846028593e-189,2.528303584770679,2.462547548869064,2.5958154674820264
tenth,0.9381146825093605,0.019698004756291684,307,0.8993544992162172,0.9768748658025037,47.62485815776443,8.008244925009706e-144,2.5551595873549546,2.4580159477336307,2.656142456224396
