ID,sex,morph,pronotum,head_length,head_width,forefemur,foretibia,midfemur,midtibia,hindfemur,hindtibia,ear,eye
RJVU,f,female,7.683,12.109,7.685,11.673,12.3325,11.3305,12.605,19.371000000000002,20.5475,2.987,2.6845
RMQE,f,female,8.094,12.848,7.865,11.991,13,11.6675,12.9275,20.424500000000002,21.325499999999998,3.004,2.713
RNCJ,f,female,7.555,12.446,7.816,11.645,12.3275,11.501000000000001,12.24,19.2065,20.0835,2.9335,2.6079999999999997
RNFD,f,female,8.219,13.689,8.711,12.9435,13.305,13.2125,13.6295,22.244,23.84,3.1325000000000003,2.6870000000000003
RPNA,m,eighth,6.39,17.927,9.447,11.2865,11.7235,10.761500000000002,11.494,16.695999999999998,18.175,2.1159999999999997,2.7075
RQME,m,ninth,6.735,19.876,10.146,12.18,13.151499999999999,11.5335,12.940999999999999,17.9205,19.6035,3.108,2.694
RSFE,m,tenth,7.484,26.64,13.488,13.657,14.035499999999999,12.5595,13.937,20.999499999999998,22.174,3.566,3.3785
RTXD,m,eighth,6.976,18.452,10.528,12.3445,13.1965,11.811499999999999,13.3035,18.585,20.295499999999997,3.035,2.628
RWGW,m,eighth,6.105,15.679,8.506,11.1135,11.936,10.462499999999999,12.036000000000001,16.186,17.435499999999998,2.593,2.6405000000000003
SBJV,m,tenth,7.486,26.997,12.715,13.6935,14.145,12.146,13.9865,19.179499999999997,20.728,3.3015,3.2845
SBJVC,m,ninth,6.497,23.893,12.284,13.336500000000001,13.358,12.382,13.331499999999998,19.18,21.249000000000002,3.1325000000000003,3.083
SCBI,m,tenth,8.018,26.219,13.339,14.0855,14.683,12.708,14.482,19.556,22.0385,3.7305,3.416
SCXD,m,ninth,7.215,20.147,10.41,11.892,13.155000000000001,11.091000000000001,12.686,17.4755,18.258499999999998,3.0454999999999997,2.613
SDBA,m,ninth,6.925,20.561,10.144,12.616,12.880500000000001,11.6105,12.551,18.561500000000002,19.6385,2.7190000000000003,2.9475
SDVC,m,ninth,7.158,22.423,11.32,13.482,13.889,12.565,13.629,19.799500000000002,21.649,2.9765,3.0195
SEVZ,f,female,8.389,13.706,8.851,13.321,14.369,12.871,13.858,21.5105,24.5195,3.529,2.8265000000000002
SFBL,f,female,8.098,13.091,8.133,12.2465,13.049,12.334,13.727,20.901,22.9935,3.0700000000000003,2.7195
SGBK,m,ninth,6.939,21.57,10.906,12.9785,13.8335,12.433499999999999,13.7955,19.2225,20.5245,3.5655,3.098
SMVB,m,eighth,6.867,18.044,9.605,11.9315,12.455,10.919,12.350000000000001,15.525,16.313000000000002,2.7065,2.755
SMXT,m,eighth,5.744,12.156,7.891,10.303,10.7595,9.685,10.431000000000001,15.433,16.095,1.996,2.2430000000000003
SNCY,f,female,8.379,13.165,8.55,12.811499999999999,13.651,12.2925,13.981,21.2685,23.223,3.198,2.822
SNDZ,m,ninth,7.488,19.541,10.706,12.8195,13.6485,11.940000000000001,13.488,18.637500000000003,21.3585,3.7439999999999998,2.551
SQCA,m,tenth,7.59,25.214,12.477,13.524000000000001,14.0355,12.04,13.683,19.8295,21.622500000000002,3.184,3.224
SSQG,m,tenth,7.689,25.91,12.393,13.901,14.5805,12.96,14.878499999999999,19.8045,21.711,3.536,2.925
SVLP,m,ninth,6.834,19.358,10.085,12.531500000000001,12.99,11.806000000000001,12.7335,18.063499999999998,20.4315,2.8360000000000003,2.6895
SXDN,f,female,7.555,11.905,7.706,11.582,12.0535,11.6715,12.0915,19.615000000000002,21.139499999999998,2.5625,2.588
SYKW,m,tenth,7.078,25.874,12.88,14.0205,14.459,12.817499999999999,14.418,19.7595,22.225499999999997,3.6535,3.3525
TABC,m,ninth,7.063,20.5,10.691,12.253,12.7985,11.7015,12.872,18.2955,20.46,2.507,2.8760000000000003
TART,f,female,7.81,13.129,8.195,11.485,12.535499999999999,11.648,12.6125,20.8375,23.871,2.855,2.5475000000000003
TKBC,m,ninth,7.242,23.755,12.282,12.856,13.011500000000002,12.0055,13.152000000000001,19.136000000000003,21.079,2.5615,2.8064999999999998
TKSH,m,ninth,7.189,21.423,11.301,13.167,13.388,12.132,13.7945,19.6005,22.3575,2.6975,3.115
TRCQ,f,female,7.792,12.377,7.845,12.1385,13.2815,12.2075,13.678,20.0245,21.576999999999998,3.1695,2.5215
TSNP,m,tenth,7.302,24.837,12.365,13.0085,13.680499999999999,12.331499999999998,13.693999999999999,19.058500000000002,21.1635,2.8979999999999997,3.1710000000000003
TSPY,f,female,7.082,10.461,6.892,10.9875,11.811499999999999,10.864999999999998,12.025,18.07,19.739,3.0789999999999997,2.4370000000000003
TWQN,m,eighth,6.038,15.802,8.783,11.053,11.559,10.716000000000001,11.600999999999999,16.979,,2.495,2.4524999999999997
TYRB,m,eighth,7.488,16.907,9.596,12.237,12.459,11.121500000000001,12.2455,18.244999999999997,18.698,3.157,2.5415
UCYK,f,female,7.358,11.6,7.603,11.2,11.7925,10.98,12.276,18.677500000000002,20.7605,2.7245,2.614
UHRS,m,ninth,7.047,18.62,10.853,12.5485,13.7635,12.0895,13.275500000000001,18.722,20.311999999999998,3.181,2.927
UKOQ,m,tenth,7.438,26.978,12.939,13.5745,14.244,12.689499999999999,14.102,19.551000000000002,21.6545,3.3760000000000003,3.2065
ULBD,m,ninth,7.331,22.949,11.905,13.375499999999999,14.3005,12.3235,13.7725,19.3745,21.3795,3.8,2.9225000000000003
UMXA,f,female,8.342,13.39,8.565,11.873,12.999500000000001,11.727,13.086500000000001,19.8095,21.789,3.3825000000000003,2.644
UNBX,m,eighth,6.437,16.453,9.195,11.173,12.506,10.74,11.986,16.4795,18.2405,2.4145000000000003,2.7125
UPBJ,f,female,7.773,13.34,8.44,11.975,12.788,11.788,12.628,20.5805,21.701,3.1710000000000003,2.543
UQVJ,m,ninth,6.663,20.062,10.446,12.045,12.117,10.8845,12.559000000000001,17.347,19.4805,2.6574999999999998,2.6445
UWVR,f,female,7.505,12.629,7.934,11.469000000000001,12.305499999999999,11.3095,12.59,19.329,21.2145,2.8295000000000003,2.4459999999999997
UYSP,m,tenth,7.95,26.57,12.62,13.749,13.94,12.6795,13.8095,19.698999999999998,20.93,3.4685,3.3545
VDBS,f,female,7.984,12.905,8.43,12.3475,13.085,12.056000000000001,13.4115,20.82,23.0375,3.638,2.614
VDVI,m,tenth,7.624,26,12.603,14.0195,14.191,13.0485,13.834,20.8075,22.163,3.6395,3.299
VECM,m,ninth,7.074,19.196,10.295,12.039,12.9925,11.2655,12.5845,17.9895,19.339,2.4219999999999997,2.6630000000000003
VFCQ,m,eighth,5.713,15.057,8.296,10.4285,11.4165,10.093499999999999,11.107,16.2835,17.0465,2.683,2.4210000000000003
VFPH,m,ninth,7.425,24.147,12.393,13.282,13.544,12.532499999999999,13.832,20.076,20.8155,3.007,3.0540000000000003
VGLK,m,ninth,6.791,20.267,10.42,12.958,13.677,12.207,13.419,18.555500000000002,20.646,3.33,2.7584999999999997
VHBT,m,tenth,8.111,26.878,13.09,13.549,15.029,12.755500000000001,14.243500000000001,20.319499999999998,23.47,3.291,3.286
VJOC,f,female,8.117,13.024,8.601,12.104,12.883500000000002,12.1585,13.675,21.012,22.5865,3.363,2.469
VJTT,f,female,8.134,12.758,8.164,12.0015,12.755500000000001,11.714,13.059000000000001,19.5295,21.8465,3.0985,2.54
VNSP,m,eighth,6.392,18.458,9.43,11.1465,12.718499999999999,10.594000000000001,12.268,16.6545,19.1545,2.6635,2.774
VNVH,f,female,7.883,13.483,8.593,11.4115,12.4565,11.2655,12.1415,19.369,21.753500000000003,3.3195,2.677
VUNA,f,female,7.965,12.812,8.414,12.3385,13.19,12.001000000000001,13.601500000000001,20.0845,23.0195,3.193,2.7495000000000003
WDBI,m,ninth,6.52,19.023,10.36,11.721499999999999,12.5945,11.14,12.745,18.188,19.172,2.8514999999999997,2.6334999999999997
WHQS,f,female,7.482,12.007,7.561,11.104,12.621500000000001,11.5145,12.725,19.436,21.57,3.511,2.5335
WHVM,m,tenth,7.382,25.282,12.289,13.561499999999999,14.265,12.32,13.5205,18.847,19.8945,3.351,3.087
WJST,f,female,8.133,12.557,7.809,12.2775,12.8005,11.915,12.771,20.0135,21.705,3.4690000000000003,2.8289999999999997
WKXK,m,ninth,7.255,23.899,11.507,12.704,13.028500000000001,11.956,12.879999999999999,18.999000000000002,20.545,3.101,2.83
WNVZ,m,ninth,7.017,19.242,10.117,12.021,12.3975,11.1965,12.65,17.118499999999997,18.269,2.8979999999999997,2.635
WQOI,m,ninth,7.152,23.9,12.061,13.7635,14.2805,12.68,14.3855,19.9685,22.1175,3.581,3.0615
WQRK,m,ninth,7.222,20.953,10.415,12.286999999999999,13.2925,11.620000000000001,12.995,17.560499999999998,20.431,3.05,2.857
WSXA,m,eighth,6.222,14.539,8.082,10.975,11.775500000000001,10.655000000000001,11.471499999999999,16.576999999999998,17.7815,2.38,2.2355
WWFJ,m,eighth,6.773,15.47,8.732,10.760000000000002,11.5685,10.1935,11.2315,16.305999999999997,17.351,2.3609999999999998,2.364
WYMS,m,eighth,6.189,17.471,9.43,11.012,11.462,10.053999999999998,11.2275,16.1385,17.2,2.578,2.5380000000000003
XDBU,f,female,7.463,12.481,7.828,12.134,13.2605,11.829,12.655,20.194499999999998,21.5025,3.1685,2.409
XKES,f,female,8.183,14.226,8.891,12.602,13.2945,12.5845,13.404499999999999,21.603,24.2335,3.1165000000000003,2.6535
XMEN,m,eighth,6.713,15.675,8.762,11.167,11.927,10.334,11.722,16.6425,18.069000000000003,2.4185,2.4035
XNIH,f,female,7.144,11.436,7.453,11.0205,12.122,10.957,12.3355,18.822499999999998,20.542,2.8785,2.4755
XOAF,m,ninth,6.989,19.1,10.228,11.5045,12.104,10.282,11.887,17.9925,19.955,2.5895,2.7055
XQBJ,m,tenth,7.139,25.668,12.88,13.3015,13.4925,12.264,13.3,20.5875,21.4435,3.0919999999999996,3.0975
XQHC,m,ninth,6.576,18.516,9.762,12.55,13.729,11.5435,12.652999999999999,17.843,19.387,3.056,2.7569999999999997
XRPL,m,eighth,7.164,18.377,10.717,12.1305,13.0425,11.692,12.789000000000001,18.4315,19.7075,3.0645,2.634
XVQB,m,ninth,6.811,20.394,10.841,11.683,12.5875,11.1305,12.5125,17.092,19.206000000000003,2.7005,2.5725
XWCJ,m,eighth,6.176,16.224,8.741,11.818999999999999,12.411,10.971499999999999,12.099499999999999,16.4425,17.551000000000002,2.759,2.4385
YAKT,m,eighth,5.852,13.189,7.468,10.0185,10.937999999999999,9.366499999999998,10.915500000000002,16.891,19.0195,2.2199999999999998,2.2535
YBYC,m,ninth,6.919,21.106,10.603,13.077,13.176,11.880500000000001,12.814499999999999,17.740499999999997,19.5885,2.6959999999999997,2.4025
YCTD,m,eighth,6.04,14.576,7.82,10.325500000000002,11.547,9.852,10.754,16.204,16.22,2.445,2.3034999999999997
YFAT,f,female,8.576,13.88,8.873,13.251000000000001,14.128499999999999,13.2405,14.004,22.3185,23.802500000000002,3.742,2.724
YGFO,m,eighth,6.708,17.202,9.184,11.188,11.939,10.685,12.018,16.9855,18.661,2.435,2.7750000000000004
YMRF,m,eighth,6.313,16.32,8.967,11.003,12.418,10.1465,11.741,16.615000000000002,17.849,2.438,2.5805
YNBA,m,ninth,7.613,19.932,11.51,12.657,12.905999999999999,11.882,12.715499999999999,19.479,19.02,3.266,3.1635
YNFN,f,female,7.681,12.978,8.206,11.930499999999999,12.5045,11.605,12.5735,19.142,21.7275,2.8655,2.6710000000000003
YNZS,f,female,7.828,13.901,8.793,12.681000000000001,13.4515,12.42,13.410499999999999,20.817,23.2045,3.005,2.6959999999999997
YRUA,f,female,7.401,12.633,7.675,11.789000000000001,12.185500000000001,11.4075,12.2205,19.3035,21.005000000000003,2.9045,2.5445
YRUH,f,female,8.094,12.915,8.12,12.2545,13.0755,12.2955,13.591000000000001,20.587,22.8305,3.145,2.6115000000000004
YSQQ,m,eighth,5.778,14.376,8.27,9.866,11.146,9.7375,11.4235,14.994,16.217,2.324,2.1925
YUWR,m,eighth,6.409,16.218,8.652,11.0165,11.9,10.535499999999999,11.915,16.607,18.386499999999998,2.511,2.4124999999999996
YYNS,f,female,7.254,12.992,8.16,12.233,12.921,12.063,13.128,19.849,22.375,3.472,2.5060000000000002
YZUH,m,eighth,6.293,15.195,8.306,10.6585,11.34,10.085999999999999,11.32,16.4875,16.921,1.9689999999999999,2.4105
ZAQJ,m,eighth,6.09,13.583,7.527,10.058,11.008,9.409500000000001,10.5755,14.666,16.2135,2.3535,2.2615
ZAVH,m,eighth,6.355,15.115,8.541,10.4525,11.387,9.8705,11.1555,16.3965,17.253999999999998,2.2285,2.3505000000000003
ZFKD,m,eighth,6.225,16.372,8.969,10.293500000000002,11.4195,9.736999999999998,11.072500000000002,15.452,17.231,2.302,2.484
ZFXN,m,ninth,7.041,21.004,10.869,12.663499999999999,13.939499999999999,11.6935,13.392,18.394,20.875999999999998,3.1995,2.6340000000000003
ZIER,m,tenth,7.789,26.584,12.816,13.5485,13.643,12.711500000000001,13.5685,19.945999999999998,21.2905,2.8680000000000003,3.2475
ZRDE,m,ninth,7.122,24.105,11.822,13.4945,13.967,12.257,13.8105,19.2475,21.3265,3.1304999999999996,3.061
ZSUF,m,eighth,6.048,15.317,8.304,10.717,11.551,10.0145,11.292,15.8315,17.049500000000002,2.362,2.6790000000000003
ZVNV,m,ninth,6.967,23.168,11.715,13.529499999999999,13.6795,12.1795,13.219,19.795499999999997,20.875,2.9770000000000003,3.0605
ZWYP,f,female,8.046,12.946,8.203,12.2485,13.3385,12.2695,13.633,21.192500000000003,22.411,3.085,2.8795
