"ID","trait","group","included"
"KEMO","hindleg","tenth",TRUE
"KIIU","hindleg","tenth",TRUE
"KORY","hindleg","eighth",TRUE
"KPNC","hindleg","female",TRUE
"KSLC","hindleg","female",TRUE
"KTFS","hindleg","ninth",TRUE
"KTNC","hindleg","female",TRUE
"KVWU","hindleg","female",TRUE
"KWNJ","hindleg","female",TRUE
"KYRB","hindleg","ninth",TRUE
"LAZJ","hindleg","ninth",TRUE
"LEZS","hindleg","eighth",TRUE
"LGMD","hindleg","female",TRUE
"LHWT","hindleg","tenth",TRUE
"LIHW","hindleg","female",TRUE
"LJJN","hindleg","tenth",TRUE
"LKHO","hindleg","eighth",TRUE
"LLJC","hindleg","tenth",TRUE
"LMMX","hindleg","female",TRUE
"LNMX","hindleg","female",TRUE
"LQLO","hindleg","female",TRUE
"LRRL","hindleg","tenth",TRUE
"LRSS","hindleg","ninth",TRUE
"LTEN","hindleg","female",TRUE
"LUXM","hindleg","female",TRUE
"LYTH","hindleg","female",TRUE
"MAKB","hindleg","tenth",TRUE
"MEAE","hindleg","female",TRUE
"MEMQ","hindleg","eighth",TRUE
"MJSX","hindleg","eighth",TRUE
"MKMF","hindleg","ninth",TRUE
"MLES","hindleg","female",TRUE
"MONY","hindleg","eighth",TRUE
"MQFA","hindleg","female",TRUE
"MTZI","hindleg","female",TRUE
"MUVY","hindleg","tenth",TRUE
"MVOV","hindleg","eighth",TRUE
"MXAY","hindleg","female",TRUE
"MYTW","hindleg","female",TRUE
"NACP","hindleg","ninth",TRUE
"NAPZ","hindleg","ninth",TRUE
"NBFT","hindleg","ninth",TRUE
"NDWV","hindleg","ninth",TRUE
"NFQJ","hindleg","female",TRUE
"NFZB","hindleg","female",TRUE
"NLMH","hindleg","female",TRUE
"NMCP","hindleg","ninth",TRUE
"NRDG","hindleg","eighth",TRUE
"NRVV","hindleg","eighth",TRUE
"NSFR","hindleg","ninth",TRUE
"NUDB","hindleg","female",TRUE
"NVHP","hindleg","eighth",TRUE
"OCGB","hindleg","female",TRUE
"ODLJ","hindleg","eighth",TRUE
"OHRS","hindleg","female",TRUE
"OHZZ","hindleg","eighth",TRUE
"OLFY","hindleg","female",TRUE
"ONAU","hindleg","female",TRUE
"OQDA","hindleg","ninth",TRUE
"OTIL","hindleg","female",TRUE
"OVOZ","hindleg","female",TRUE
"OWAU","hindleg","ninth",TRUE
"OZHE","hindleg","female",TRUE
"PAQJ","hindleg","ninth",TRUE
"PBXK","hindleg","eighth",TRUE
"PFPR","hindleg","eighth",TRUE
"PIKP","hindleg","tenth",TRUE
"PMTK","hindleg","eighth",TRUE
"PQXQ","hindleg","female",TRUE
"PTRO","hindleg","female",TRUE
"PVUO","hindleg","ninth",TRUE
"PVXU","hindleg","female",TRUE
"PWML","hindleg","eighth",TRUE
"PXBQ","hindleg","eighth",TRUE
"PXBW","hindleg","eighth",TRUE
"PZFT","hindleg","ninth",TRUE
"PZMO","hindleg","eighth",TRUE
"PZWX","hindleg","eighth",TRUE
"QDVU","hindleg","female",TRUE
"QDXY","hindleg","ninth",TRUE
"QIIV","hindleg","eighth",TRUE
"QMKN","hindleg","female",TRUE
"QOGZ","hindleg","female",TRUE
"QQJU","hindleg","ninth",TRUE
"QRKY","hindleg","female",TRUE
"QSRM","hindleg","ninth",TRUE
"QUAR","hindleg","eighth",FALSE
"QXSG","hindleg","female",TRUE
"QYFB","hindleg","female",TRUE
"QZHA","hindleg","eighth",TRUE
"RBAX","hindleg","ninth",TRUE
"RBFY","hindleg","female",TRUE
"RCMK","hindleg","eighth",TRUE
"RDRL","hindleg","eighth",TRUE
"RIJE","hindleg","female",TRUE
"RIWP","hindleg","ninth",TRUE
"RJGO","hindleg","female",TRUE
"RJVU","hindleg","female",TRUE
"RMQE","hindleg","female",TRUE
"RNCJ","hindleg","female",TRUE
"RNFD","hindleg","female",TRUE
"RPNA","hindleg","eighth",TRUE
"RQME","hindleg","ninth",TRUE
"RSFE","hindleg","tenth",TRUE
"RTXD","hindleg","eighth",TRUE
"RWGW","hindleg","eighth",TRUE
"SBJV","hindleg","tenth",TRUE
"SBJVC","hindleg","ninth",TRUE
"SCBI","hindleg","tenth",TRUE
"SCXD","hindleg","ninth",TRUE
"SDBA","hindleg","ninth",TRUE
"SDVC","hindleg","ninth",TRUE
"SEVZ","hindleg","female",TRUE
"SFBL","hindleg","female",TRUE
"SGBK","hindleg","ninth",TRUE
"SMVB","hindleg","eighth",TRUE
"SMXT","hindleg","eighth",TRUE
"SNCY","hindleg","female",TRUE
"SNDZ","hindleg","ninth",TRUE
"SQCA","hindleg","tenth",TRUE
"SSQG","hindleg","tenth",TRUE
"SVLP","hindleg","ninth",TRUE
"SXDN","hindleg","female",TRUE
"SYKW","hindleg","tenth",TRUE
"TABC","hindleg","ninth",TRUE
"TART","hindleg","female",TRUE
"TKBC","hindleg","ninth",TRUE
"TKSH","hindleg","ninth",TRUE
"TRCQ","hindleg","female",TRUE
"TSNP","hindleg","tenth",TRUE
"TSPY","hindleg","female",TRUE
"TWQN","hindleg","eighth",FALSE
"TYRB","hindleg","eighth",TRUE
"UCYK","hindleg","female",TRUE
"UHRS","hindleg","ninth",TRUE
"UKOQ","hindleg","tenth",TRUE
"ULBD","hindleg","ninth",TRUE
"UMXA","hindleg","female",TRUE
"UNBX","hindleg","eighth",TRUE
"UPBJ","hindleg","female",TRUE
"UQVJ","hindleg","ninth",TRUE
"UWVR","hindleg","female",TRUE
"UYSP","hindleg","tenth",TRUE
"VDBS","hindleg","female",TRUE
"VDVI","hindleg","tenth",TRUE
"VECM","hindleg","ninth",TRUE
"VFCQ","hindleg","eighth",TRUE
"VFPH","hindleg","ninth",TRUE
"VGLK","hindleg","ninth",TRUE
"VHBT","hindleg","tenth",TRUE
"VJOC","hindleg","female",TRUE
"VJTT","hindleg","female",TRUE
"VNSP","hindleg","eighth",TRUE
"VNVH","hindleg","female",TRUE
"VUNA","hindleg","female",TRUE
"WDBI","hindleg","ninth",TRUE
"WHQS","hindleg","female",TRUE
"WHVM","hindleg","tenth",TRUE
"WJST","hindleg","female",TRUE
"WKXK","hindleg","ninth",TRUE
"WNVZ","hindleg","ninth",TRUE
"WQOI","hindleg","ninth",TRUE
"WQRK","hindleg","ninth",TRUE
"WSXA","hindleg","eighth",TRUE
"WWFJ","hindleg","eighth",TRUE
"WYMS","hindleg","eighth",TRUE
"XDBU","hindleg","female",TRUE
"XKES","hindleg","female",TRUE
"XMEN","hindleg","eighth",TRUE
"XNIH","hindleg","female",TRUE
"XOAF","hindleg","ninth",TRUE
"XQBJ","hindleg","tenth",TRUE
"XQHC","hindleg","ninth",TRUE
"XRPL","hindleg","eighth",TRUE
"XVQB","hindleg","ninth",TRUE
"XWCJ","hindleg","eighth",TRUE
"YAKT","hindleg","eighth",TRUE
"YBYC","hindleg","ninth",TRUE
"YCTD","hindleg","eighth",TRUE
"YFAT","hindleg","female",TRUE
"YGFO","hindleg","eighth",TRUE
"YMRF","hindleg","eighth",TRUE
"YNBA","hindleg","ninth",TRUE
"YNFN","hindleg","female",TRUE
"YNZS","hindleg","female",TRUE
"YRUA","hindleg","female",TRUE
"YRUH","hindleg","female",TRUE
"YSQQ","hindleg","eighth",TRUE
"YUWR","hindleg","eighth",TRUE
"YYNS","hindleg","female",TRUE
"YZUH","hindleg","eighth",TRUE
"ZAQJ","hindleg","eighth",TRUE
"ZAVH","hindleg","eighth",TRUE
"ZFKD","hindleg","eighth",TRUE
"ZFXN","hindleg","ninth",TRUE
"ZIER","hindleg","tenth",TRUE
"ZRDE","hindleg","ninth",TRUE
"ZSUF","hindleg","eighth",TRUE
"ZVNV","hindleg","ninth",TRUE
"ZWYP","hindleg","female",TRUE
"ACGN","ear_lin","female",TRUE
"ACIU","ear_lin","female",TRUE
"AGNG","ear_lin","female",TRUE
"AIZJ","ear_lin","female",TRUE
"AKPI","ear_lin","tenth",TRUE
"AQZC","ear_lin","eighth",TRUE
"ASOK","ear_lin","female",TRUE
"ATEZ","ear_lin","female",TRUE
"AZJJ","ear_lin","female",TRUE
"BBRM","ear_lin","ninth",TRUE
"BCSB","ear_lin","female",TRUE
"BLLA","ear_lin","ninth",TRUE
"BYLH","ear_lin","female",TRUE
"BZCS","ear_lin","ninth",TRUE
"CAPF","ear_lin","tenth",TRUE
"CAXC","ear_lin","eighth",TRUE
"CBMA","ear_lin","female",TRUE
"CBRE","ear_lin","eighth",TRUE
"CCQV","ear_lin","female",TRUE
"CGRD","ear_lin","eighth",TRUE
"CHCF","ear_lin","female",TRUE
"CPWC","ear_lin","female",TRUE
"CTFK","ear_lin","tenth",TRUE
"CVHB","ear_lin","female",TRUE
"CVLU","ear_lin","eighth",TRUE
"CVQJ","ear_lin","female",TRUE
"CWPJ","ear_lin","ninth",TRUE
"CWRT","ear_lin","eighth",TRUE
"DESX","ear_lin","female",TRUE
"DFDF","ear_lin","ninth",TRUE
"DFME","ear_lin","eighth",TRUE
"DJFZ","ear_lin","tenth",TRUE
"DNHH","ear_lin","tenth",TRUE
"DOCI","ear_lin","ninth",TRUE
"DQAS","ear_lin","eighth",TRUE
"DQAV","ear_lin","eighth",TRUE
"DSPJ","ear_lin","eighth",TRUE
"DUFU","ear_lin","ninth",TRUE
"DYFV","ear_lin","tenth",TRUE
"EAXA","ear_lin","ninth",TRUE
"EAXN","ear_lin","eighth",TRUE
"ECHF","ear_lin","ninth",TRUE
"ECJN","ear_lin","tenth",TRUE
"ECOO","ear_lin","ninth",TRUE
"EDIK","ear_lin","eighth",TRUE
"EFLR","ear_lin","ninth",TRUE
"EJSA","ear_lin","ninth",TRUE
"EMIY","ear_lin","female",TRUE
"EMMR","ear_lin","tenth",TRUE
"EWKB","ear_lin","ninth",TRUE
"EXFC","ear_lin","eighth",TRUE
"FDUO","ear_lin","female",TRUE
"FFVD","ear_lin","female",TRUE
"FHEO","ear_lin","female",TRUE
"FJIV","ear_lin","ninth",TRUE
"FKWM","ear_lin","eighth",TRUE
"FLUS","ear_lin","female",TRUE
"FRAY","ear_lin","female",TRUE
"FRKH","ear_lin","female",TRUE
"FXZS","ear_lin","ninth",TRUE
"FYEF","ear_lin","female",TRUE
"FZRV","ear_lin","female",TRUE
"GDWH","ear_lin","tenth",TRUE
"GLXO","ear_lin","female",TRUE
"GMLX","ear_lin","eighth",TRUE
"GRAC","ear_lin","ninth",TRUE
"GRRD","ear_lin","female",TRUE
"GVKA","ear_lin","eighth",TRUE
"GWYL","ear_lin","eighth",TRUE
"GXQD","ear_lin","ninth",TRUE
"GYFU","ear_lin","female",TRUE
"HDAF","ear_lin","tenth",TRUE
"HDAI","ear_lin","female",TRUE
"HDZC","ear_lin","tenth",TRUE
"HEDP","ear_lin","eighth",TRUE
"HIHW","ear_lin","eighth",TRUE
"HKWK","ear_lin","eighth",TRUE
"HNNH","ear_lin","female",TRUE
"HNUV","ear_lin","eighth",TRUE
"HOHH","ear_lin","ninth",TRUE
"HRBI","ear_lin","eighth",TRUE
"HTCT","ear_lin","ninth",TRUE
"HZFK","ear_lin","eighth",TRUE
"IEAL","ear_lin","female",TRUE
"IEJY","ear_lin","eighth",TRUE
"IEPT","ear_lin","tenth",TRUE
"IJNE","ear_lin","ninth",TRUE
"ILNB","ear_lin","tenth",TRUE
"INPV","ear_lin","female",TRUE
"IULK","ear_lin","ninth",TRUE
"IVIQ","ear_lin","female",TRUE
"IVMB","ear_lin","ninth",TRUE
"JDGM","ear_lin","female",TRUE
"JDYH","ear_lin","ninth",TRUE
"JHFO","ear_lin","female",TRUE
"JONV","ear_lin","ninth",TRUE
"JOYH","ear_lin","tenth",TRUE
"JOZD","ear_lin","eighth",TRUE
"JPJS","ear_lin","female",TRUE
"JPJT","ear_lin","female",TRUE
"JRYP","ear_lin","eighth",TRUE
"JUCL","ear_lin","ninth",TRUE
"JUGA","ear_lin","female",TRUE
"JUJH","ear_lin","ninth",TRUE
"JUYN","ear_lin","female",TRUE
"JXVQ","ear_lin","tenth",TRUE
"JZEI","ear_lin","ninth",TRUE
"JZJE","ear_lin","female",TRUE
"KAIL","ear_lin","ninth",TRUE
"KAOK","ear_lin","female",TRUE
"KDQD","ear_lin","female",TRUE
"KECL","ear_lin","female",TRUE
"KEHR","ear_lin","female",TRUE
"KEMO","ear_lin","tenth",TRUE
"KIIU","ear_lin","tenth",TRUE
"KORY","ear_lin","eighth",TRUE
"KPNC","ear_lin","female",TRUE
"KSLC","ear_lin","female",TRUE
"KTFS","ear_lin","ninth",TRUE
"KTNC","ear_lin","female",TRUE
"KVWU","ear_lin","female",TRUE
"KWNJ","ear_lin","female",TRUE
"KYRB","ear_lin","ninth",TRUE
"LAZJ","ear_lin","ninth",TRUE
"LEZS","ear_lin","eighth",TRUE
"LGMD","ear_lin","female",TRUE
"LHWT","ear_lin","tenth",TRUE
"LIHW","ear_lin","female",TRUE
"LJJN","ear_lin","tenth",TRUE
"LKHO","ear_lin","eighth",TRUE
"LLJC","ear_lin","tenth",TRUE
"LMMX","ear_lin","female",TRUE
"LNMX","ear_lin","female",TRUE
"LQLO","ear_lin","female",TRUE
"LRRL","ear_lin","tenth",TRUE
"LRSS","ear_lin","ninth",TRUE
"LTEN","ear_lin","female",TRUE
"LUXM","ear_lin","female",TRUE
"LYTH","ear_lin","female",TRUE
"MAKB","ear_lin","tenth",TRUE
"MEAE","ear_lin","female",TRUE
"MEMQ","ear_lin","eighth",TRUE
"MJSX","ear_lin","eighth",TRUE
"MKMF","ear_lin","ninth",TRUE
"MLES","ear_lin","female",TRUE
"MONY","ear_lin","eighth",TRUE
"MQFA","ear_lin","female",TRUE
"MTZI","ear_lin","female",TRUE
"MUVY","ear_lin","tenth",TRUE
"MVOV","ear_lin","eighth",TRUE
"MXAY","ear_lin","female",TRUE
"MYTW","ear_lin","female",TRUE
"NACP","ear_lin","ninth",TRUE
"NAPZ","ear_lin","ninth",TRUE
"NBFT","ear_lin","ninth",TRUE
"NDWV","ear_lin","ninth",TRUE
"NFQJ","ear_lin","female",TRUE
"NFZB","ear_lin","female",TRUE
"NLMH","ear_lin","female",TRUE
"NMCP","ear_lin","ninth",TRUE
"NRDG","ear_lin","eighth",TRUE
"NRVV","ear_lin","eighth",TRUE
"NSFR","ear_lin","ninth",TRUE
"NUDB","ear_lin","female",TRUE
"NVHP","ear_lin","eighth",TRUE
"OCGB","ear_lin","female",TRUE
"ODLJ","ear_lin","eighth",TRUE
"OHRS","ear_lin","female",TRUE
"OHZZ","ear_lin","eighth",TRUE
"OLFY","ear_lin","female",TRUE
"ONAU","ear_lin","female",TRUE
"OQDA","ear_lin","ninth",TRUE
"OTIL","ear_lin","female",TRUE
"OVOZ","ear_lin","female",TRUE
"OWAU","ear_lin","ninth",TRUE
"OZHE","ear_lin","female",TRUE
"PAQJ","ear_lin","ninth",TRUE
"PBXK","ear_lin","eighth",TRUE
"PFPR","ear_lin","eighth",TRUE
"PIKP","ear_lin","tenth",TRUE
"PMTK","ear_lin","eighth",TRUE
"PQXQ","ear_lin","female",TRUE
"PTRO","ear_lin","female",TRUE
"PVUO","ear_lin","ninth",TRUE
"PVXU","ear_lin","female",TRUE
"PWML","ear_lin","eighth",TRUE
"PXBQ","ear_lin","eighth",TRUE
"PXBW","ear_lin","eighth",TRUE
"PZFT","ear_lin","ninth",TRUE
"PZMO","ear_lin","eighth",TRUE
"PZWX","ear_lin","eighth",TRUE
"QDVU","ear_lin","female",TRUE
"QDXY","ear_lin","ninth",TRUE
"QIIV","ear_lin","eighth",TRUE
"QMKN","ear_lin","female",TRUE
"QOGZ","ear_lin","female",TRUE
"QQJU","ear_lin","ninth",TRUE
"QRKY","ear_lin","female",TRUE
"QSRM","ear_lin","ninth",TRUE
"QUAR","ear_lin","eighth",TRUE
"QXSG","ear_lin","female",TRUE
"QYFB","ear_lin","female",TRUE
"QZHA","ear_lin","eighth",TRUE
"RBAX","ear_lin","ninth",TRUE
"RBFY","ear_lin","female",TRUE
"RCMK","ear_lin","eighth",TRUE
"RDRL","ear_lin","eighth",TRUE
"RIJE","ear_lin","female",TRUE
"RIWP","ear_lin","ninth",TRUE
"RJGO","ear_lin","female",TRUE
"RJVU","ear_lin","female",TRUE
"RMQE","ear_lin","female",TRUE
"RNCJ","ear_lin","female",TRUE
"RNFD","ear_lin","female",TRUE
"RPNA","ear_lin","eighth",TRUE
"RQME","ear_lin","ninth",TRUE
"RSFE","ear_lin","tenth",TRUE
"RTXD","ear_lin","eighth",TRUE
"RWGW","ear_lin","eighth",TRUE
"SBJV","ear_lin","tenth",TRUE
"SBJVC","ear_lin","ninth",TRUE
"SCBI","ear_lin","tenth",TRUE
"SCXD","ear_lin","ninth",TRUE
"SDBA","ear_lin","ninth",TRUE
"SDVC","ear_lin","ninth",TRUE
"SEVZ","ear_lin","female",TRUE
"SFBL","ear_lin","female",TRUE
"SGBK","ear_lin","ninth",TRUE
"SMVB","ear_lin","eighth",TRUE
"SMXT","ear_lin","eighth",TRUE
"SNCY","ear_lin","female",TRUE
"SNDZ","ear_lin","ninth",TRUE
"SQCA","ear_lin","tenth",TRUE
"SSQG","ear_lin","tenth",TRUE
"SVLP","ear_lin","ninth",TRUE
"SXDN","ear_lin","female",TRUE
"SYKW","ear_lin","tenth",TRUE
"TABC","ear_lin","ninth",TRUE
"TART","ear_lin","female",TRUE
"TKBC","ear_lin","ninth",TRUE
"TKSH","ear_lin","ninth",TRUE
"TRCQ","ear_lin","female",TRUE
"TSNP","ear_lin","tenth",TRUE
"TSPY","ear_lin","female",TRUE
"TWQN","ear_lin","eighth",TRUE
"TYRB","ear_lin","eighth",TRUE
"UCYK","ear_lin","female",TRUE
"UHRS","ear_lin","ninth",TRUE
"UKOQ","ear_lin","tenth",TRUE
"ULBD","ear_lin","ninth",TRUE
"UMXA","ear_lin","female",TRUE
"UNBX","ear_lin","eighth",TRUE
"UPBJ","ear_lin","female",TRUE
"UQVJ","ear_lin","ninth",TRUE
"UWVR","ear_lin","female",TRUE
"UYSP","ear_lin","tenth",TRUE
"VDBS","ear_lin","female",TRUE
"VDVI","ear_lin","tenth",TRUE
"VECM","ear_lin","ninth",TRUE
"VFCQ","ear_lin","eighth",TRUE
"VFPH","ear_lin","ninth",TRUE
"VGLK","ear_lin","ninth",TRUE
"VHBT","ear_lin","tenth",TRUE
"VJOC","ear_lin","female",TRUE
"VJTT","ear_lin","female",TRUE
"VNSP","ear_lin","eighth",TRUE
"VNVH","ear_lin","female",TRUE
"VUNA","ear_lin","female",TRUE
"WDBI","ear_lin","ninth",TRUE
"WHQS","ear_lin","female",TRUE
"WHVM","ear_lin","tenth",TRUE
"WJST","ear_lin","female",TRUE
"WKXK","ear_lin","ninth",TRUE
"WNVZ","ear_lin","ninth",TRUE
"WQOI","ear_lin","ninth",TRUE
"WQRK","ear_lin","ninth",TRUE
"WSXA","ear_lin","eighth",TRUE
"WWFJ","ear_lin","eighth",TRUE
"WYMS","ear_lin","eighth",TRUE
"XDBU","ear_lin","female",TRUE
"XKES","ear_lin","female",TRUE
"XMEN","ear_lin","eighth",TRUE
"XNIH","ear_lin","female",TRUE
"XOAF","ear_lin","ninth",TRUE
"XQBJ","ear_lin","tenth",TRUE
"XQHC","ear_lin","ninth",TRUE
"XRPL","ear_lin","eighth",TRUE
"XVQB","ear_lin","ninth",TRUE
"XWCJ","ear_lin","eighth",TRUE
"YAKT","ear_lin","eighth",TRUE
"YBYC","ear_lin","ninth",TRUE
"YCTD","ear_lin","eighth",TRUE
"YFAT","ear_lin","female",TRUE
"YGFO","ear_lin","eighth",TRUE
"YMRF","ear_lin","eighth",TRUE
"YNBA","ear_lin","ninth",TRUE
"YNFN","ear_lin","female",TRUE
"YNZS","ear_lin","female",TRUE
"YRUA","ear_lin","female",TRUE
"YRUH","ear_lin","female",TRUE
"YSQQ","ear_lin","eighth",TRUE
"YUWR","ear_lin","eighth",TRUE
"YYNS","ear_lin","female",TRUE
"YZUH","ear_lin","eighth",TRUE
"ZAQJ","ear_lin","eighth",TRUE
"ZAVH","ear_lin","eighth",TRUE
"ZFKD","ear_lin","eighth",TRUE
"ZFXN","ear_lin","ninth",TRUE
"ZIER","ear_lin","tenth",TRUE
"ZRDE","ear_lin","ninth",TRUE
"ZSUF","ear_lin","eighth",TRUE
"ZVNV","ear_lin","ninth",TRUE
"ZWYP","ear_lin","female",TRUE
"ACGN","eye","female",TRUE
"ACIU","eye","female",TRUE
"AGNG","eye","female",TRUE
"AIZJ","eye","female",TRUE
"AKPI","eye","tenth",TRUE
"AQZC","eye","eighth",TRUE
"ASOK","eye","female",TRUE
"ATEZ","eye","female",TRUE
"AZJJ","eye","female",TRUE
"BBRM","eye","ninth",TRUE
"BCSB","eye","female",TRUE
"BLLA","eye","ninth",TRUE
"BYLH","eye","female",TRUE
"BZCS","eye","ninth",TRUE
"CAPF","eye","tenth",TRUE
"CAXC","eye","eighth",TRUE
"CBMA","eye","female",TRUE
"CBRE","eye","eighth",TRUE
"CCQV","eye","female",TRUE
"CGRD","eye","eighth",TRUE
"CHCF","eye","female",TRUE
"CPWC","eye","female",TRUE
"CTFK","eye","tenth",TRUE
"CVHB","eye","female",TRUE
"CVLU","eye","eighth",TRUE
"CVQJ","eye","female",TRUE
"CWPJ","eye","ninth",TRUE
"CWRT","eye","eighth",TRUE
"DESX","eye","female",TRUE
"DFDF","eye","ninth",TRUE
"DFME","eye","eighth",TRUE
"DJFZ","eye","tenth",TRUE
"DNHH","eye","tenth",TRUE
"DOCI","eye","ninth",TRUE
"DQAS","eye","eighth",TRUE
"DQAV","eye","eighth",TRUE
"DSPJ","eye","eighth",TRUE
"DUFU","eye","ninth",TRUE
"DYFV","eye","tenth",TRUE
"EAXA","eye","ninth",TRUE
"EAXN","eye","eighth",TRUE
"ECHF","eye","ninth",TRUE
"ECJN","eye","tenth",TRUE
"ECOO","eye","ninth",TRUE
"EDIK","eye","eighth",TRUE
"EFLR","eye","ninth",TRUE
"EJSA","eye","ninth",TRUE
"EMIY","eye","female",TRUE
"EMMR","eye","tenth",TRUE
"EWKB","eye","ninth",TRUE
"EXFC","eye","eighth",TRUE
"FDUO","eye","female",TRUE
"FFVD","eye","female",TRUE
"FHEO","eye","female",TRUE
"FJIV","eye","ninth",TRUE
"FKWM","eye","eighth",TRUE
"FLUS","eye","female",TRUE
"FRAY","eye","female",TRUE
"FRKH","eye","female",TRUE
"FXZS","eye","ninth",TRUE
"FYEF","eye","female",TRUE
"FZRV","eye","female",TRUE
"GDWH","eye","tenth",TRUE
"GLXO","eye","female",TRUE
"GMLX","eye","eighth",TRUE
"GRAC","eye","ninth",TRUE
"GRRD","eye","female",TRUE
"GVKA","eye","eighth",TRUE
"GWYL","eye","eighth",TRUE
"GXQD","eye","ninth",TRUE
"GYFU","eye","female",TRUE
"HDAF","eye","tenth",TRUE
"HDAI","eye","female",TRUE
"HDZC","eye","tenth",TRUE
"HEDP","eye","eighth",TRUE
"HIHW","eye","eighth",TRUE
"HKWK","eye","eighth",TRUE
"HNNH","eye","female",TRUE
"HNUV","eye","eighth",TRUE
"HOHH","eye","ninth",TRUE
"HRBI","eye","eighth",TRUE
"HTCT","eye","ninth",TRUE
"HZFK","eye","eighth",TRUE
"IEAL","eye","female",TRUE
"IEJY","eye","eighth",TRUE
"IEPT","eye","tenth",TRUE
"IJNE","eye","ninth",TRUE
"ILNB","eye","tenth",TRUE
"INPV","eye","female",TRUE
"IULK","eye","ninth",TRUE
"IVIQ","eye","female",TRUE
"IVMB","eye","ninth",TRUE
"JDGM","eye","female",TRUE
"JDYH","eye","ninth",TRUE
"JHFO","eye","female",TRUE
"JONV","eye","ninth",TRUE
"JOYH","eye","tenth",TRUE
"JOZD","eye","eighth",TRUE
"JPJS","eye","female",TRUE
"JPJT","eye","female",TRUE
"JRYP","eye","eighth",TRUE
"JUCL","eye","ninth",TRUE
"JUGA","eye","female",TRUE
"JUJH","eye","ninth",TRUE
"JUYN","eye","female",TRUE
"JXVQ","eye","tenth",TRUE
"JZEI","eye","ninth",TRUE
"JZJE","eye","female",TRUE
"KAIL","eye","ninth",TRUE
"KAOK","eye","female",TRUE
"KDQD","eye","female",TRUE
"KECL","eye","female",TRUE
"KEHR","eye","female",TRUE
"KEMO","eye","tenth",TRUE
"KIIU","eye","tenth",TRUE
"KORY","eye","eighth",TRUE
"KPNC","eye","female",TRUE
"KSLC","eye","female",TRUE
"KTFS","eye","ninth",TRUE
"KTNC","eye","female",TRUE
"KVWU","eye","female",TRUE
"KWNJ","eye","female",TRUE
"KYRB","eye","ninth",TRUE
"LAZJ","eye","ninth",TRUE
"LEZS","eye","eighth",TRUE
"LGMD","eye","female",TRUE
"LHWT","eye","tenth",TRUE
"LIHW","eye","female",TRUE
"LJJN","eye","tenth",TRUE
"LKHO","eye","eighth",TRUE
"LLJC","eye","tenth",TRUE
"LMMX","eye","female",TRUE
"LNMX","eye","female",TRUE
"LQLO","eye","female",TRUE
"LRRL","eye","tenth",TRUE
"LRSS","eye","ninth",TRUE
"LTEN","eye","female",TRUE
"LUXM","eye","female",TRUE
"LYTH","eye","female",TRUE
"MAKB","eye","tenth",TRUE
"MEAE","eye","female",TRUE
"MEMQ","eye","eighth",TRUE
"MJSX","eye","eighth",TRUE
"MKMF","eye","ninth",TRUE
"MLES","eye","female",TRUE
"MONY","eye","eighth",TRUE
"MQFA","eye","female",TRUE
"MTZI","eye","female",TRUE
"MUVY","eye","tenth",TRUE
"MVOV","eye","eighth",TRUE
"MXAY","eye","female",TRUE
"MYTW","eye","female",TRUE
"NACP","eye","ninth",TRUE
"NAPZ","eye","ninth",TRUE
"NBFT","eye","ninth",TRUE
"NDWV","eye","ninth",TRUE
"NFQJ","eye","female",TRUE
"NFZB","eye","female",TRUE
"NLMH","eye","female",TRUE
"NMCP","eye","ninth",TRUE
"NRDG","eye","eighth",TRUE
"NRVV","eye","eighth",TRUE
"NSFR","eye","ninth",TRUE
"NUDB","eye","female",TRUE
"NVHP","eye","eighth",TRUE
"OCGB","eye","female",TRUE
"ODLJ","eye","eighth",TRUE
"OHRS","eye","female",TRUE
"OHZZ","eye","eighth",TRUE
"OLFY","eye","female",TRUE
"ONAU","eye","female",TRUE
"OQDA","eye","ninth",TRUE
"OTIL","eye","female",TRUE
"OVOZ","eye","female",TRUE
"OWAU","eye","ninth",TRUE
"OZHE","eye","female",TRUE
"PAQJ","eye","ninth",TRUE
"PBXK","eye","eighth",TRUE
"PFPR","eye","eighth",TRUE
"PIKP","eye","tenth",TRUE
"PMTK","eye","eighth",TRUE
"PQXQ","eye","female",TRUE
"PTRO","eye","female",TRUE
"PVUO","eye","ninth",TRUE
"PVXU","eye","female",TRUE
"PWML","eye","eighth",TRUE
"PXBQ","eye","eighth",TRUE
"PXBW","eye","eighth",TRUE
"PZFT","eye","ninth",TRUE
"PZMO","eye","eighth",TRUE
"PZWX","eye","eighth",TRUE
"QDVU","eye","female",TRUE
"QDXY","eye","ninth",TRUE
"QIIV","eye","eighth",TRUE
"QMKN","eye","female",TRUE
"QOGZ","eye","female",TRUE
"QQJU","eye","ninth",TRUE
"QRKY","eye","female",TRUE
"QSRM","eye","ninth",TRUE
"QUAR","eye","eighth",TRUE
"QXSG","eye","female",TRUE
"QYFB","eye","female",TRUE
"QZHA","eye","eighth",TRUE
"RBAX","eye","ninth",TRUE
"RBFY","eye","female",TRUE
"RCMK","eye","eighth",TRUE
"RDRL","eye","eighth",TRUE
"RIJE","eye","female",TRUE
"RIWP","eye","ninth",TRUE
"RJGO","eye","female",TRUE
"RJVU","eye","female",TRUE
"RMQE","eye","female",TRUE
"RNCJ","eye","female",TRUE
"RNFD","eye","female",TRUE
"RPNA","eye","eighth",TRUE
"RQME","eye","ninth",TRUE
"RSFE","eye","tenth",TRUE
