contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value,outcome,ratio,ratio_lower,ratio_upper,percent_difference,area_ratio,area_percent_difference,Holm_family
Female - Eighth instar,-0.003810417928322385,0.012309662040814247,308,-0.036497590565726226,0.028876754709081454,-0.30954691653503247,0.7571148426414942,Linearized ear size at common body size,0.9961968325020917,0.9641604169746795,1.0292977305593567,-0.3803167497908322,0.9924081290872006,-0.7591870912799448,Six all-pairwise group contrasts for tympanal area
Female - Ninth instar,-0.04562049256397238,0.008953489207595098,308,-0.06939565767130251,-0.021845327456642253,-5.095275317389478,2.4337407380587547e-6,Linearized ear size at common body size,0.9554044765011717,0.9329574752615731,0.9783915536584955,-4.459552349882834,0.9127977137184778,-8.720228628152215,Six all-pairwise group contrasts for tympanal area
Female - Tenth instar,-0.07139246134545343,0.008709087814561641,308,-0.09451864108662009,-0.04826628160428679,-8.197467159084658,4.011630648778027e-14,Linearized ear size at common body size,0.9310964010654174,0.9098107746064965,0.9528800188719837,-6.890359893458264,0.8669405080769725,-13.305949192302746,Six all-pairwise group contrasts for tympanal area
Eighth instar - Ninth instar,-0.041810074635649994,0.008473412525612196,308,-0.064310440375529,-0.01930970889577099,-4.934266390226204,3.958034969150581e-6,Linearized ear size at common body size,0.9590519115600236,0.9377138501010345,0.9808755293182809,-4.094808843997644,0.9197805690669353,-8.021943093306472,Six all-pairwise group contrasts for tympanal area
Eighth instar - Tenth instar,-0.06758204341713105,0.01238448575952336,308,-0.10046790354105628,-0.034696183293205805,-5.4569922990272035,4.984534609027662e-7,Linearized ear size at common body size,0.9346510355055384,0.9044141404382462,0.9658988278846167,-6.534896449446159,0.8735725581715752,-12.642744182842481,Six all-pairwise group contrasts for tympanal area
Ninth instar - Tenth instar,-0.025771968781481053,0.00991188029690349,308,-0.052092053065836835,5.481155028747298e-4,-2.600108961115311,0.019537245011771544,Linearized ear size at common body size,0.9745572937602575,0.9492414822322817,1.000548265745626,-2.544270623974254,0.9497619188213168,-5.023808117868322,Six all-pairwise group contrasts for tympanal area
