"rel.head9" "rel.ear9" "rel.pro9"
"1" 0.109440467408180 0.0176503475159592 -0.020179858961456
"2" -0.395546388914324 -0.0234101547541825 -0.0504112579172992
"3" -0.376972127132902 -0.0370304597417207 -0.024413583531286
"4" -0.221790527979779 0.0527847968512502 -0.0130247928208790
"5" -0.233025693491563 0.0323457280892175 -0.0110463250957526
"6" 0.340993150599693 -0.0305379694867479 0.00618435929858079
"7" -0.394049366397404 -0.039653499289345 0.0718166570881363
"8" -0.725087973009878 0.0174288473859903 -0.0111048258738767
"9" -0.0558047302805746 -0.0480466686704329 0.0500681144506217
"10" -1.10958531127171 -0.0291536628577252 0.0448994624516255
"11" -1.25158704774254 -0.0277951759080705 -0.0116617366637461
"12" 0.460350151178941 0.0121866537478533 0.0297701939370077
"13" -0.190744250613552 0.0178326687523591 0.0143210357714326
"14" 0.281791138050146 0.0161386737075306 0.0167805598541857
"15" 0.324452955104128 0.00383463689254987 -0.0168964168779774
"16" -0.37588152781924 0.000159351580694965 0.0410569861284008
"17" 0.809562138686725 0.0598310541945369 0.0148176373055264
"18" 0.31670707151914 0.04463487214639 -0.0389128127518459
"19" -0.495540646272987 -0.00514307443492317 -0.0368718183273231
"20" 1.716613695117 0.0198057581885548 -0.0162054557791004
"21" -0.668043362862819 -0.0213060968700891 -0.00474215863028495
"22" 0.983804179211287 0.0437910537556349 -0.0100546818292308
"23" 0.778304908886413 0.0130414927341348 -0.066262868464667
"24" 0.758498559327279 -0.0773985517076838 0.0513350711902971
"25" -0.35166254003119 -0.0316406869706394 0.0215436000223565
"26" 0.117029093215245 0.0163957212343850 -0.000535523917267582
"27" -0.152226014483682 0.00325434391451891 -0.0302695600561785
