"rel.head8" "rel.ear8" "rel.pro8"
"1" -0.169987533834131 -0.0246556983870197 -0.0105272052436630
"2" -0.107708825095004 -0.00357799776118579 0.0297812242626795
"3" -0.253972701244096 0.00728269442515662 -0.0497021478469174
"4" -0.127080707890849 0.00424734735856644 0.0115851736534412
"5" -0.221322530691598 0.0821577470445465 0.0194375222629682
"6" 0.0658822379818995 0.0224867582977820 -0.0123156917183205
"7" -0.191037707135736 0.0334240637201535 -0.0160448856870505
"8" -0.170267121684825 -0.0331521280066340 0.0391763245272963
"9" 0.521793056730976 -0.0109971446633331 0.0070539586666849
"10" -0.0772042063041997 -0.00211406771291619 -0.0576435831734421
"11" 0.109512520950955 0.0236798740783289 0.022156898360902
"12" -0.421228997394035 0.0452464808737901 0.0244823625263165
"13" 0.80145441933915 0.0324654122813996 -0.00140167096151244
"14" -0.00226341398926211 0.0248870097819847 -0.0114300962164608
"15" 0.0329137405605701 -0.0382223792306641 0.0254375288442651
"16" -0.162362808367920 -0.0153908850823754 -0.0290012738011765
"17" 0.41024200038131 0.00685677190865351 -0.00867300913965078
"18" 0.572559324222956 0.0149047658840474 -0.0352829061089871
"19" 0.220777908589296 0.00131219452837628 -0.00787583484902918
"20" -0.25538232925795 -0.0739213164179571 -0.00330550648469982
"21" -0.0688117348743006 0.0129323054057236 0.0291875840642579
"22" -0.506504590993188 -0.109851808326424 0.0349052340620986
