 ,Label,Length
1,IEJY-2nd leg-left.jpg:1154-2063,10.63
2,IEJY-2nd leg-left.jpg:1649-1968,NA
3,IEJY-2nd leg-right.jpg:1575-2036,11.098
4,IEJY-2nd leg-right.jpg:1256-2276,12.065
5,IEPT-2nd leg-left.jpg:1352-1901,13.094
6,IEPT-2nd leg-left.jpg:1848-1845,14.544
7,IEPT-2nd leg-right.jpg:1521-1565,13.045
8,IEPT-2nd leg-right.jpg:1043-2010,14.522
9,IJNE-2nd leg-left.jpg:2384-3137,11.012
10,IJNE-2nd leg-left.jpg:1862-3629,12.317
11,IJNE-2nd leg-right.jpg:1598-1782,11.078
12,IJNE-2nd leg-right.jpg:1251-2057,12.239
13,ILNB-2nd leg-left.jpg:0680-2409,13.376
14,ILNB-2nd leg-left.jpg:1844-2045,14.874
15,ILNB-2nd leg-right.jpg:1289-3213,13.438
16,ILNB-2nd leg-right.jpg:2351-3092,14.987
17,INPV-2nd leg-left.jpg:1160-1658,12.534
18,INPV-2nd leg-left.jpg:1796-1551,13.696
19,INPV-2nd leg-right.jpg:1461-3410,12.589
20,INPV-2nd leg-right.jpg:2667-2910,13.784
21,IULK-2nd leg-left.jpg:1235-2211,12.361
22,IULK-2nd leg-left.jpg:1653-2204,13.502
23,IULK-2nd leg-right.jpg:1679-1746,12.46
24,IULK-2nd leg-right.jpg:0981-2150,13.495
25,IVIQ-2nd leg-left.jpg:1551-1455,11.143
26,IVIQ-2nd leg-left.jpg:2078-1491,11.885
27,IVMB-2nd leg-left.jpg:1311-2096,11.458
28,IVMB-2nd leg-left.jpg:1857-1923,12.684
29,JDGM-2nd leg-left.jpg:1328-3024,12.641
30,JDGM-2nd leg-left.jpg:2198-3185,13.276
31,JDGM-2nd leg-right.jpg:1893-2901,12.576
32,JDGM-2nd leg-right.jpg:1436-2783,13.36
33,JDYH-2nd leg-left.jpg:1193-1769,10.838
34,JDYH-2nd leg-left.jpg:1650-1743,12.204
35,JDYH-2nd leg-right.jpg:1715-1880,10.842
36,JDYH-2nd leg-right.jpg:1409-2228,12.288
37,JHFO-2nd leg-left.jpg:0854-2498,11.975
38,JHFO-2nd leg-left.jpg:1500-2274,13.088
39,JHFO-2nd leg-right.jpg:1413-2004,12.37
40,JHFO-2nd leg-right.jpg:0923-2327,13.232
41,JONV-2nd leg-left.jpg:1074-2075,12.363
42,JONV-2nd leg-left.jpg:1589-2079,13.564
43,JONV-2nd leg-right.jpg:1851-2318,12.417
44,JONV-2nd leg-right.jpg:1385-2430,13.488
45,JOYH-2nd leg-left.jpg:1733-1740,12.119
46,JOYH-2nd leg-left.jpg:2190-1815,13.295
47,JOYH-2nd leg-right.jpg:1352-1673,12.126
48,JOYH-2nd leg-right.jpg:1079-2034,13.286
49,JOZD-2nd leg-left.jpg:1503-1386,10.092
50,JOZD-2nd leg-left.jpg:1883-1632,11.563
51,JOZD-2nd leg-right.jpg:1272-1797,10.563
52,JOZD-2nd leg-right.jpg:0998-2160,11.264
53,JPJS-2nd leg-left.jpg:1943-3450,10.589
54,JPJS-2nd leg-left.jpg:1160-2453,11.783
55,JPJS-2nd leg-right.jpg:2241-2955,10.575
56,JPJS-2nd leg-right.jpg:1785-2625,11.432
57,JPJT-2nd leg-left.jpg:1371-2208,11.919
58,JPJT-2nd leg-left.jpg:1911-2007,13.193
59,JPJT-2nd leg-right.jpg:1487-1770,12.222
60,JPJT-2nd leg-right.jpg:0965-2040,12.919
61,JRYP-2nd leg-left.jpg:1319-3684,10.708
62,JRYP-2nd leg-left.jpg:1013-2268,11.554
63,JRYP-2nd leg-right.jpg:1608-3087,10.187
64,JRYP-2nd leg-right.jpg:1947-2733,11.485
65,JUCL-2nd leg-left.jpg:1241-2660,11.813
66,JUCL-2nd leg-left.jpg:1817-2340,12.665
67,JUCL-2nd leg-right.jpg:1136-1764,11.771
68,JUCL-2nd leg-right.jpg:0678-2168,12.278
69,JUGA-2nd leg-left.jpg:1686-1955,11.296
70,JUGA-2nd leg-left.jpg:2160-2153,12.671
71,JUGA-2nd leg-right.jpg:1475-2958,10.797
72,JUGA-2nd leg-right.jpg:1928-1958,12.188
73,JUJH-2nd leg-Right.jpg:1910-2417,12.053
74,JUJH-2nd leg-Right.jpg:2360-2180,13.422
75,JUJH-2nd leg-left.jpg:2561-3627,11.757
76,JUJH-2nd leg-left.jpg:1949-3672,13.236
77,JUYN-2nd leg-left.jpg:1800-1877,11.104
78,JUYN-2nd leg-left.jpg:2207-1826,11.898
79,JUYN-2nd leg-right.jpg:1709-2351,11.27
80,JUYN-2nd leg-right.jpg:1389-2693,11.943
81,JXVQ-2nd leg-left.jpg:1679-2501,12.138
82,JXVQ-2nd leg-left.jpg:1988-2394,13.761
83,JXVQ-2nd leg-right.jpg:1437-2168,12.037
84,JXVQ-2nd leg-right.jpg:1104-2454,13.57
85,JZEI-2nd leg-left.jpg:1485-2373,10.648
86,JZEI-2nd leg-left.jpg:1953-2474,11.807
87,JZEI-2nd leg-right.jpg:1388-2148,10.687
88,JZEI-2nd leg-right.jpg:1028-2384,11.855
89,JZJE-2nd leg-left.jpg:1148-2672,11.881
90,JZJE-2nd leg-left.jpg:1697-2273,13.093
91,JZJE-2nd leg-right.jpg:1715-1973,11.972
92,JZJE-2nd leg-right.jpg:1176-2229,13.012
