 ,Label,Length
1,ACGN-3rd leg-left.jpg:2531-2079,21.439
2,ACGN-3rd leg-left.jpg:1385-2153,23.878
3,ACGN-3rd leg-right.jpg:2177-3280,21.513
4,ACGN-3rd leg-right.jpg:2511-2847,23.478
5,ACIU-3rd leg-left.jpg:1191-2204,19.691
6,ACIU-3rd leg-left.jpg:1734-2169,20.55
7,ACIU-3rd leg-right.jpg:1583-2003,19.73
8,ACIU-3rd leg-right.jpg:1242-2345,20.576
9,AGNG-3rd leg-left.jpg:1179-1842,19.469
10,AGNG-3rd leg-left.jpg:1682-1725,20.018
11,AGNG-3rd leg-right.jpg:1689-1985,19.465
12,AGNG-3rd leg-right.jpg:1190-2466,20.391
13,AIZJ-3rd leg-left.jpg:1023-2015,19.416
14,AIZJ-3rd leg-left.jpg:1646-1890,20.89
15,AIZJ-3rd leg-right.jpg:1617-1722,19.494
16,AIZJ-3rd leg-right.jpg:1187-2102,20.444
17,AKPI-3rd leg-left.jpg:0962-2249,20.274
18,AKPI-3rd leg-left.jpg:2096-1913,21.476
19,AKPI-3rd leg-right.jpg:1910-1589,19.96
20,AKPI-3rd leg-right.jpg:0537-2480,21.515
21,AQZC-3rd leg-left.jpg:1202-2745,17.714
22,AQZC-3rd leg-left.jpg:1956-2325,18.423
23,AQZC-3rd leg-right.jpg:1706-2039,17.867
24,AQZC-3rd leg-right.jpg:0704-2324,18.307
25,ASOK-3rd leg-left.jpg:0906-2303,20.812
26,ASOK-3rd leg-left.jpg:1740-2153,22.201
27,ASOK-3rd leg-right.jpg:1680-2103,20.612
28,ASOK-3rd leg-right.jpg:1395-2414,22.305
29,ATEZ-3rd leg-left.jpg:2198-2987,20.516
30,ATEZ-3rd leg-left.jpg:1668-3008,22.475
31,ATEZ-3rd leg-right.jpg:2129-1967,20.6
32,ATEZ-3rd leg-right.jpg:1566-2001,22.735
33,AZJJ-3rd leg-left.jpg:2604-1880,19.098
34,AZJJ-3rd leg-left.jpg:1578-2673,21.931
35,AZJJ-3rd leg-right.jpg:1635-1668,19.011
36,AZJJ-3rd leg-right.jpg:1181-2420,21.373
37,BBRM-3rd leg-left.jpg:0893-2144,18.129
38,BBRM-3rd leg-left.jpg:1724-1913,18.983
39,BBRM-3rd leg-right.jpg:1644-1526,18.445
40,BBRM-3rd leg-right.jpg:0978-1961,18.782
41,BCSB-3rd leg-left.jpg:1287-2061,19.777
42,BCSB-3rd leg-left.jpg:1871-1980,21.021
43,BCSB-3rd leg-right.jpg:1394-1989,19.67
44,BCSB-3rd leg-right.jpg:1103-2438,20.89
45,BLLA-3rd leg-left.jpg:1808-2246,17.899
46,BLLA-3rd leg-left.jpg:2211-2346,19.344
