 ,Label,Length
1,XKES-Head.jpg:1641-2313,14.226
2,XKES-Head.jpg:1307-2319,8.891
3,XKES-Head.jpg:2211-1860,2.631
4,XKES-Head.jpg:2118-2963,2.676
5,XMEN-Head.jpg:1763-2762,15.675
6,XMEN-Head.jpg:2022-2739,8.762
7,XMEN-Head.jpg:1293-2115,2.387
8,XMEN-Head.jpg:1266-3135,2.42
9,XNIH-Head.jpg:1970-2675,11.436
10,XNIH-Head.jpg:2072-3029,7.453
11,XNIH-Head.jpg:1421-2546,2.437
12,XNIH-Head.jpg:2433-2327,2.514
13,XOAF-Head.jpg:1784-2552,19.1
14,XOAF-Head.jpg:1830-2657,10.228
15,XOAF-Head.jpg:1211-1869,2.686
16,XOAF-Head.jpg:2361-1790,2.725
17,XQBJ-Head.jpg:1791-2598,25.668
18,XQBJ-Head.jpg:1856-2600,12.88
19,XQBJ-Head.jpg:0822-1919,3.067
20,XQBJ-Head.jpg:2034-1248,3.128
21,XQHC-Head.jpg:1377-2093,18.516
22,XQHC-Head.jpg:1499-2220,9.762
23,XQHC-Head.jpg:0612-1571,2.714
24,XQHC-Head.jpg:1725-1217,2.8
25,XRPL-Head.jpg:1767-2814,18.377
26,XRPL-Head.jpg:1811-2973,10.717
27,XRPL-Head.jpg:2366-2016,2.639
28,XRPL-Head.jpg:2364-2013,2.629
29,XVQB-Head.jpg:1451-2511,20.394
30,XVQB-Head.jpg:1416-2457,10.841
31,XVQB-Head.jpg:2534-2984,2.539
32,XVQB-Head.jpg:1665-3681,2.606
33,XWCJ-Head.jpg:1697-2672,16.224
34,XWCJ-Head.jpg:1751-2865,8.741
35,XWCJ-Head.jpg:1266-2090,2.44
36,XWCJ-Head.jpg:2328-2177,2.437
37,YAKT-Head.jpg:1569-2756,13.189
38,YAKT-Head.jpg:1778-2705,7.468
39,YAKT-Head.jpg:1136-3168,2.245
40,YAKT-Head.jpg:1122-2252,2.262
41,YBYC-Head.jpg:1589-2354,21.106
42,YBYC-Head.jpg:1601-2370,10.603
43,YBYC-Head.jpg:1040-3165,2.464
44,YBYC-Head.jpg:2249-3095,2.341
45,YCTD-Head.jpg:1773-2385,14.576
46,YCTD-Head.jpg:1899-2484,7.82
47,YCTD-Head.jpg:1239-2031,2.3
48,YCTD-Head.jpg:2112-1698,2.307
49,YFAT-Head.jpg:1632-2564,13.88
50,YFAT-Head.jpg:1206-2553,8.873
51,YFAT-Head.jpg:2192-2096,2.697
52,YFAT-Head.jpg:2085-3219,2.751
53,YGFO-Head.jpg:1607-3011,17.202
54,YGFO-Head.jpg:1721-3156,9.184
55,YGFO-Head.jpg:0993-2546,2.789
56,YGFO-Head.jpg:2072-2271,2.761
57,YMRF-Head.jpg:1869-2744,16.32
58,YMRF-Head.jpg:1881-2948,8.967
59,YMRF-Head.jpg:1253-2261,2.558
60,YMRF-Head.jpg:2307-2075,2.603
61,YNFN-Head.jpg:1634-2939,12.978
62,YNFN-Head.jpg:1266-2972,8.206
63,YNFN-Head.jpg:2091-3504,2.712
64,YNFN-Head.jpg:2060-2475,2.63
65,YNZS-Head.jpg:1658-2511,13.901
66,YNZS-Head.jpg:1292-2399,8.793
67,YNZS-Head.jpg:1905-3156,2.752
68,YNZS-Head.jpg:2279-2057,2.64
69,YRUA-Head.jpg:1526-2573,12.633
