 ,Label,Length
110,KTNC-3rd leg-left.jpg:1740-1886,21.099
111,KTNC-3rd leg-right.jpg:1547-1788,19.559
112,KTNC-3rd leg-right.jpg:1073-2285,21.156
113,KVWU-3rd leg-left.jpg:0960-2372,21.283
114,KVWU-3rd leg-left.jpg:1985-2322,23.027
115,KVWU-3rd leg-right.jpg:2022-2196,22.288
116,KVWU-3rd leg-right.jpg:1524-2610,23.095
117,KWNJ-3rd leg-left.jpg:1496-2013,20.33
118,KWNJ-3rd leg-left.jpg:2120-1977,21.43
119,KWNJ-3rd leg-right.jpg:2009-1563,20.367
120,KWNJ-3rd leg-right.jpg:0929-2184,21.244
121,KYRB-3rd leg-left.jpg:0848-1895,19.478
122,KYRB-3rd leg-left.jpg:1668-1758,20.439
123,KYRB-3rd leg-right.jpg:2012-3417,18.245
124,KYRB-3rd leg-right.jpg:2594-2841,19.806
125,LAZJ-3rd leg-left.jpg:1629-2142,18.885
126,LAZJ-3rd leg-left.jpg:2064-2213,20.194
127,LAZJ-3rd leg-right.jpg:2055-2112,18.584
128,LAZJ-3rd leg-right.jpg:1127-2390,NA
129,LEZS-3rd leg-left.jpg:0981-1950,18.168
130,LEZS-3rd leg-left.jpg:1565-1940,19.682
131,LEZS-3rd leg-right.jpg:1937-3318,17.613
132,LEZS-3rd leg-right.jpg:2297-2901,18.721
133,LGMD-3rd leg-left.jpg:1149-2130,21.663
134,LGMD-3rd leg-left.jpg:1763-2052,22.403
135,LGMD-3rd leg-right.jpg:1634-2082,21.726
136,LGMD-3rd leg-right.jpg:1176-2474,21.976
137,LHWT-3rd leg-left.jpg:0762-1965,20.685
138,LHWT-3rd leg-left.jpg:1586-1796,22.224
139,LHWT-3rd leg-right.jpg:1929-2954,21.05
140,LHWT-3rd leg-right.jpg:2312-2544,22.233
141,LIHW-3rd leg-left.jpg:1307-2208,19.574
142,LIHW-3rd leg-left.jpg:1836-2255,21.139
143,LIHW-3rd leg-right.jpg:1860-3198,20.356
144,LIHW-3rd leg-right.jpg:2283-2778,20.879
145,LJJN-3rd leg-left.jpg:1049-1932,19.846
146,LJJN-3rd leg-left.jpg:1824-2199,22.488
147,LJJN-3rd leg-right.jpg:1551-1913,20.13
148,LJJN-3rd leg-right.jpg:1226-2381,22.136
149,LKHO-3rd leg-left.jpg:1463-1935,17.439
150,LKHO-3rd leg-left.jpg:1931-1941,18.941
151,LKHO-3rd leg-right.jpg:1413-1970,16.967
152,LKHO-3rd leg-right.jpg:1331-2282,19.21
153,LLJC-3rd leg-left.jpg:2349-3182,NA
154,LLJC-3rd leg-left.jpg:1689-3261,21.455
155,LLJC-3rd leg-right.jpg:1782-3119,19.615
156,LLJC-3rd leg-right.jpg:2184-2583,21.899
157,LMMX-3rd leg-left.jpg:2426-3048,20.604
158,LMMX-3rd leg-left.jpg:1724-3188,22.189
159,LMMX-3rd leg-right.jpg:1427-2126,20.519
160,LMMX-3rd leg-right.jpg:1125-2591,22.035
161,LNMX-3rd leg-left.jpg:1196-2295,20.086
162,LNMX-3rd leg-left.jpg:1694-2352,21.826
163,LNMX-3rd leg-right.jpg:1353-1920,19.708
164,LNMX-3rd leg-right.jpg:1142-2289,NA
165,LQLO-3rd leg-left.jpg:2178-2975,21.081
166,LQLO-3rd leg-left.jpg:1616-3060,22.103
167,LQLO-3rd leg-right.jpg:1710-1730,21.069
168,LQLO-3rd leg-right.jpg:1083-2387,22.437
169,LRRL-3rd leg-left.jpg:0707-2142,19.739
170,LRRL-3rd leg-left.jpg:2031-1643,20.35
171,LRRL-3rd leg-right.jpg:1799-1907,19.346
172,LRRL-3rd leg-right.jpg:1091-2334,20.585
173,LRSS-3rd leg-left.jpg:1920-3194,20.853
174,LRSS-3rd leg-left.jpg:1569-3303,20.946
175,LRSS-3rd leg-right.jpg:2025-1929,19.512
176,LRSS-3rd leg-right.jpg:1751-2276,21.853
177,LTEN-3rd leg-left.jpg:1178-2346,20.368
178,LTEN-3rd leg-left.jpg:1649-2310,21.451
179,LTEN-3rd leg-right.jpg:2177-2057,20.273
180,LTEN-3rd leg-right.jpg:1724-2078,21.483
181,LUXM-3rd leg-left.jpg:2298-3222,19.956
182,LUXM-3rd leg-left.jpg:1691-3137,22.637
183,LUXM-3rd leg-right.jpg:2054-3195,20.202
184,LUXM-3rd leg-right.jpg:2360-2703,22.191
185,LYTH-3rd leg-left.jpg:0849-2252,20.394
186,LYTH-3rd leg-left.jpg:2000-2285,21.721
187,LYTH-3rd leg-right.jpg:1688-3417,20.847
188,LYTH-3rd leg-right.jpg:2640-2517,22.328
189,MAKB-3rd leg-left.jpg:1019-2232,19.782
190,MAKB-3rd leg-left.jpg:1829-2037,21.257
191,MAKB-3rd leg-right.jpg:1643-1728,19.204
192,MAKB-3rd leg-right.jpg:1404-2202,21.158
193,MEAE-3rd leg-left.jpg:1406-2072,20.087
194,MEAE-3rd leg-left.jpg:2030-2148,20.258
195,MEAE-3rd leg-right.jpg:1386-2840,19.882
196,MEAE-3rd leg-right.jpg:1775-2694,20.127
197,MEMQ-3rd leg-left.jpg:1197-2117,16.435
198,MEMQ-3rd leg-left.jpg:1545-2180,17.324
199,MEMQ-3rd leg-right.jpg:1628-2382,16.683
200,MEMQ-3rd leg-right.jpg:1253-2669,17.916
201,MJSX-3rd leg-left.jpg:2064-2441,16.319
202,MJSX-3rd leg-left.jpg:1910-2735,NA
203,MJSX-3rd leg-right.jpg:1457-2258,16.302
204,MJSX-3rd leg-right.jpg:1266-2619,17.945
205,MKMF-3rd leg-left.jpg:0678-2160,18.874
206,MKMF-3rd leg-left.jpg:1835-1859,21.137
207,MKMF-3rd leg-right.jpg:1328-1787,19.236
208,MKMF-3rd leg-right.jpg:0929-2298,21.251
209,MLES-3rd leg-left.jpg:2612-2882,20.197
210,MLES-3rd leg-left.jpg:1577-2807,21.894
211,MLES-3rd leg-right.jpg:1727-3362,20.44
212,MLES-3rd leg-right.jpg:2616-2703,22.013
213,MONY-3rd leg-left.jpg:1446-2400,18.528
214,MONY-3rd leg-left.jpg:1992-2330,19.956
215,MONY-3rd leg-right.jpg:1794-1748,18.398
216,MONY-3rd leg-right.jpg:1229-2241,19.255
217,MQFA-3rd leg-left.jpg:2516-2646,21.712
218,MQFA-3rd leg-left.jpg:1644-2724,23.517
219,MQFA-3rd leg-right.jpg:1788-2129,22.287
220,MQFA-3rd leg-right.jpg:1022-2702,24.067
221,MTZI-3rd leg-left.jpg:1844-3048,19.288
222,MTZI-3rd leg-left.jpg:1316-3014,20.171
223,MTZI-3rd leg-right.jpg:1764-1748,19.687
224,MTZI-3rd leg-right.jpg:0887-2109,19.852
225,MUVY-3rd leg-left.jpg:1028-2165,19.667
226,MUVY-3rd leg-left.jpg:1787-2085,22.003
227,MUVY-3rd leg-right.jpg:1745-1713,19.748
228,MUVY-3rd leg-right.jpg:1170-2280,22.254
229,MVOV-3rd leg-left.jpg:1361-2130,14.939
230,MVOV-3rd leg-left.jpg:1877-2301,16.355
231,MVOV-3rd leg-right.jpg:1682-2105,15.386
232,MVOV-3rd leg-right.jpg:1088-2294,16.03
233,MXAY-3rd leg-left.jpg:0975-2183,20.65
234,MXAY-3rd leg-left.jpg:1760-2148,23.095
235,MXAY-3rd leg-right.jpg:1511-1875,20.602
236,MXAY-3rd leg-right.jpg:0909-2450,23.593
237,MYTW-3rd leg-left.jpg:1124-2523,21.763
238,MYTW-3rd leg-left.jpg:1862-2340,NA
239,MYTW-3rd leg-right.jpg:1727-1769,21.177
240,MYTW-3rd leg-right.jpg:1212-2397,22.64
