 ,Label,Length
1,JDGM-3rd leg-left.jpg:1683-2093,21.864
2,JDGM-3rd leg-left.jpg:2163-2534,23.624
3,JDGM-3rd leg-right.jpg:1724-2066,21.071
4,JDGM-3rd leg-right.jpg:1209-2450,23.57
5,JDYH-3rd leg-left.jpg:1272-2069,17.813
6,JDYH-3rd leg-left.jpg:1715-1980,19.058
7,JDYH-3rd leg-right.jpg:1502-2078,17.29
8,JDYH-3rd leg-right.jpg:1197-2379,18.927
9,JHFO-3rd leg-left.jpg:1172-2075,21.389
10,JHFO-3rd leg-left.jpg:1836-1887,23.071
11,JHFO-3rd leg-right.jpg:1823-1745,21.076
12,JHFO-3rd leg-right.jpg:0653-2513,22.806
13,JONV-3rd leg-left.jpg:1625-2126,19.729
14,JONV-3rd leg-left.jpg:2165-2106,20.692
15,JONV-3rd leg-right.jpg:1944-1620,19.033
16,JONV-3rd leg-right.jpg:1034-2270,20.698
17,JOYH-3rd leg-left.jpg:1349-2096,19.803
18,JOYH-3rd leg-left.jpg:1886-2144,20.965
19,JOYH-3rd leg-right.jpg:1637-1740,19.221
20,JOYH-3rd leg-right.jpg:0845-2145,21.057
21,JOZD-3rd leg-left.jpg:1235-2126,17.243
22,JOZD-3rd leg-left.jpg:1694-2043,17.939
23,JOZD-3rd leg-right.jpg:1833-2039,16.871
24,JOZD-3rd leg-right.jpg:1170-2478,17.912
25,JPJS-3rd leg-left.jpg:2285-3269,17.63
26,JPJS-3rd leg-left.jpg:1101-3132,19.595
27,JPJS-3rd leg-right.jpg:1229-3042,17.653
28,JPJS-3rd leg-right.jpg:2133-3276,NA
29,JPJT-3rd leg-left.jpg:0890-2288,21.271
30,JPJT-3rd leg-left.jpg:1607-2283,23.019
31,JPJT-3rd leg-right.jpg:1563-1824,21.101
32,JPJT-3rd leg-right.jpg:1281-2240,22.773
33,JRYP-3rd leg-left.jpg:1350-3636,16.256
34,JRYP-3rd leg-left.jpg:1857-1466,17.404
35,JRYP-3rd leg-right.jpg:1455-1877,16.808
36,JRYP-3rd leg-right.jpg:0797-2235,17.784
37,JUCL-3rd leg-left.jpg:1065-2229,18.537
38,JUCL-3rd leg-left.jpg:2150-1935,20.177
39,JUCL-3rd leg-right.jpg:1464-2142,18.785
40,JUCL-3rd leg-right.jpg:1212-2385,19.604
41,JUGA-3rd leg-left.jpg:2117-3128,19.555
42,JUGA-3rd leg-left.jpg:1392-3120,21.516
43,JUGA-3rd leg-right.jpg:1788-2093,18.754
44,JUGA-3rd leg-right.jpg:1386-2504,20.708
45,JUJH-3rd leg-Right.jpg:1863-3008,19.226
46,JUJH-3rd leg-Right.jpg:1316-2811,21.009
47,JUJH-3rd leg-left.jpg:1650-3378,18.667
48,JUJH-3rd leg-left.jpg:2349-3062,20.797
49,JUYN-3rd leg-left.jpg:1091-2198,19.028
50,JUYN-3rd leg-left.jpg:1599-2147,19.671
51,JUYN-3rd leg-right.jpg:1419-2085,19.032
52,JUYN-3rd leg-right.jpg:1124-2433,19.763
53,JXVQ-3rd leg-left.jpg:1316-2310,18.618
54,JXVQ-3rd leg-left.jpg:1740-1998,21.098
55,JXVQ-3rd leg-right.jpg:1428-1829,18.401
56,JXVQ-3rd leg-right.jpg:1047-2366,20.742
57,JZEI-3rd leg-left.jpg:1203-2259,17.406
58,JZEI-3rd leg-left.jpg:1724-2277,18.448
59,JZEI-3rd leg-right.jpg:1595-1823,17.035
60,JZEI-3rd leg-right.jpg:1244-2235,18.4
61,JZJE-3rd leg-left.jpg:1217-2472,20.654
62,JZJE-3rd leg-left.jpg:1940-2400,21.763
63,JZJE-3rd leg-right.jpg:1800-2207,20.48
64,JZJE-3rd leg-right.jpg:1385-2430,21.123
65,KAIL-3rd leg-left.jpg:2364-2972,17.991
66,KAIL-3rd leg-left.jpg:1814-3242,18.59
67,KAIL-3rd leg-right.jpg:1670-3575,17.848
68,KAIL-3rd leg-right.jpg:2382-3090,19.096
69,KAOK-3rd leg-left.jpg:0825-2208,20.763
70,KAOK-3rd leg-left.jpg:1439-2108,20.827
71,KAOK-3rd leg-right.jpg:2013-1563,20.519
72,KAOK-3rd leg-right.jpg:1335-2136,21.913
73,KDQD-3rd leg-left.jpg:1004-2237,21.212
74,KDQD-3rd leg-left.jpg:1805-2166,24.011
75,KDQD-3rd leg-right.jpg:1703-1976,22.173
76,KDQD-3rd leg-right.jpg:1221-2445,23.677
77,KECL-3rd leg-left.jpg:2409-2888,21.796
78,KECL-3rd leg-left.jpg:1776-2931,23.366
79,KECL-3rd leg-right.jpg:1746-2073,21.201
80,KECL-3rd leg-right.jpg:1430-2550,22.91
81,KEHR-3rd leg-left.jpg:1313-3183,21.042
82,KEHR-3rd leg-left.jpg:2064-3194,23.835
83,KEHR-3rd leg-right.jpg:1926-1673,20.52
84,KEHR-3rd leg-right.jpg:1229-2378,23.02
85,KEMO-3rd leg-left.jpg:1064-2123,19.698
86,KEMO-3rd leg-left.jpg:1998-2103,21.115
87,KEMO-3rd leg-right.jpg:1710-1526,19.636
88,KEMO-3rd leg-right.jpg:0713-2208,21.219
89,KIIU-3rd leg-left.jpg:2319-2960,19.725
90,KIIU-3rd leg-left.jpg:1799-3027,21.398
91,KIIU-3rd leg-right.jpg:1634-3416,19.858
92,KIIU-3rd leg-right.jpg:2169-2865,21.367
93,KORY-3rd leg-left.jpg:0846-2235,14.991
94,KORY-3rd leg-left.jpg:1532-1976,16.749
95,KORY-3rd leg-right.jpg:2046-1985,14.612
96,KORY-3rd leg-right.jpg:1332-2612,16.847
97,KPNC-3rd leg-left.jpg:1926-3170,18.105
98,KPNC-3rd leg-left.jpg:1400-2978,20.466
99,KPNC-3rd leg-right.jpg:1248-3101,17.946
100,KPNC-3rd leg-right.jpg:1805-3062,20.241
101,KSLC-3rd leg-left.jpg:1095-2253,20.634
102,KSLC-3rd leg-left.jpg:1881-2169,22.912
103,KSLC-3rd leg-right.jpg:1481-2028,20.684
104,KSLC-3rd leg-right.jpg:1049-2448,22.152
105,KTFS-3rd leg-left.jpg:1124-1913,18.034
106,KTFS-3rd leg-left.jpg:1770-1904,20.513
107,KTFS-3rd leg-right.jpg:1508-1710,17.827
108,KTFS-3rd leg-right.jpg:0746-2306,20.143
109,KTNC-3rd leg-left.jpg:1107-1977,19.728
