 ,Label,Area,Length
46,FEMALE-BF017-1st right.jpg:0886-1221,0.144,11.283
47,FEMALE-BF017-1st right.jpg:0716-1144,0.16,12.594
48,FEMALE-BF017-1st right.jpg:0706-1336,3.296,0
49,FEMALE-BF018-1st right.jpg:0653-0677,0.173,13.567
50,FEMALE-BF018-1st right.jpg:0983-0847,0.195,15.35
51,FEMALE-BF018-1st right.jpg:0997-0643,5.09,0
52,FEMALE-BF019-1st.jpg:0549-1213,0.123,9.644
53,FEMALE-BF019-1st.jpg:0523-1450,0.124,9.722
54,FEMALE-BF019-1st.jpg:0375-1383,1.881,0
55,FEMALE-BF020-1st right.jpg:0607-0663,0.178,13.981
56,FEMALE-BF020-1st right.jpg:0781-0742,0.194,15.266
57,FEMALE-BF020-1st right.jpg:0788-0518,4.78,0
58,FEMALE-BF021-1st right.jpg:0731-0595,0.164,12.908
59,FEMALE-BF021-1st right.jpg:0977-0741,0.192,15.102
60,FEMALE-BF021-1st right.jpg:0940-0495,4.04,0
61,FEMALE-BF022-1st.jpg:0478-1221,0.136,10.707
62,FEMALE-BF022-1st.jpg:0506-1449,0.143,11.246
63,FEMALE-BF022-1st.jpg:0320-1395,2.232,0
64,FEMALE-BF023-1st.jpg:0492-1223,0.127,9.955
65,FEMALE-BF023-1st.jpg:0531-1393,0.135,10.603
66,FEMALE-BF023-1st.jpg:0366-1377,2.226,0
67,FEMALE-BF024-1st right.jpg:1010-0672,0.179,14.089
68,FEMALE-BF024-1st right.jpg:1179-0742,0.206,16.187
69,FEMALE-BF024-1st right.jpg:1192-0502,4.997,0
70,FEMALE-BF025-1st.jpg:0562-1227,0.123,9.629
71,FEMALE-BF025-1st.jpg:0578-1408,0.125,9.847
72,FEMALE-BF025-1st.jpg:0425-1363,1.852,0
73,MALE-BF001-1st.jpg:0425-1363,,
74,MALE-BF001-1st.jpg:0101-1365,,
75,MALE-BF001-1st.jpg:0121-1388,,
79,MALE-BF002-1st.jpg:0533-1229,0.154,12.055
80,MALE-BF002-1st.jpg:0573-1458,0.159,12.487
81,MALE-BF002-1st.jpg:0365-1426,2.656,0
85,MALE-BF003-1st right.jpg:1138-0578,0.147,11.563
86,MALE-BF003-1st right.jpg:0673-0673,0.173,13.575
87,MALE-BF003-1st right.jpg:0666-0450,3.247,0
88,MALE-BF004-1st right.jpg:0523-0787,0.184,14.441
89,MALE-BF004-1st right.jpg:0961-0833,0.208,16.341
90,MALE-BF004-1st right.jpg:0854-0612,4.359,0
91,MALE-BF005-1st right.jpg:0707-1324,0.148,11.612
92,MALE-BF005-1st right.jpg:0504-1149,0.171,13.45
93,MALE-BF005-1st right.jpg:0460-1353,3.499,0
94,MALE-BF006-1st right.jpg:0948-1291,0.19,14.955
95,MALE-BF006-1st right.jpg:0610-1253,0.215,16.892
96,MALE-BF006-1st right.jpg:0716-1507,4.736,0
97,MALE-BF007-1st.jpg:0631-1156,0.138,10.818
98,MALE-BF007-1st.jpg:0624-0785,0.155,12.144
99,MALE-BF007-1st.jpg:0441-0860,2.297,0
100,MALE-BF008-1st right.jpg:0582-0592,0.167,13.121
101,MALE-BF008-1st right.jpg:0810-0712,0.191,14.984
102,MALE-BF008-1st right.jpg:0808-0490,4.182,0
103,MALE-BF009-1st right.jpg:0637-0821,0.183,14.372
104,MALE-BF009-1st right.jpg:0909-0955,0.204,16.017
105,MALE-BF009-1st right.jpg:0928-0712,4.098,0
106,MALE-BF010-1st right.jpg:0618-0590,0.149,11.668
107,MALE-BF010-1st right.jpg:0914-0718,0.176,13.834
108,MALE-BF010-1st right.jpg:0892-0509,4.05,0
109,MALE-BF011-1st right.jpg:0275-1041,0.162,12.726
110,MALE-BF011-1st right.jpg:0735-1090,0.187,14.717
111,MALE-BF011-1st right.jpg:0700-1319,3.634,0
112,MALE-BF012-1st right.jpg:0718-1507,0.163,12.82
113,MALE-BF012-1st right.jpg:0435-1343,0.191,14.991
114,MALE-BF012-1st right.jpg:0413-1562,3.52,0
115,MALE-BF013-1st right.jpg:1086-1402,0.162,12.688
116,MALE-BF013-1st right.jpg:0581-1394,0.179,14.029
117,MALE-BF013-1st right.jpg:0683-1593,3.52,0
118,MALE-BF014-1st right.jpg:0603-0627,0.189,14.82
119,MALE-BF014-1st right.jpg:0820-0726,0.217,17.013
120,MALE-BF014-1st right.jpg:0797-0482,5.005,0
121,MALE-BF015-1st right.jpg:0922-1397,0.163,12.806
122,MALE-BF015-1st right.jpg:0519-1346,0.184,14.44
123,MALE-BF015-1st right.jpg:0593-1549,3.579,0
124,MALE-BF016-1st right.jpg:0711-1340,0.159,12.449
125,MALE-BF016-1st right.jpg:0456-1246,0.184,14.432
126,MALE-BF016-1st right.jpg:0464-1461,4.035,0
127,MALE-BF017-1st right.jpg:0692-0671,0.162,12.732
128,MALE-BF017-1st right.jpg:0950-0744,0.181,14.212
129,MALE-BF017-1st right.jpg:0917-0523,3.554,0
130,MALE-BF018-1st right.jpg:0778-1394,0.181,14.205
131,MALE-BF018-1st right.jpg:0449-1303,0.207,16.253
132,MALE-BF018-1st right.jpg:0493-1551,4.667,0
133,MALE-BF019-1st right.jpg:0497-0789,0.191,15.034
134,MALE-BF019-1st right.jpg:0947-0805,0.196,15.37
135,MALE-BF019-1st right.jpg:0889-0611,5.281,0
136,MALE-BF020-1st right.jpg:0476-1271,0.165,12.922
137,MALE-BF020-1st right.jpg:0802-1203,0.177,13.898
138,MALE-BF020-1st right.jpg:0746-1424,3.288,0
139,MALE-BF021-1st right.jpg:0771-0579,0.172,8.816
140,MALE-BF021-1st right.jpg:0994-0696,0.204,10.281
141,MALE-BF021-1st right.jpg:0978-0455,1.929,0
142,MALE-BF022-1st right.jpg:0771-0579,0.172,13.507
143,MALE-BF022-1st right.jpg:0994-0696,0.204,16.057
144,MALE-BF022-1st right.jpg:0978-0455,4.685,0
145,MALE-BF023-1st right.jpg:0801-0643,0.179,14.054
146,MALE-BF023-1st right.jpg:0442-0766,0.182,14.259
147,MALE-BF023-1st right.jpg:0450-0554,3.996,0
148,MALE-BF024-1st.jpg:0605-1183,0.136,13.491
149,MALE-BF024-1st.jpg:0596-1419,0.134,13.22
150,MALE-BF024-1st.jpg:0422-1368,2.704,0
151,MALE-BF025-1st right.jpg:0874-0529,0.177,13.922
152,MALE-BF025-1st right.jpg:0420-0726,0.197,15.427
153,MALE-BF025-1st right.jpg:0437-0489,4.523,0
157,MALE-BF026-1st right.jpg:0676-1295,0.08,9.77
158,MALE-BF026-1st right.jpg:0405-1150,0.091,11.174
159,MALE-BF026-1st right.jpg:0394-1420,2.369,0
160,MALE-BF027-1st right.jpg:0460-1344,0.105,10.295
161,MALE-BF027-1st right.jpg:0785-1227,0.118,11.603
162,MALE-BF027-1st right.jpg:0753-1455,2.261,0
163,MALE-BF028-1st right.jpg:0744-1408,0.123,12.117
164,MALE-BF028-1st right.jpg:0493-1373,0.14,13.799
165,MALE-BF028-1st right.jpg:0582-1618,3.074,0
166,MALE-BF029-1st right.jpg:0943-1341,0.099,9.731
167,MALE-BF029-1st right.jpg:0682-1316,0.112,11.01
168,MALE-BF029-1st right.jpg:0742-1508,2.071,0
169,MALE-BF030-1st right.jpg:0974-1415,0.125,12.319
170,MALE-BF030-1st right.jpg:0695-1399,0.138,13.546
171,MALE-BF030-1st right.jpg:0812-1633,2.996,0
172,MALE-BF031-1st right.jpg:0805-1461,0.099,9.757
173,MALE-BF031-1st right.jpg:1066-1237,0.113,11.079
174,MALE-BF031-1st right.jpg:1107-1442,2.252,0
175,MALE-BF032-1st right.jpg:0698-0576,0.102,10.074
176,MALE-BF032-1st right.jpg:1003-0743,0.119,11.744
177,MALE-BF032-1st right.jpg:1114-0550,2.656,0
178,MALE-BF033-1st right.jpg:0577-1388,0.119,11.657
179,MALE-BF033-1st right.jpg:0918-1272,0.133,13.074
180,MALE-BF033-1st right.jpg:0866-1542,2.939,0
181,MALE-BF034-1st right.jpg:0807-1414,0.109,10.745
182,MALE-BF034-1st right.jpg:0586-1321,0.124,12.179
183,MALE-BF034-1st right.jpg:0599-1551,2.996,0
184,MALE-BF035-1st right.jpg:0680-0831,0.105,10.326
185,MALE-BF035-1st right.jpg:0936-0960,0.117,11.463
186,MALE-BF035-1st right.jpg:0926-0735,2.368,0
187,MALE-BF036-1st right.jpg:0816-0788,0.102,9.976
188,MALE-BF036-1st right.jpg:0625-0814,0.109,10.707
189,MALE-BF036-1st right.jpg:0644-0606,1.928,0
190,MALE-BF037-1st right.jpg:0944-1249,0.104,10.24
191,MALE-BF037-1st right.jpg:0685-1224,0.121,11.858
192,MALE-BF037-1st right.jpg:0760-1433,2.54,0
193,MALE-BF038-1st right.jpg:0545-0550,0.109,10.756
194,MALE-BF038-1st right.jpg:0799-0661,0.125,12.25
195,MALE-BF038-1st right.jpg:0771-0417,2.744,0
196,MALE-BF039-1st right.jpg:0913-1510,0.103,10.104
197,MALE-BF039-1st right.jpg:0566-1387,0.121,11.913
198,MALE-BF039-1st right.jpg:0613-1624,2.396,0
199,MALE-BF040-1st right.jpg:0802-1338,0.105,10.31
200,MALE-BF040-1st right.jpg:0558-1269,0.115,11.298
201,MALE-BF040-1st right.jpg:0587-1490,2.169,0
202,MALE-BF041-1st right.jpg:0867-0579,0.105,10.323
203,MALE-BF041-1st right.jpg:1105-0769,0.118,11.64
204,MALE-BF041-1st right.jpg:1147-0537,2.183,0
205,MALE-BF042-1st right.jpg:0717-0651,0.117,11.497
206,MALE-BF042-1st right.jpg:0986-0713,0.134,13.149
207,MALE-BF042-1st right.jpg:0900-0478,3.347,0
208,MALE-BF043-1st right.jpg:0543-0735,0.118,11.625
209,MALE-BF043-1st right.jpg:0840-0812,0.133,13.115
210,MALE-BF043-1st right.jpg:0776-0582,3.574,0
211,MALE-BF044-1st right.jpg:0872-1398,0.113,11.064
212,MALE-BF044-1st right.jpg:0502-1382,0.138,13.592
213,MALE-BF044-1st right.jpg:0641-1626,3.094,0
214,MALE-BF045-1st right.jpg:0475-1427,0.103,10.157
215,MALE-BF045-1st right.jpg:0764-1309,0.119,11.725
216,MALE-BF045-1st right.jpg:0747-1525,2.654,0
217,MALE-BF046-1st right.jpg:0978-1407,0.092,9.087
218,MALE-BF046-1st right.jpg:1272-1174,0.107,10.526
219,MALE-BF046-1st right.jpg:1301-1380,2.368,0
220,MALE-BF047-1st right.jpg:0593-0566,0.108,10.625
221,MALE-BF047-1st right.jpg:0914-0687,0.128,12.564
222,MALE-BF047-1st right.jpg:0874-0427,2.776,0
223,MALE-BF049-1st right.jpg:0637-0603,0.102,10.041
224,MALE-BF049-1st right.jpg:0891-0768,0.116,11.433
225,MALE-BF049-1st right.jpg:0888-0542,2.407,0
226,MALE-BF050-1st right.jpg:0583-0665,0.093,9.156
227,MALE-BF050-1st right.jpg:0808-0777,0.109,10.735
228,MALE-BF050-1st right.jpg:0781-0580,2.372,0
229,MALE-BF051-1st right.jpg:0464-0611,0.123,12.057
230,MALE-BF051-1st right.jpg:0718-0635,0.137,13.503
231,MALE-BF051-1st right.jpg:0623-0415,3.201,0
232,MALE-BF052-1st right.jpg:0490-0597,0.115,11.356
233,MALE-BF052-1st right.jpg:0766-0640,0.131,12.868
234,MALE-BF052-1st right.jpg:0703-0407,3.469,0
235,MALE-BF053-1st right.jpg:0785-0693,0.13,12.775
236,MALE-BF053-1st right.jpg:0357-0775,0.138,13.534
237,MALE-BF053-1st right.jpg:0384-0498,2.459,0
238,MALE-BF054-1st right.jpg:0613-0630,0.093,9.168
239,MALE-BF054-1st right.jpg:0887-0775,0.105,10.307
240,MALE-BF054-1st right.jpg:0876-0563,1.828,0
241,MALE-BF055-1st right.jpg:0710-0720,0.089,8.766
242,MALE-BF055-1st right.jpg:1074-0853,0.108,10.658
243,MALE-BF055-1st right.jpg:1036-0657,2.212,0
244,MALE-BF056-1st right.jpg:0801-0593,0.101,9.95
245,MALE-BF056-1st right.jpg:1011-0713,0.12,11.837
246,MALE-BF056-1st right.jpg:1009-0486,2.86,0
247,MALE-BF057-1st right.jpg:0565-0643,0.106,10.464
248,MALE-BF057-1st right.jpg:0794-0732,0.124,12.227
249,MALE-BF057-1st right.jpg:0741-0490,2.432,0
250,MALE-BF058-1st right.jpg:0612-0719,0.123,12.114
251,MALE-BF058-1st right.jpg:0869-0849,0.141,13.833
252,MALE-BF058-1st right.jpg:0860-0583,3.662,0
253,MALE-BF059-1st right.jpg:0618-0681,0.104,10.25
254,MALE-BF059-1st right.jpg:0893-0783,0.121,11.871
255,MALE-BF059-1st right.jpg:0845-0551,2.655,0
256,MALE-BF060-1st right.jpg:0751-0547,0.095,9.384
257,MALE-BF060-1st right.jpg:0927-0661,0.111,10.91
258,MALE-BF060-1st right.jpg:0924-0453,2.388,0
259,MALE-BF061-1st.jpg:0612-1210,0.075,7.359
260,MALE-BF061-1st.jpg:0568-1473,0.08,7.899
261,MALE-BF061-1st.jpg:0426-1403,1.363,0
262,MALE-BF062-1st right.jpg:0815-0806,0.089,8.728
263,MALE-BF062-1st right.jpg:1162-0858,0.101,9.926
264,MALE-BF062-1st right.jpg:1120-0676,1.786,0
265,MALE-BF063-1st.jpg:0508-1239,0.085,8.369
266,MALE-BF063-1st.jpg:0531-1517,0.093,9.092
267,MALE-BF063-1st.jpg:0334-1475,1.397,0
268,MALE-BF064-1st.jpg:0669-1256,0.064,6.26
269,MALE-BF064-1st.jpg:0667-1448,0.07,6.89
270,MALE-BF064-1st.jpg:0523-1386,0.8,0
271,MALE-BF065-1st.jpg:0663-1228,0.088,8.646
272,MALE-BF065-1st.jpg:0552-1598,0.083,8.166
273,MALE-BF065-1st.jpg:0423-1538,1.777,0
274,MALE-BF066-1st right.jpg:0784-0718,0.109,10.741
275,MALE-BF066-1st right.jpg:1041-0820,0.122,11.989
276,MALE-BF066-1st right.jpg:1058-0609,2.631,0
277,MALE-BF067-1st.jpg:0475-1181,0.088,8.663
278,MALE-BF067-1st.jpg:0499-1453,0.094,9.265
279,MALE-BF067-1st.jpg:0313-1407,1.451,0
280,MALE-BF068-1st right.jpg:0698-0682,0.087,8.589
281,MALE-BF068-1st right.jpg:0945-0775,0.106,10.401
282,MALE-BF068-1st right.jpg:0906-0586,2.073,0
283,MALE-BF069-1st right.jpg:0756-0654,0.097,9.585
284,MALE-BF069-1st right.jpg:0971-0778,0.114,11.18
285,MALE-BF069-1st right.jpg:0985-0565,2.309,0
286,MALE-BF070-1st right.jpg:0801-0919,0.097,9.529
287,MALE-BF070-1st right.jpg:1008-1061,0.11,10.804
288,MALE-BF070-1st right.jpg:1028-0857,2.479,0
289,MALE-BF071-1st right.jpg:0747-0780,0.093,9.172
290,MALE-BF071-1st right.jpg:0951-0901,0.111,10.91
291,MALE-BF071-1st right.jpg:0942-0699,2.251,0
292,MALE-BF072-1st.jpg:0543-1286,0.084,8.233
293,MALE-BF072-1st.jpg:0496-1544,0.084,8.214
294,MALE-BF072-1st.jpg:0331-1444,1.188,0
295,MALE-BF073-1st.jpg:0490-1139,0.083,8.204
296,MALE-BF073-1st.jpg:0497-1389,0.087,8.568
297,MALE-BF073-1st.jpg:0325-1338,1.173,0
298,MALE-BF074-1st right.jpg:0683-0856,0.083,8.106
299,MALE-BF074-1st right.jpg:0598-1238,0.09,8.799
300,MALE-BF074-1st right.jpg:0456-1128,1.235,0
301,MALE-BF075-1st right.jpg:0760-1413,0.113,11.094
302,MALE-BF075-1st right.jpg:0458-1317,0.125,12.3
303,MALE-BF075-1st right.jpg:0502-1562,2.264,0
304,MALE-BF076-1st.jpg:0467-1226,0.082,8.096
305,MALE-BF076-1st.jpg:0477-1456,0.084,8.217
306,MALE-BF076-1st.jpg:0303-1407,1.122,0
307,MALE-C001-1st.jpg:0535-1320,0.084,8.27
308,MALE-C001-1st.jpg:0552-1607,0.09,8.834
309,MALE-C001-1st.jpg:0385-1555,1.512,0
310,MALE-C003-1st right.jpg:0968-1493,0.101,9.966
311,MALE-C003-1st right.jpg:0677-1454,0.113,11.095
312,MALE-C003-1st right.jpg:0746-1649,2.212,0
313,MALE-C006-1st.jpg:0569-1111,0.097,9.547
314,MALE-C006-1st.jpg:0542-1450,0.097,9.536
315,MALE-C006-1st.jpg:0369-1374,1.896,0
316,MALE-C007-1st.jpg:0130-1102,0.005,0
317,MALE-C007-1st.jpg:0133-1125,3.10E-04,0
318,MALE-C007-1st.jpg:0138-1173,3.10E-04,0
319,MALE-C009-1st right.jpg:0821-1439,0.096,9.41
320,MALE-C009-1st right.jpg:0571-1343,0.108,10.565
321,MALE-C009-1st right.jpg:0580-1539,1.817,0
322,MALE-C011-1st right.jpg:0649-0619,0.115,11.332
323,MALE-C011-1st right.jpg:0958-0734,0.134,13.155
324,MALE-C011-1st right.jpg:0972-0499,2.987,0
325,MALE-C018-1st right.jpg:0974-0691,0.104,10.252
326,MALE-C018-1st right.jpg:0652-0760,0.117,11.51
327,MALE-C018-1st right.jpg:0718-0540,2.232,0
328,MALE-C021-1st.jpg:0511-1169,0.081,7.989
329,MALE-C021-1st.jpg:0518-1446,0.087,8.536
330,MALE-C021-1st.jpg:0366-1380,1.397,0
331,MALE-CO02-1st right.jpg:0677-0661,0.104,10.254
332,MALE-CO02-1st right.jpg:0856-0771,0.122,11.996
333,MALE-CO02-1st right.jpg:0859-0542,2.448,0
334,MALE-CO04-1st right.jpg:0865-1333,0.112,10.965
335,MALE-CO04-1st right.jpg:0587-1235,0.133,13.026
336,MALE-CO04-1st right.jpg:0632-1484,3.047,0
337,MALE-CO05-1st right.jpg:0845-1299,0.112,11.008
338,MALE-CO05-1st right.jpg:0429-1263,0.126,12.362
339,MALE-CO05-1st right.jpg:0520-1468,2.971,0
340,MALE-CO08-1st right.jpg:0981-1459,0.118,11.575
341,MALE-CO08-1st right.jpg:0689-1396,0.142,13.996
342,MALE-CO08-1st right.jpg:0791-1683,3.29,0
343,MALE-CO10-1st right.jpg:0746-0735,0.131,12.914
344,MALE-CO10-1st right.jpg:1063-0815,0.146,14.358
345,MALE-CO10-1st right.jpg:1032-0541,3.787,0
346,MALE-CO12-1st right.jpg:0760-0908,0.108,10.599
347,MALE-CO12-1st right.jpg:1048-1065,0.129,12.699
348,MALE-CO12-1st right.jpg:1045-0828,2.88,0
349,MALE-CO13-1st right.jpg:0621-1449,0.107,10.496
350,MALE-CO13-1st right.jpg:0398-1299,0.126,12.411
351,MALE-CO13-1st right.jpg:0379-1542,2.833,0
352,MALE-CO14-1st right.jpg:0732-1455,0.112,11.049
353,MALE-CO14-1st right.jpg:0410-1301,0.125,12.263
354,MALE-CO14-1st right.jpg:0415-1539,3.015,0
355,MALE-CO15-1st right.jpg:0834-1333,0.1,9.867
356,MALE-CO15-1st right.jpg:0622-1279,0.116,11.428
357,MALE-CO15-1st right.jpg:0691-1498,2.354,0
358,MALE-CO16-1st right.jpg:0757-0721,0.117,11.498
359,MALE-CO16-1st right.jpg:1011-0755,0.13,12.752
360,MALE-CO16-1st right.jpg:0934-0506,2.996,0
361,MALE-CO17-1st right.jpg:0768-0759,0.106,10.398
362,MALE-CO17-1st right.jpg:0940-0843,0.12,11.825
363,MALE-CO17-1st right.jpg:0921-0617,2.658,0
364,MALE-CO19-1st right.jpg:0682-0647,0.099,9.686
365,MALE-CO19-1st right.jpg:0836-0720,0.108,10.641
366,MALE-CO19-1st right.jpg:0818-0516,1.92,0
367,MALE-CO20-1st right.jpg:0922-1420,0.106,10.388
368,MALE-CO20-1st right.jpg:0509-1380,0.115,11.306
369,MALE-CO20-1st right.jpg:0592-1583,2.425,0
370,MALE-CO22-1st right.jpg:0885-1272,0.1,9.875
371,MALE-CO22-1st right.jpg:0683-1223,0.108,10.567
372,MALE-CO22-1st right.jpg:0715-1430,2.012,0
373,MALE-CO23-1st right.jpg:0527-0572,0.103,10.145
374,MALE-CO23-1st right.jpg:0778-0666,0.122,11.963
375,MALE-CO23-1st right.jpg:0723-0434,2.336,0
376,MALE-CO24-1st right.jpg:0834-0657,0.121,11.938
377,MALE-CO24-1st right.jpg:1043-0797,0.142,14.001
378,MALE-CO24-1st right.jpg:1038-0525,3.657,0
379,MALE-CO25-1st right.jpg:0824-0804,0.103,10.081
380,MALE-CO25-1st right.jpg:0981-0899,0.12,11.773
381,MALE-CO25-1st right.jpg:0983-0671,2.499,0
382,MALE-COO7-1st right.jpg:0587-1388,0.111,10.943
383,MALE-COO7-1st right.jpg:0848-1290,0.134,13.148
384,MALE-COO7-1st right.jpg:0811-1548,3.267,0
