 ,Label,Area,Length
1,HDAF-1st leg-left.jpg:1917-2243,0.075,14.276
2,HDAF-1st leg-left.jpg:2507-2151,0.075,14.242
3,HDAF-1st leg-left.jpg:2259-1675,3.389,0
4,HDAI-1st leg-left.jpg:1253-2205,0.07,13.328
5,HDAI-1st leg-left.jpg:1913-2151,0.071,13.508
6,HDAI-1st leg-left.jpg:1696-1675,3.099,0
7,HDZC-1st leg-left.jpg:1254-2232,0.075,14.262
8,HDZC-1st leg-left.jpg:1874-2082,0.075,14.34
9,HDZC-1st leg-left.jpg:1525-1617,3.141,0
10,HEDP-1st leg-left.jpg:2435-2888,0.062,11.745
11,HEDP-1st leg-left.jpg:1896-2774,0.064,12.218
12,HEDP-1st leg-left.jpg:2008-3273,2.358,0
13,HIHW-1st leg-left.jpg:1392-2367,0.061,11.684
14,HIHW-1st leg-left.jpg:1875-2241,0.062,11.796
15,HIHW-1st leg-left.jpg:1612-1854,2.285,0
16,HNNH-1st leg-left.jpg:2013-3389,0.068,12.886
17,HNNH-1st leg-left.jpg:1427-3371,0.07,13.395
18,HNNH-1st leg-left.jpg:1572-3862,3.168,0
19,HKWK-1st leg-left.jpg:1250-2471,0.054,10.228
20,HKWK-1st leg-left.jpg:1748-2363,0.059,11.275
21,HKWK-1st leg-left.jpg:1447-2013,2.223,0
22,HNUV-1st leg-left.jpg:1905-2070,0.055,10.552
23,HNUV-1st leg-left.jpg:1038-1998,0.06,11.368
24,HNUV-1st leg-left.jpg:1134-2403,2.36,0
25,HOHH-1st leg-left.jpg:1148-2061,0.069,13.123
26,HOHH-1st leg-left.jpg:1757-1865,0.071,13.532
27,HOHH-1st leg-left.jpg:1428-1449,3.7,0
28,HRBI-1st leg-left.jpg:0716-2466,0.058,11.132
29,HRBI-1st leg-left.jpg:1430-1553,0.063,12.007
30,HRBI-1st leg-left.jpg:0988-1473,2.446,0
31,HTCT-1st leg-left.jpg:1340-2247,0.065,12.309
32,HTCT-1st leg-left.jpg:1809-1979,0.065,12.407
33,HTCT-1st leg-left.jpg:1408-1683,2.749,0
34,HZFK-1st leg-left.jpg:2453-2792,0.057,10.963
35,HZFK-1st leg-left.jpg:1725-2987,0.062,11.902
36,HZFK-1st leg-left.jpg:2001-3352,2.302,0
37,IEAL-1st leg-left.jpg:1277-3750,0.065,12.415
38,IEAL-1st leg-left.jpg:1143-2333,0.072,13.732
39,IEAL-1st leg-left.jpg:0762-2574,3.777,0
40,IEJY-1st leg-left.jpg:1389-2387,0.065,12.361
41,IEJY-1st leg-left.jpg:1928-2244,0.065,12.468
42,IEJY-1st leg-left.jpg:1644-1854,2.919,0
43,IEPT-1st leg-left.jpg:1397-2310,0.076,14.492
44,IEPT-1st leg-left.jpg:1973-2180,0.077,14.651
45,IEPT-1st leg-left.jpg:1615-1689,3.555,0
46,IJNE-1st leg-left.jpg:1367-1868,0.063,11.953
47,IJNE-1st leg-left.jpg:1886-1817,0.068,12.934
48,IJNE-1st leg-left.jpg:1600-1356,2.642,0
49,ILNB-1st leg-left.jpg:1392-3164,0.078,14.879
50,ILNB-1st leg-left.jpg:0941-2642,0.079,15.042
51,ILNB-1st leg-left.jpg:0660-3187,4.16,0
52,INPV-1st leg-left.jpg:0822-1451,0.068,12.94
53,INPV-1st leg-left.jpg:1418-1439,0.07,13.424
54,INPV-1st leg-left.jpg:1206-0949,3.539,0
55,IULK-1st leg-left.jpg:2169-3087,0.07,13.364
56,IULK-1st leg-left.jpg:1668-3102,0.073,13.959
57,IULK-1st leg-left.jpg:1900-3604,3.477,0
58,IVIQ-1st leg-left.jpg:0740-2040,0.061,11.631
59,IVIQ-1st leg-left.jpg:1968-1389,0.066,12.684
60,IVIQ-1st leg-left.jpg:1624-1177,3.392,0
61,IVMB-1st leg-left.jpg:2226-3152,0.066,12.536
62,IVMB-1st leg-left.jpg:1671-3302,0.068,12.936
63,IVMB-1st leg-left.jpg:1992-3730,2.768,0
64,JDGM-1st leg-left.jpg:1320-2735,0.067,12.79
65,JDGM-1st leg-left.jpg:1899-2708,0.069,13.249
66,JDGM-1st leg-left.jpg:1690-2230,2.644,0
67,JDYH-1st leg-left.jpg:1347-1868,0.064,12.223
68,JDYH-1st leg-left.jpg:1883-1782,0.067,12.812
69,JDYH-1st leg-left.jpg:1644-1357,2.942,0
70,JHFO-1st leg-left.jpg:1041-2373,0.068,12.634
71,JHFO-1st leg-left.jpg:1869-2070,0.068,13.014
72,JHFO-1st leg-left.jpg:1585-1692,3.356,0
73,JONV-1st leg-left.jpg:1500-2088,0.072,13.697
74,JONV-1st leg-left.jpg:2195-2057,0.074,14.042
75,JONV-1st leg-left.jpg:1936-1531,3.41,0
76,JOZD-1st leg-left.jpg:1077-1268,0.059,11.23
77,JOZD-1st leg-left.jpg:1566-1175,0.063,12.06
78,JOZD-1st leg-left.jpg:1311-0801,3.247,0
79,JPJS-1st leg-left.jpg:1989-3357,0.058,11.029
80,JPJS-1st leg-left.jpg:1596-3131,0.06,11.382
81,JPJS-1st leg-left.jpg:1507-3559,2.529,0
82,JRYP-1st leg-left.jpg:2202-1919,0.058,11.133
83,JRYP-1st leg-left.jpg:1812-2234,0.062,11.886
84,JRYP-1st leg-left.jpg:2257-2439,2.792,0
85,JPJT-1st leg-left.jpg:1364-1979,0.065,12.413
86,JPJT-1st leg-left.jpg:1901-1910,0.07,13.288
87,JPJT-1st leg-left.jpg:1666-1477,2.783,0
88,JUCL-1st leg-left.jpg:1220-1656,0.065,12.419
89,JUCL-1st leg-left.jpg:2115-1226,0.065,12.46
90,JUCL-1st leg-left.jpg:1732-0886,3.182,0
91,JUGA-1st leg-left.jpg:1364-2147,0.062,11.871
92,JUGA-1st leg-left.jpg:1946-2235,0.067,12.74
93,JUGA-1st leg-left.jpg:1782-1768,2.916,0
94,JUJH-1st leg-left.jpg:2085-2708,0.069,13.223
95,JUJH-1st leg-left.jpg:1458-2778,0.071,13.627
96,JUJH-1st leg-left.jpg:1657-2272,3.219,0
97,JUYN-1st leg-left.jpg:1593-2514,0.06,11.498
98,JUYN-1st leg-left.jpg:2129-2382,0.061,11.695
99,JUYN-1st leg-left.jpg:1879-2022,2.516,0
100,JXVQ-1st leg-left.jpg:1559-1838,0.069,13.12
101,JXVQ-1st leg-left.jpg:2183-1890,0.073,13.995
102,JXVQ-1st leg-left.jpg:1963-1371,3.187,0
103,JZEI-1st leg-left.jpg:1419-1944,0.06,11.398
104,JZEI-1st leg-left.jpg:1973-1926,0.063,11.951
105,JZEI-1st leg-left.jpg:1755-1504,2.428,0
106,JZJE-1st leg-left.jpg:1314-2219,0.062,11.876
107,JZJE-1st leg-left.jpg:1857-2168,0.065,12.393
108,JZJE-1st leg-left.jpg:1626-1764,2.846,0
109,KAIL-1st leg-left.jpg:1716-1976,0.063,11.928
110,KAIL-1st leg-left.jpg:2207-1959,0.065,12.415
111,KAIL-1st leg-left.jpg:1942-1486,2.263,0
112,KAOK-1st leg-left.jpg:1286-2105,0.066,12.535
113,KAOK-1st leg-left.jpg:1770-2063,0.067,12.851
114,KAOK-1st leg-left.jpg:1584-1600,3.092,0
115,KDQD-1st leg-left.jpg:1242-1700,0.069,13.195
116,KDQD-1st leg-left.jpg:1802-1574,0.071,13.494
117,KDQD-1st leg-left.jpg:1527-1164,3.537,0
118,KECL-1st leg-left.jpg:1344-2180,0.065,12.458
119,KECL-1st leg-left.jpg:1874-2102,0.069,13.131
120,KECL-1st leg-left.jpg:1591-1650,2.945,0
121,KEHR-1st leg-left.jpg:1518-3426,0.063,11.979
122,KEHR-1st leg-left.jpg:1197-2955,0.07,13.312
123,KEHR-1st leg-left.jpg:1002-3420,3.272,0
124,KEMO-1st leg-left.jpg:1421-1739,0.071,13.556
125,KEMO-1st leg-left.jpg:2105-1671,0.07,13.385
126,KEMO-1st leg-left.jpg:1836-1188,2.785,0
127,KIIU-1st leg-left.jpg:1205-3359,0.072,13.76
128,KIIU-1st leg-left.jpg:1715-3645,0.073,13.928
129,KIIU-1st leg-left.jpg:1326-4024,3.449,0
130,KORY-1st leg-left.jpg:1832-1529,0.05,9.458
131,KORY-1st leg-left.jpg:2072-2609,0.058,10.97
132,KORY-1st leg-left.jpg:2355-2376,2.431,0
133,KPNC-1st leg-left.jpg:2048-2612,0.058,11.049
134,KPNC-1st leg-left.jpg:1608-2384,0.062,11.808
135,KPNC-1st leg-left.jpg:1567-2844,2.444,0
136,KSLC-1st leg-left.jpg:1493-2316,0.067,12.72
137,KSLC-1st leg-left.jpg:2040-2249,0.07,13.323
138,KSLC-1st leg-left.jpg:1807-1812,3.388,0
139,KTFS-1st leg-left.jpg:0768-2142,0.066,12.657
140,KTFS-1st leg-left.jpg:1566-1437,0.071,13.465
141,KTFS-1st leg-left.jpg:1060-1260,3.008,0
142,KTNC-1st leg-left.jpg:1475-2136,0.064,12.129
143,KTNC-1st leg-left.jpg:1958-2159,0.065,12.468
144,KTNC-1st leg-left.jpg:1834-1702,2.965,0
145,KVWU-1st leg-left.jpg:0842-2306,0.066,12.596
146,KVWU-1st leg-left.jpg:1734-2135,0.069,13.133
147,KVWU-1st leg-left.jpg:1458-1707,3.06,0
148,KWNJ-1st leg-left.jpg:1634-3240,0.063,12.102
149,KWNJ-1st leg-left.jpg:1287-2981,0.066,12.591
150,KWNJ-1st leg-left.jpg:1158-3435,2.982,0
151,KYRB-1st leg-left.jpg:1545-2192,0.068,12.974
152,KYRB-1st leg-left.jpg:2075-1934,0.069,13.092
153,KYRB-1st leg-left.jpg:1636-1548,2.776,0
154,LAZJ-1st leg-left.jpg:1278-1866,0.064,12.264
155,LAZJ-1st leg-left.jpg:1809-1778,0.066,12.606
156,LAZJ-1st leg-left.jpg:1525-1347,2.797,0
157,LEZS-1st leg-left.jpg:0987-1746,0.066,12.521
158,LEZS-1st leg-left.jpg:1500-1706,0.067,12.812
159,LEZS-1st leg-left.jpg:1261-1239,2.552,0
160,LGMD-1st leg-left.jpg:1307-1955,0.069,13.191
161,LGMD-1st leg-left.jpg:1925-1847,0.07,13.427
162,LGMD-1st leg-left.jpg:1657-1396,3.265,0
163,LHWT-1st leg-left.jpg:1139-2304,0.076,14.45
164,LHWT-1st leg-left.jpg:1745-2082,0.08,15.176
165,LHWT-1st leg-left.jpg:1324-1636,3.92,0
166,LIHW-1st leg-left.jpg:1278-1907,0.063,12.076
167,LIHW-1st leg-left.jpg:1740-1940,0.065,12.406
168,LIHW-1st leg-left.jpg:1627-1477,2.823,0
169,LJJN-1st leg-left.jpg:1415-1821,0.073,13.998
170,LJJN-1st leg-left.jpg:2064-1787,0.076,14.415
171,LJJN-1st leg-left.jpg:1813-1261,3.356,0
172,LKHO-1st leg-left.jpg:1578-1457,0.061,11.717
173,LKHO-1st leg-left.jpg:2102-1479,0.066,12.664
174,LKHO-1st leg-left.jpg:1884-1011,2.456,0
175,LLJC-1st leg-left.jpg:1539-3141,0.071,13.613
176,LLJC-1st leg-left.jpg:2073-3080,0.077,14.69
177,LLJC-1st leg-left.jpg:1927-3583,4.16,0
178,LMMX-1st leg-left.jpg:1257-2255,0.063,11.944
179,LMMX-1st leg-left.jpg:1755-2217,0.067,12.69
180,LMMX-1st leg-left.jpg:1536-1794,2.792,0
181,LNMX-1st leg-left.jpg:1523-1529,0.065,12.348
182,LNMX-1st leg-left.jpg:2004-1544,0.066,12.595
183,LNMX-1st leg-left.jpg:1804-1060,2.52,0
184,LQLO-1st leg-left.jpg:1265-1881,0.069,13.074
185,LQLO-1st leg-left.jpg:1770-1851,0.071,13.518
186,LQLO-1st leg-left.jpg:1566-1366,2.96,0
