 ,Label,Length
1,ACGN-2nd leg-right.jpg:1166-1559,12.632
2,ACGN-2nd leg-right.jpg:1622-1656,13.88
3,ACIU-2nd leg-left.jpg:1454-2285,11.651
4,ACIU-2nd leg-left.jpg:1878-2198,12.521
5,ACIU-2nd leg-right.jpg:1556-2796,11.836
6,ACIU-2nd leg-right.jpg:1958-2571,12.611
7,AGNG-2nd leg-left.jpg:1410-1704,11.847
8,AGNG-2nd leg-left.jpg:1856-1653,12.283
9,AGNG-2nd leg-right.jpg:1736-2354,11.761
10,AGNG-2nd leg-right.jpg:1379-2609,12.115
11,AIZJ-2nd leg-left.jpg:1623-1874,11.908
12,AIZJ-2nd leg-left.jpg:2076-1905,12.806
13,AIZJ-2nd leg-right.jpg:1655-2163,11.677
14,AIZJ-2nd leg-right.jpg:1298-2537,12.79
15,AKPI-2nd leg-left.jpg:1740-2529,12.889
16,AKPI-2nd leg-left.jpg:2228-2420,13.926
17,AKPI-2nd leg-right.jpg:1235-2039,12.668
18,AKPI-2nd leg-right.jpg:0957-2400,13.695
19,AQZC-2nd leg-left.jpg:0839-2301,11.132
20,AQZC-2nd leg-left.jpg:1872-2021,11.998
21,AQZC-2nd leg-right.jpg:1389-1928,10.931
22,AQZC-2nd leg-right.jpg:1155-2195,11.789
23,ASOK-2nd leg-left.jpg:1637-1760,11.961
24,ASOK-2nd leg-left.jpg:2099-1757,13.07
25,ASOK-2nd leg-right.jpg:1965-1629,12.053
26,ASOK-2nd leg-right.jpg:1446-1944,13.084
27,ATEZ-2nd leg-left.jpg:1574-3866,11.833
28,ATEZ-2nd leg-left.jpg:1640-2277,13.228
29,ATEZ-2nd leg-right.jpg:2088-1907,12.041
30,ATEZ-2nd leg-right.jpg:1149-2276,13.199
31,AZJJ-2nd leg-left.jpg:1368-2435,11.175
32,AZJJ-2nd leg-left.jpg:1143-2063,11.916
33,AZJJ-2nd leg-right.jpg:1430-2784,11.181
34,AZJJ-2nd leg-right.jpg:1161-3198,12.285
35,BBRM-2nd leg-left.jpg:1365-2249,11.068
36,BBRM-2nd leg-left.jpg:1802-2172,12.004
37,BBRM-2nd leg-right.jpg:1232-1650,11.178
38,BBRM-2nd leg-right.jpg:0912-1892,12.291
39,BCSB-2nd leg-left.jpg:1442-1625,11.855
40,BCSB-2nd leg-left.jpg:2036-1559,12.838
41,BCSB-2nd leg-right.jpg:1518-1316,11.92
42,BCSB-2nd leg-right.jpg:1071-1791,12.838
43,BLLA-2nd leg-left.jpg:1742-1883,11.5
44,BLLA-2nd leg-left.jpg:2189-1961,12.649
45,BLLA-2nd leg-right.jpg:1932-2141,11.421
46,BLLA-2nd leg-right.jpg:1623-2315,12.473
47,BYLH-2nd leg-left.jpg:2273-3279,12.167
48,BYLH-2nd leg-left.jpg:1248-3117,13.098
49,BYLH-2nd leg-right.jpg:1271-3227,12.212
50,BYLH-2nd leg-right.jpg:2277-3089,13.379
51,BZCS-2nd leg-left.jpg:1334-2259,11.258
52,BZCS-2nd leg-left.jpg:1799-2294,12.336
53,BZCS-2nd leg-right.jpg:2432-1347,11.162
54,BZCS-2nd leg-right.jpg:1787-1529,12.436
55,CAPF-2nd leg-left.jpg:0827-2261,12.912
56,CAPF-2nd leg-left.jpg:1668-1751,14.656
57,CAPF-2nd leg-right.jpg:1679-1908,12.73
58,CAPF-2nd leg-right.jpg:1067-3167,14.619
59,CAXC-2nd leg-left.jpg:1215-2730,10.944
60,CAXC-2nd leg-left.jpg:1722-2489,11.872
61,CAXC-2nd leg-right.jpg:1427-1517,10.547
62,CAXC-2nd leg-right.jpg:0704-1937,12.029
63,CBMA-2nd leg-left.jpg:1808-1788,11.247
64,CBMA-2nd leg-left.jpg:2103-2604,12.297
65,CBMA-2nd leg-right.jpg:1874-3888,11.691
66,CBMA-2nd leg-right.jpg:1544-2310,12.422
67,CBRE-2nd leg-left.jpg:1188-2744,10.491
68,CBRE-2nd leg-left.jpg:1566-2493,11.029
69,CBRE-2nd leg-right.jpg:1448-1878,10.311
70,CBRE-2nd leg-right.jpg:1170-2319,11.059
71,CCQV-2nd leg-left.jpg:2091-3197,12.116
72,CCQV-2nd leg-left.jpg:1584-1964,13.816
73,CCQV-2nd leg-right.jpg:1160-2673,12.406
74,CCQV-2nd leg-right.jpg:1613-2877,13.694
75,CGRD-2nd leg-left.jpg:1469-1902,10.651
76,CGRD-2nd leg-left.jpg:1875-1914,11.525
77,CGRD-2nd leg-right.jpg:1791-1910,10.707
78,CGRD-2nd leg-right.jpg:0926-2243,12.187
79,CHCF-2nd leg-left.jpg:1767-2804,12.441
80,CHCF-2nd leg-left.jpg:1290-2783,13.23
81,CHCF-2nd leg-right.jpg:1695-2154,12.437
82,CHCF-2nd leg-right.jpg:1316-2451,13.26
83,CPWC-2nd leg-left.jpg:1344-1791,11.024
84,CPWC-2nd leg-left.jpg:1815-1787,11.743
85,CPWC-2nd leg-right.jpg:1646-1665,10.92
86,CPWC-2nd leg-right.jpg:1235-1865,11.652
87,CTFK-2nd leg-left.jpg:2409-2993,13.144
88,CTFK-2nd leg-left.jpg:1889-2936,14.606
89,CTFK-2nd leg-right.jpg:1496-1614,13.179
90,CTFK-2nd leg-right.jpg:1161-1970,14.386
91,CVHB-2nd leg-left.jpg:1355-2138,11.074
92,CVHB-2nd leg-left.jpg:1809-2112,12.111
93,CVHB-2nd leg-right.jpg:1689-2138,11.054
94,CVHB-2nd leg-right.jpg:1325-2424,11.922
95,CVLU-2nd leg-left.jpg:0855-1677,9.001
96,CVLU-2nd leg-left.jpg:0752-2070,10.501
97,CVLU-2nd leg-right.jpg:1482-1895,9.186
98,CVLU-2nd leg-right.jpg:0782-2499,10.536
99,CVQJ-2nd leg-left.jpg:1466-2357,11.363
100,CVQJ-2nd leg-left.jpg:1892-2319,11.976
101,CVQJ-2nd leg-right.jpg:1856-1622,10.883
102,CVQJ-2nd leg-right.jpg:1197-2139,12.542
103,CWPJ-2nd leg-left.jpg:1605-1791,12.723
104,CWPJ-2nd leg-left.jpg:2069-1781,13.845
105,CWPJ-2nd leg-right.jpg:2234-1833,12.695
106,CWPJ-2nd leg-right.jpg:1565-2202,13.982
107,CWRT-2nd leg-left.jpg:1893-2709,9.502
108,CWRT-2nd leg-left.jpg:1335-2399,11.055
109,CWRT-2nd leg-right.jpg:1604-3282,9.393
110,CWRT-2nd leg-right.jpg:2243-3239,11.033
111,DESX-2nd leg-left.jpg:1607-2048,13.023
112,DESX-2nd leg-left.jpg:2058-1997,13.8
113,DESX-2nd leg-right.jpg:1544-1977,12.957
114,DESX-2nd leg-right.jpg:1185-2283,13.729
115,DFDF-2nd leg-left.jpg:2073-1506,11.672
116,DFDF-2nd leg-left.jpg:2465-1659,12.531
117,DFDF-2nd leg-right.jpg:1644-1803,11.683
118,DFDF-2nd leg-right.jpg:1433-2033,12.471
119,DFME-2nd leg-left.jpg:1610-1865,10.436
120,DFME-2nd leg-left.jpg:2184-1796,11.647
121,DFME-2nd leg-right.jpg:1851-1235,10.367
122,DFME-2nd leg-right.jpg:1550-1467,11.531
123,DJFZ-2nd leg-left.jpg:0873-2016,13.426
124,DJFZ-2nd leg-left.jpg:1860-1857,14.635
125,DJFZ-2nd leg-right.jpg:2180-2031,13.383
126,DJFZ-2nd leg-right.jpg:0969-2252,14.794
127,DNHH-2nd leg-left.jpg:1829-2070,12.238
128,DNHH-2nd leg-left.jpg:2447-2130,14.028
129,DNHH-2nd leg-right.jpg:1739-1895,12.158
