 ,Label,Length
1,EMIY-2nd leg-left.jpg:1712-1968,12.435
2,EMIY-2nd leg-left.jpg:2460-1841,13.211
3,EMIY-2nd leg-right.jpg:1800-1986,12.448
4,EMIY-2nd leg-right.jpg:1008-2175,13.437
5,EMMR-2nd leg-left.jpg:0897-1910,12.819
6,EMMR-2nd leg-left.jpg:1389-1815,14.46
7,EMMR-2nd leg-right.jpg:1223-1202,12.79
8,EMMR-2nd leg-right.jpg:0840-1676,14.251
9,EWKB-2nd leg-left.jpg:2240-3068,10.499
10,EWKB-2nd leg-left.jpg:1506-3275,11.254
11,EWKB-2nd leg-right.jpg:1715-1700,10.539
12,EWKB-2nd leg-right.jpg:1404-1920,11.276
13,EXFC-2nd leg-left.jpg:2198-3273,9.439
14,EXFC-2nd leg-left.jpg:0822-2450,10.799
15,EXFC-2nd leg-right.jpg:1560-1967,9.697
16,EXFC-2nd leg-right.jpg:1280-2262,10.527
17,FDUO-2nd leg-left.jpg:1901-1973,12.909
18,FDUO-2nd leg-left.jpg:2324-2042,13.637
19,FDUO-2nd leg-right.jpg:1730-2151,12.834
20,FDUO-2nd leg-right.jpg:1350-2409,13.778
21,FFVD-2nd leg-left.jpg:1544-3167,11.968
22,FFVD-2nd leg-left.jpg:1283-2735,12.939
23,FFVD-2nd leg-right.jpg:1859-3434,12.092
24,FFVD-2nd leg-right.jpg:2364-3444,13.236
25,FHEO-2nd leg-left.jpg:1928-3312,12.029
26,FHEO-2nd leg-left.jpg:1433-3444,13.115
27,FHEO-2nd leg-right.jpg:2256-1907,12.418
28,FHEO-2nd leg-right.jpg:1799-1685,13.539
29,FJIV-2nd leg-left.jpg:0783-2387,11.316
30,FJIV-2nd leg-left.jpg:1512-2054,12.48
31,FJIV-2nd leg-right.jpg:1067-2475,12.16
32,FJIV-2nd leg-right.jpg:0816-2796,12.649
33,FKWM-2nd leg-left.jpg:1470-2106,10.779
34,FKWM-2nd leg-left.jpg:1872-2117,11.58
35,FKWM-2nd leg-right.jpg:1716-3236,10.825
36,FKWM-2nd leg-right.jpg:2031-2705,11.883
37,FLUS-2nd leg-left.jpg:2351-3345,12.508
38,FLUS-2nd leg-left.jpg:1004-3131,13.762
39,FLUS-2nd leg-right.jpg:2246-2661,12.648
40,FLUS-2nd leg-right.jpg:0921-2735,NA
41,FRAY-2nd leg-left.jpg:1632-1953,11.094
42,FRAY-2nd leg-left.jpg:2001-1955,12.391
43,FRAY-2nd leg-right.jpg:1631-2088,11.034
44,FRAY-2nd leg-right.jpg:1118-2385,12.355
45,FRKH-2nd leg-left.jpg:1670-1337,11.999
46,FRKH-2nd leg-left.jpg:2502-2591,12.916
47,FXZS-2nd leg-left.jpg:1622-1862,12.391
48,FXZS-2nd leg-left.jpg:2069-1916,13.86
49,FXZS-2nd leg-right.jpg:1124-1902,11.903
50,FXZS-2nd leg-right.jpg:0881-2298,13.823
51,FYEF-2nd leg-left.jpg:1737-2351,12.851
52,FYEF-2nd leg-left.jpg:2255-2259,14.149
53,FYEF-2nd leg-right.jpg:1683-1244,12.721
54,FYEF-2nd leg-right.jpg:1154-2795,14.447
55,FZRV-2nd leg-left.jpg:2637-2733,11.823
56,FZRV-2nd leg-left.jpg:2039-2876,12.566
57,FZRV-2nd leg-right.jpg:1502-1586,11.53
58,FZRV-2nd leg-right.jpg:1280-1901,12.505
